DataOraIncidente,NumeroIncidenti
2022-01-01,25
2022-01-02,4
2022-01-03,17
2022-01-04,16
2022-01-05,9
2022-01-06,27
2022-01-07,28
2022-01-08,30
2022-01-09,15
2022-01-10,38
2022-01-11,31
2022-01-12,40
2022-01-13,42
2022-01-14,49
2022-01-15,33
2022-01-16,14
2022-01-17,24
2022-01-18,33
2022-01-19,58
2022-01-20,40
2022-01-21,83
2022-01-22,26
2022-01-23,40
2022-01-24,46
2022-01-25,29
2022-01-26,46
2022-01-27,39
2022-01-28,41
2022-01-29,48
2022-01-30,42
2022-01-31,47
2022-02-01,33
2022-02-02,23
2022-02-03,29
2022-02-04,40
2022-02-05,42
2022-02-06,24
2022-02-07,36
2022-02-08,44
2022-02-09,59
2022-02-10,30
2022-02-11,61
2022-02-12,35
2022-02-13,35
2022-02-14,28
2022-02-15,43
2022-02-16,42
2022-02-17,34
2022-02-18,35
2022-02-19,26
2022-02-20,56
2022-02-21,64
2022-02-22,47
2022-02-23,45
2022-02-24,81
2022-02-25,37
2022-02-26,32
2022-02-27,25
2022-02-28,55
2022-03-01,70
2022-03-02,54
2022-03-03,26
2022-03-04,63
2022-03-05,46
2022-03-06,29
2022-03-07,59
2022-03-08,68
2022-03-09,55
2022-03-10,51
2022-03-11,43
2022-03-12,53
2022-03-13,22
2022-03-14,53
2022-03-15,61
2022-03-16,48
2022-03-17,55
2022-03-18,42
2022-03-19,16
2022-03-20,45
2022-03-21,62
2022-03-22,33
2022-03-23,28
2022-03-24,40
2022-03-25,55
2022-03-26,62
2022-03-27,24
2022-03-28,46
2022-03-29,56
2022-03-30,64
2022-03-31,34
2022-04-01,41
2022-04-02,53
2022-04-03,44
2022-04-04,45
2022-04-05,78
2022-04-06,29
2022-04-07,41
2022-04-08,27
2022-04-09,22
2022-04-10,47
2022-04-11,60
2022-04-12,79
2022-04-13,42
2022-04-14,51
2022-04-15,41
2022-04-16,67
2022-04-17,34
2022-04-18,31
2022-04-19,53
2022-04-20,28
2022-04-21,30
2022-04-22,43
2022-04-23,47
2022-04-24,38
2022-04-25,24
2022-04-26,51
2022-04-27,83
2022-04-28,45
2022-04-29,65
2022-04-30,61
2022-05-01,40
2022-05-02,55
2022-05-03,76
2022-05-04,66
2022-05-05,35
2022-05-06,48
2022-05-07,37
2022-05-08,26
2022-05-09,52
2022-05-10,70
2022-05-11,66
2022-05-12,50
2022-05-13,58
2022-05-14,24
2022-05-15,43
2022-05-16,28
2022-05-17,64
2022-05-18,35
2022-05-19,46
2022-05-20,49
2022-05-21,55
2022-05-22,37
2022-05-23,54
2022-05-24,33
2022-05-25,32
2022-05-26,41
2022-05-27,71
2022-05-28,14
2022-05-29,34
2022-05-30,39
2022-05-31,51
2022-06-01,56
2022-06-02,12
2022-06-03,20
2022-06-04,27
2022-06-05,29
2022-06-06,62
2022-06-07,84
2022-06-08,45
2022-06-09,68
2022-06-10,75
2022-06-11,35
2022-06-12,22
2022-06-13,41
2022-06-14,41
2022-06-15,46
2022-06-16,51
2022-06-17,40
2022-06-18,27
2022-06-19,26
2022-06-20,17
2022-06-21,42
2022-06-22,28
2022-06-23,26
2022-06-24,38
2022-06-25,12
2022-06-26,14
2022-06-27,17
2022-06-28,29
2022-06-29,45
2022-06-30,37
2022-07-01,65
2022-07-02,25
2022-07-03,12
2022-07-04,60
2022-07-05,30
2022-07-06,40
2022-07-07,36
2022-07-08,48
2022-07-09,29
2022-07-10,31
2022-07-11,19
2022-07-12,59
2022-07-13,22
2022-07-14,21
2022-07-15,38
2022-07-16,16
2022-07-17,34
2022-07-18,19
2022-07-19,51
2022-07-20,27
2022-07-21,31
2022-07-22,40
2022-07-23,29
2022-07-24,10
2022-07-25,30
2022-07-26,26
2022-07-27,79
2022-07-28,35
2022-07-29,68
2022-07-30,12
2022-07-31,27
2022-08-01,31
2022-08-02,20
2022-08-03,31
2022-08-04,28
2022-08-05,39
2022-08-06,33
2022-08-07,15
2022-08-08,21
2022-08-09,24
2022-08-10,29
2022-08-11,19
2022-08-12,2
2022-08-13,12
2022-08-15,16
2022-08-16,3
2022-08-17,10
2022-08-18,20
2022-08-19,11
2022-08-20,10
2022-08-21,13
2022-08-22,25
2022-08-23,12
2022-08-24,13
2022-08-25,26
2022-08-26,23
2022-08-27,16
2022-08-28,16
2022-08-29,26
2022-08-30,20
2022-08-31,33
