DataOraIncidente,NumeroIncidenti
2022-01-01,10
2022-01-02,7
2022-01-03,11
2022-01-04,8
2022-01-05,13
2022-01-06,8
2022-01-07,8
2022-01-08,8
2022-01-09,12
2022-01-10,10
2022-01-11,8
2022-01-12,7
2022-01-13,13
2022-01-14,7
2022-01-15,12
2022-01-16,20
2022-01-17,9
2022-01-18,7
2022-01-19,6
2022-01-20,8
2022-01-21,7
2022-01-22,18
2022-01-23,15
2022-01-24,16
2022-01-25,5
2022-01-26,8
2022-01-27,2
2022-01-28,8
2022-01-29,6
2022-01-30,8
2022-01-31,11
2022-02-01,9
2022-02-02,6
2022-02-03,8
2022-02-04,6
2022-02-05,11
2022-02-06,5
2022-02-07,11
2022-02-08,8
2022-02-09,7
2022-02-10,9
2022-02-11,7
2022-02-12,14
2022-02-13,17
2022-02-14,6
2022-02-15,12
2022-02-16,10
2022-02-17,2
2022-02-18,12
2022-02-19,17
2022-02-20,6
2022-02-21,11
2022-02-22,19
2022-02-23,5
2022-02-24,10
2022-02-25,9
2022-02-26,19
2022-02-27,15
2022-02-28,8
2022-03-01,2
2022-03-02,8
2022-03-03,8
2022-03-04,14
2022-03-05,9
2022-03-06,18
2022-03-07,12
2022-03-08,3
2022-03-09,9
2022-03-10,6
2022-03-11,10
2022-03-12,15
2022-03-13,14
2022-03-14,7
2022-03-15,16
2022-03-16,8
2022-03-17,5
2022-03-18,14
2022-03-19,11
2022-03-20,14
2022-03-21,2
2022-03-22,15
2022-03-23,11
2022-03-24,11
2022-03-25,7
2022-03-26,5
2022-03-27,5
2022-03-28,12
2022-03-29,18
2022-03-30,25
2022-03-31,9
2022-04-01,14
2022-04-02,10
2022-04-03,18
2022-04-04,2
2022-04-05,15
2022-04-06,6
2022-04-07,20
2022-04-08,5
2022-04-09,2
2022-04-10,14
2022-04-11,13
2022-04-12,6
2022-04-13,17
2022-04-14,8
2022-04-15,15
2022-04-16,11
2022-04-17,6
2022-04-18,1
2022-04-19,15
2022-04-20,15
2022-04-21,7
2022-04-22,16
2022-04-23,9
2022-04-24,9
2022-04-25,10
2022-04-26,5
2022-04-27,7
2022-04-28,8
2022-04-29,11
2022-04-30,11
2022-05-01,24
2022-05-02,12
2022-05-03,5
2022-05-04,7
2022-05-05,10
2022-05-06,20
2022-05-07,16
2022-05-08,21
2022-05-09,6
2022-05-10,5
2022-05-11,5
2022-05-12,7
2022-05-13,22
2022-05-14,7
2022-05-15,22
2022-05-16,3
2022-05-17,10
2022-05-18,10
2022-05-19,12
2022-05-20,10
2022-05-21,10
2022-05-22,2
2022-05-23,13
2022-05-24,5
2022-05-25,12
2022-05-26,5
2022-05-27,2
2022-05-28,10
2022-05-29,5
2022-05-30,22
2022-05-31,7
2022-06-01,13
2022-06-02,11
2022-06-03,12
2022-06-04,8
2022-06-05,3
2022-06-06,12
2022-06-07,15
2022-06-08,12
2022-06-09,12
2022-06-10,2
2022-06-11,10
2022-06-12,8
2022-06-13,2
2022-06-14,10
2022-06-15,7
2022-06-16,20
2022-06-17,9
2022-06-18,6
2022-06-19,16
2022-06-20,5
2022-06-21,14
2022-06-22,8
2022-06-23,11
2022-06-24,7
2022-06-25,9
2022-06-26,6
2022-06-27,15
2022-06-28,12
2022-06-29,10
2022-06-30,7
2022-07-01,7
2022-07-02,7
2022-07-03,10
2022-07-04,15
2022-07-05,20
2022-07-06,7
2022-07-07,8
2022-07-08,12
2022-07-09,14
2022-07-10,3
2022-07-11,6
2022-07-12,12
2022-07-13,4
2022-07-14,6
2022-07-15,19
2022-07-16,11
2022-07-17,8
2022-07-18,17
2022-07-19,17
2022-07-20,8
2022-07-21,9
2022-07-22,13
2022-07-23,17
2022-07-24,13
2022-07-25,14
2022-07-26,14
2022-07-27,2
2022-07-28,8
2022-07-29,5
2022-07-30,6
2022-07-31,10
2022-08-01,12
2022-08-02,9
2022-08-03,4
2022-08-04,9
2022-08-05,8
2022-08-06,3
2022-08-07,12
2022-08-08,5
2022-08-09,4
2022-08-10,10
2022-08-11,11
2022-08-12,3
2022-08-13,5
2022-08-14,9
2022-08-15,4
2022-08-16,5
2022-08-17,4
2022-08-18,7
2022-08-19,8
2022-08-20,2
2022-08-22,3
2022-08-23,2
2022-08-24,3
2022-08-25,2
2022-08-26,8
2022-08-27,4
2022-08-28,10
2022-08-29,3
2022-08-30,5
2022-08-31,3
