DataOraIncidente,NumeroIncidenti
2022-01-01,13
2022-01-02,6
2022-01-03,11
2022-01-04,14
2022-01-05,18
2022-01-06,14
2022-01-07,17
2022-01-08,12
2022-01-09,5
2022-01-10,23
2022-01-11,24
2022-01-12,20
2022-01-13,20
2022-01-14,21
2022-01-15,27
2022-01-16,10
2022-01-17,24
2022-01-18,22
2022-01-19,27
2022-01-20,11
2022-01-21,20
2022-01-22,9
2022-01-23,30
2022-01-24,16
2022-01-25,30
2022-01-26,24
2022-01-27,31
2022-01-28,27
2022-01-29,22
2022-01-30,3
2022-01-31,20
2022-02-01,30
2022-02-02,17
2022-02-03,28
2022-02-04,15
2022-02-05,23
2022-02-06,14
2022-02-07,16
2022-02-08,39
2022-02-09,23
2022-02-10,11
2022-02-11,18
2022-02-12,20
2022-02-13,33
2022-02-14,20
2022-02-15,24
2022-02-16,16
2022-02-17,31
2022-02-18,15
2022-02-19,24
2022-02-20,10
2022-02-21,20
2022-02-22,21
2022-02-23,26
2022-02-24,28
2022-02-25,20
2022-02-26,12
2022-02-27,17
2022-02-28,20
2022-03-01,18
2022-03-02,31
2022-03-03,38
2022-03-04,29
2022-03-05,19
2022-03-06,23
2022-03-07,13
2022-03-08,14
2022-03-09,17
2022-03-10,26
2022-03-11,24
2022-03-12,18
2022-03-13,14
2022-03-14,23
2022-03-15,14
2022-03-16,23
2022-03-17,4
2022-03-18,26
2022-03-19,15
2022-03-20,30
2022-03-21,20
2022-03-22,23
2022-03-23,5
2022-03-24,30
2022-03-25,18
2022-03-26,6
2022-03-27,16
2022-03-28,16
2022-03-29,23
2022-03-30,25
2022-03-31,23
2022-04-01,33
2022-04-02,26
2022-04-03,16
2022-04-04,17
2022-04-05,25
2022-04-06,27
2022-04-07,17
2022-04-08,18
2022-04-09,23
2022-04-10,24
2022-04-11,25
2022-04-12,24
2022-04-13,38
2022-04-14,23
2022-04-15,14
2022-04-16,18
2022-04-17,7
2022-04-18,13
2022-04-19,24
2022-04-20,21
2022-04-21,17
2022-04-22,24
2022-04-23,25
2022-04-24,22
2022-04-25,19
2022-04-26,23
2022-04-27,20
2022-04-28,20
2022-04-29,29
2022-04-30,36
2022-05-01,17
2022-05-02,24
2022-05-03,26
2022-05-04,22
2022-05-05,20
2022-05-06,26
2022-05-07,24
2022-05-08,20
2022-05-09,11
2022-05-10,18
2022-05-11,23
2022-05-12,38
2022-05-13,33
2022-05-14,31
2022-05-15,21
2022-05-16,9
2022-05-17,15
2022-05-18,40
2022-05-19,13
2022-05-20,22
2022-05-21,21
2022-05-22,17
2022-05-23,27
2022-05-24,25
2022-05-25,23
2022-05-26,13
2022-05-27,13
2022-05-28,21
2022-05-29,11
2022-05-30,30
2022-05-31,32
2022-06-01,28
2022-06-02,9
2022-06-03,24
2022-06-04,25
2022-06-05,14
2022-06-06,27
2022-06-07,8
2022-06-08,17
2022-06-09,28
2022-06-10,31
2022-06-11,20
2022-06-12,14
2022-06-13,26
2022-06-14,25
2022-06-15,27
2022-06-16,16
2022-06-17,18
2022-06-18,22
2022-06-19,17
2022-06-20,15
2022-06-21,16
2022-06-22,30
2022-06-23,11
2022-06-24,20
2022-06-25,30
2022-06-26,10
2022-06-27,25
2022-06-28,9
2022-06-29,13
2022-06-30,6
2022-07-01,13
2022-07-02,8
2022-07-03,6
2022-07-04,6
2022-07-05,8
2022-07-06,15
2022-07-07,19
2022-07-08,7
2022-07-09,9
2022-07-10,13
2022-07-11,9
2022-07-12,17
2022-07-13,20
2022-07-14,6
2022-07-15,16
2022-07-16,13
2022-07-17,13
2022-07-18,29
2022-07-19,21
2022-07-20,24
2022-07-21,17
2022-07-22,17
2022-07-23,17
2022-07-24,22
2022-07-25,20
2022-07-26,18
2022-07-27,8
2022-07-28,15
2022-07-29,18
2022-07-30,18
2022-07-31,8
2022-08-01,23
2022-08-02,9
2022-08-03,9
2022-08-04,23
2022-08-05,14
2022-08-06,9
2022-08-07,13
2022-08-08,9
2022-08-09,5
2022-08-10,14
2022-08-11,11
2022-08-12,19
2022-08-13,9
2022-08-14,13
2022-08-15,4
2022-08-16,2
2022-08-17,2
2022-08-18,2
2022-08-19,18
2022-08-20,4
2022-08-21,12
2022-08-22,12
2022-08-23,13
2022-08-24,16
2022-08-25,2
2022-08-26,9
2022-08-27,2
2022-08-28,4
2022-08-29,12
2022-08-30,10
2022-08-31,7
