DataOraIncidente,NumeroIncidenti
2022-01-01,2
2022-01-03,4
2022-01-07,1
2022-01-08,2
2022-01-10,1
2022-01-12,3
2022-01-14,5
2022-01-15,2
2022-01-16,5
2022-01-17,1
2022-01-18,2
2022-01-20,2
2022-01-23,1
2022-01-24,1
2022-01-28,1
2022-01-29,1
2022-01-30,1
2022-01-31,1
2022-02-01,4
2022-02-02,2
2022-02-03,1
2022-02-04,4
2022-02-06,2
2022-02-07,2
2022-02-08,1
2022-02-09,3
2022-02-10,4
2022-02-11,1
2022-02-12,2
2022-02-13,1
2022-02-15,6
2022-02-18,2
2022-02-19,2
2022-02-20,5
2022-02-21,5
2022-02-23,4
2022-02-25,3
2022-02-26,1
2022-02-27,2
2022-02-28,8
2022-03-01,4
2022-03-02,3
2022-03-04,3
2022-03-05,2
2022-03-07,1
2022-03-08,5
2022-03-09,5
2022-03-10,2
2022-03-11,3
2022-03-12,3
2022-03-15,1
2022-03-17,3
2022-03-18,3
2022-03-19,4
2022-03-20,1
2022-03-22,1
2022-03-23,1
2022-03-24,1
2022-03-26,2
2022-03-27,6
2022-03-28,2
2022-03-29,1
2022-03-30,11
2022-03-31,7
2022-04-01,3
2022-04-02,2
2022-04-03,7
2022-04-04,1
2022-04-05,1
2022-04-06,10
2022-04-07,4
2022-04-09,1
2022-04-10,4
2022-04-11,2
2022-04-12,5
2022-04-13,1
2022-04-14,2
2022-04-16,3
2022-04-20,2
2022-04-22,4
2022-04-23,1
2022-04-24,6
2022-04-25,1
2022-04-26,5
2022-04-27,4
2022-04-28,1
2022-04-29,1
2022-05-01,1
2022-05-02,2
2022-05-03,1
2022-05-04,1
2022-05-07,1
2022-05-08,1
2022-05-10,2
2022-05-11,2
2022-05-12,6
2022-05-13,3
2022-05-14,6
2022-05-15,1
2022-05-16,2
2022-05-18,1
2022-05-19,2
2022-05-21,5
2022-05-23,3
2022-05-24,4
2022-05-25,8
2022-05-27,4
2022-05-28,1
2022-05-29,6
2022-06-01,3
2022-06-02,2
2022-06-04,4
2022-06-05,2
2022-06-06,8
2022-06-07,1
2022-06-10,4
2022-06-12,4
2022-06-13,4
2022-06-14,2
2022-06-17,2
2022-06-18,2
2022-06-19,1
2022-06-20,1
2022-06-21,1
2022-06-24,5
2022-06-25,5
2022-06-26,1
2022-06-27,2
2022-06-28,1
2022-06-29,1
2022-06-30,1
2022-07-01,4
2022-07-02,3
2022-07-03,3
2022-07-04,1
2022-07-07,1
2022-07-08,3
2022-07-09,1
2022-07-11,1
2022-07-12,2
2022-07-13,1
2022-07-14,3
2022-07-15,1
2022-07-16,5
2022-07-17,2
2022-07-18,5
2022-07-19,5
2022-07-20,7
2022-07-21,3
2022-07-22,3
2022-07-23,2
2022-07-24,2
2022-07-25,2
2022-07-26,2
2022-07-28,3
2022-07-29,3
2022-07-30,1
2022-08-01,3
2022-08-04,4
2022-08-05,3
2022-08-07,1
2022-08-09,4
2022-08-10,4
2022-08-13,1
2022-08-14,1
2022-08-16,2
2022-08-18,5
2022-08-19,2
2022-08-21,2
2022-08-24,2
2022-08-25,5
2022-08-26,1
