DataOraIncidente,NumeroIncidenti
2022-01-01,6
2022-01-02,7
2022-01-03,2
2022-01-04,8
2022-01-05,13
2022-01-06,8
2022-01-07,5
2022-01-08,11
2022-01-09,2
2022-01-10,18
2022-01-11,19
2022-01-12,12
2022-01-13,15
2022-01-14,10
2022-01-15,6
2022-01-16,13
2022-01-17,12
2022-01-18,13
2022-01-19,9
2022-01-20,18
2022-01-21,17
2022-01-22,6
2022-01-23,14
2022-01-24,29
2022-01-25,15
2022-01-26,12
2022-01-27,9
2022-01-28,15
2022-01-29,17
2022-01-30,2
2022-01-31,7
2022-02-01,13
2022-02-02,20
2022-02-03,22
2022-02-04,13
2022-02-07,22
2022-02-08,15
2022-02-09,18
2022-02-10,16
2022-02-11,15
2022-02-12,8
2022-02-13,11
2022-02-14,17
2022-02-15,18
2022-02-16,11
2022-02-17,18
2022-02-18,7
2022-02-19,3
2022-02-20,8
2022-02-21,16
2022-02-22,20
2022-02-23,10
2022-02-24,27
2022-02-25,28
2022-02-26,4
2022-02-27,2
2022-02-28,20
2022-03-01,12
2022-03-02,18
2022-03-03,22
2022-03-04,36
2022-03-05,9
2022-03-06,16
2022-03-07,13
2022-03-08,33
2022-03-09,17
2022-03-10,8
2022-03-11,4
2022-03-12,9
2022-03-13,6
2022-03-14,22
2022-03-15,20
2022-03-16,9
2022-03-17,14
2022-03-18,12
2022-03-19,8
2022-03-20,9
2022-03-21,14
2022-03-22,12
2022-03-23,14
2022-03-24,15
2022-03-25,9
2022-03-26,9
2022-03-27,8
2022-03-28,26
2022-03-29,9
2022-03-30,14
2022-03-31,24
2022-04-01,11
2022-04-02,6
2022-04-03,4
2022-04-04,22
2022-04-05,33
2022-04-06,7
2022-04-07,20
2022-04-08,12
2022-04-09,12
2022-04-10,9
2022-04-11,24
2022-04-12,21
2022-04-13,17
2022-04-14,14
2022-04-15,12
2022-04-16,15
2022-04-17,5
2022-04-18,12
2022-04-19,11
2022-04-20,17
2022-04-21,18
2022-04-22,10
2022-04-23,13
2022-04-24,2
2022-04-25,14
2022-04-26,14
2022-04-27,25
2022-04-28,25
2022-04-29,22
2022-04-30,12
2022-05-01,12
2022-05-02,21
2022-05-03,9
2022-05-04,14
2022-05-05,10
2022-05-06,16
2022-05-07,11
2022-05-08,3
2022-05-09,4
2022-05-10,13
2022-05-11,24
2022-05-12,15
2022-05-13,24
2022-05-14,9
2022-05-15,16
2022-05-16,10
2022-05-17,14
2022-05-18,6
2022-05-19,16
2022-05-20,9
2022-05-21,11
2022-05-22,6
2022-05-23,10
2022-05-24,17
2022-05-25,14
2022-05-26,8
2022-05-27,15
2022-05-28,2
2022-05-29,11
2022-05-30,9
2022-05-31,20
2022-06-01,12
2022-06-02,4
2022-06-03,6
2022-06-04,8
2022-06-05,6
2022-06-06,8
2022-06-07,16
2022-06-08,21
2022-06-09,12
2022-06-10,19
2022-06-11,11
2022-06-12,5
2022-06-13,4
2022-06-14,14
2022-06-15,12
2022-06-16,11
2022-06-17,6
2022-06-18,19
2022-06-20,14
2022-06-21,8
2022-06-22,4
2022-06-23,8
2022-06-24,9
2022-06-25,9
2022-06-26,2
2022-06-27,11
2022-06-28,20
2022-06-29,8
2022-06-30,14
2022-07-01,6
2022-07-02,9
2022-07-03,8
2022-07-04,12
2022-07-05,15
2022-07-06,14
2022-07-07,18
2022-07-08,15
2022-07-09,14
2022-07-10,14
2022-07-11,10
2022-07-12,7
2022-07-13,6
2022-07-14,10
2022-07-15,9
2022-07-16,9
2022-07-17,7
2022-07-18,6
2022-07-19,9
2022-07-20,16
2022-07-21,22
2022-07-22,27
2022-07-23,14
2022-07-24,4
2022-07-25,12
2022-07-26,9
2022-07-27,9
2022-07-28,4
2022-07-29,12
2022-07-31,4
2022-08-01,11
2022-08-02,8
2022-08-03,8
2022-08-04,12
2022-08-05,7
2022-08-06,5
2022-08-07,3
2022-08-08,10
2022-08-09,8
2022-08-10,2
2022-08-12,15
2022-08-13,2
2022-08-14,4
2022-08-15,5
2022-08-16,6
2022-08-17,2
2022-08-19,4
2022-08-20,2
2022-08-21,7
2022-08-22,2
2022-08-23,6
2022-08-24,1
2022-08-25,5
2022-08-26,2
2022-08-28,7
2022-08-29,9
2022-08-30,6
2022-08-31,4
