Protocollo,Longitude,Latitude,DataOraIncidente,Municipio
4159272,,,2019-01-01 03:00:00,
4159272,,,2019-01-01 03:00:00,
4159272,,,2019-01-01 03:00:00,
4159379,,,2019-01-01 04:20:00,
4159379,,,2019-01-01 04:20:00,
4159449,,,2019-01-01 14:40:00,
4159449,,,2019-01-01 14:40:00,
4159449,,,2019-01-01 14:40:00,
4159449,,,2019-01-01 14:40:00,
4159469,,,2019-01-01 02:20:00,
4159469,,,2019-01-01 02:20:00,
4159469,,,2019-01-01 02:20:00,
4159469,,,2019-01-01 02:20:00,
4159469,,,2019-01-01 02:20:00,
4159534,,,2019-01-01 12:30:00,
4159534,,,2019-01-01 12:30:00,
4159544,,,2019-01-01 13:00:00,
4159544,,,2019-01-01 13:00:00,
4159544,,,2019-01-01 13:00:00,
4159544,,,2019-01-01 13:00:00,
4159544,,,2019-01-01 13:00:00,
4159544,,,2019-01-01 13:00:00,
4159544,,,2019-01-01 13:00:00,
4159544,,,2019-01-01 13:00:00,
4159601,,,2019-01-01 02:20:00,
4159601,,,2019-01-01 02:20:00,
4159601,,,2019-01-01 02:20:00,
4159601,,,2019-01-01 02:20:00,
4159635,,,2019-01-01 17:55:00,
4159635,,,2019-01-01 17:55:00,
4159635,,,2019-01-01 17:55:00,
4159635,,,2019-01-01 17:55:00,
4159863,,,2019-01-01 06:30:00,
4159863,,,2019-01-01 06:30:00,
4159893,,,2019-01-01 03:00:00,
4159893,,,2019-01-01 03:00:00,
4159893,,,2019-01-01 03:00:00,
4159893,,,2019-01-01 03:00:00,
4159893,,,2019-01-01 03:00:00,
4159893,,,2019-01-01 03:00:00,
4159893,,,2019-01-01 03:00:00,
4159907,,,2019-01-01 15:00:00,
4159907,,,2019-01-01 15:00:00,
4159907,,,2019-01-01 15:00:00,
4159908,,,2019-01-01 18:55:00,
4159908,,,2019-01-01 18:55:00,
4159910,,,2019-01-01 19:30:00,
4159910,,,2019-01-01 19:30:00,
4159919,,,2019-01-02 01:45:00,
4159924,,,2019-01-01 20:15:00,
4159924,,,2019-01-01 20:15:00,
4159924,,,2019-01-01 20:15:00,
4159929,,,2019-01-01 04:15:00,
4159929,,,2019-01-01 04:15:00,
4159929,,,2019-01-01 04:15:00,
4159929,,,2019-01-01 04:15:00,
4159943,,,2019-01-02 02:30:00,
4159943,,,2019-01-02 02:30:00,
4159954,,,2019-01-02 01:45:00,
4159954,,,2019-01-02 01:45:00,
4159954,,,2019-01-02 01:45:00,
4159958,,,2019-01-01 03:00:00,
4159958,,,2019-01-01 03:00:00,
4159958,,,2019-01-01 03:00:00,
4159958,,,2019-01-01 03:00:00,
4159958,,,2019-01-01 03:00:00,
4159985,,,2019-01-01 17:50:00,
4159985,,,2019-01-01 17:50:00,
