Protocollo,Longitude,Latitude,DataOraIncidente,Municipio
5765949,12.4196,41.8317,2022-01-02 19:05:00,Municipio XI
5765949,12.4196,41.8317,2022-01-02 19:05:00,Municipio XI
5765960,12.4848,41.8854,2022-01-02 20:45:00,Municipio I
5765960,12.4848,41.8854,2022-01-02 20:45:00,Municipio I
5765960,12.4848,41.8854,2022-01-02 20:45:00,Municipio I
5765975,12.5185,41.972,2022-01-02 16:30:00,Municipio III
5765975,12.5185,41.972,2022-01-02 16:30:00,Municipio III
5766002,12.4787,41.8874,2022-01-02 17:40:00,Municipio I
5766002,12.4787,41.8874,2022-01-02 17:40:00,Municipio I
5766002,12.4787,41.8874,2022-01-02 17:40:00,Municipio I
5766002,12.4787,41.8874,2022-01-02 17:40:00,Municipio I
5766002,12.4787,41.8874,2022-01-02 17:40:00,Municipio I
5766070,12.4149,41.9166,2022-01-04 11:30:00,Municipio XIV
5766070,12.4149,41.9166,2022-01-04 11:30:00,Municipio XIV
5766071,12.546,41.9101,2022-01-01 13:00:00,Municipio IV
5766071,12.546,41.9101,2022-01-01 13:00:00,Municipio IV
5766088,12.377,42.0133,2022-01-01 02:00:00,Municipio XV
5766107,12.5359,41.9575,2022-01-02 12:40:00,Municipio III
5766124,12.5061,41.8038,2022-01-03 07:35:00,Municipio IX
5766153,12.4626,41.9158,2022-01-01 12:40:00,Municipio I
5766153,12.4626,41.9158,2022-01-01 12:40:00,Municipio I
5766153,12.4626,41.9158,2022-01-01 12:40:00,Municipio I
5766200,12.4704,41.9121,2022-01-01 02:00:00,Municipio I
5766200,12.4704,41.9121,2022-01-01 02:00:00,Municipio I
5766200,12.4704,41.9121,2022-01-01 02:00:00,Municipio I
5766207,12.4716,41.9166,2022-01-01 07:20:00,Municipio II
5766207,12.4716,41.9166,2022-01-01 07:20:00,Municipio II
5766207,12.4716,41.9166,2022-01-01 07:20:00,Municipio II
5766209,12.4716,41.9166,2022-01-01 20:30:00,Municipio II
5766209,12.4716,41.9166,2022-01-01 20:30:00,Municipio II
5766209,12.4716,41.9166,2022-01-01 20:30:00,Municipio II
5766209,12.4716,41.9166,2022-01-01 20:30:00,Municipio II
5766210,12.5055,41.9242,2022-01-02 15:10:00,Municipio II
5766210,12.5055,41.9242,2022-01-02 15:10:00,Municipio II
5766210,12.5055,41.9242,2022-01-02 15:10:00,Municipio II
5766222,12.4675,41.836,2022-01-03 06:30:00,Municipio IX
5766229,12.5596,41.8851,2022-01-03 10:45:00,Municipio V
5766229,12.5596,41.8851,2022-01-03 10:45:00,Municipio V
5766293,12.4746,41.8911,2022-01-03 12:00:00,Municipio I
5766293,12.4746,41.8911,2022-01-03 12:00:00,Municipio I
5766293,12.4746,41.8911,2022-01-03 12:00:00,Municipio I
5766431,12.4674,41.8239,2022-01-03 14:10:00,Municipio IX
5766431,12.4674,41.8239,2022-01-03 14:10:00,Municipio IX
5766456,12.3488,41.7457,2022-01-02 16:15:00,Municipio X
5766456,12.3488,41.7457,2022-01-02 16:15:00,Municipio X
5766458,12.4435,41.8613,2022-01-03 09:05:00,Municipio XII
5766458,12.4435,41.8613,2022-01-03 09:05:00,Municipio XII
5766466,12.4492,41.8768,2022-01-03 12:00:00,Municipio XII
5766466,12.4492,41.8768,2022-01-03 12:00:00,Municipio XII
5766466,12.4492,41.8768,2022-01-03 12:00:00,Municipio XII
5766469,12.415,41.9167,2022-01-01 15:00:00,Municipio XIV
5766469,12.415,41.9167,2022-01-01 15:00:00,Municipio XIV
5766469,12.415,41.9167,2022-01-01 15:00:00,Municipio XIV
5766469,12.415,41.9167,2022-01-01 15:00:00,Municipio XIV
5766469,12.415,41.9167,2022-01-01 15:00:00,Municipio XIV
5766480,12.4743,41.8629,2022-01-03 14:00:00,Municipio XI
5766480,12.4743,41.8629,2022-01-03 14:00:00,Municipio XI
5766480,12.4743,41.8629,2022-01-03 14:00:00,Municipio XI
5766480,12.4743,41.8629,2022-01-03 14:00:00,Municipio XI
5766486,12.4083,41.8425,2022-01-03 15:20:00,Municipio XI
5766486,12.4083,41.8425,2022-01-03 15:20:00,Municipio XI
5766486,12.4083,41.8425,2022-01-03 15:20:00,Municipio XI
5766502,12.3906,41.9484,2022-01-01 05:30:00,Municipio XIV
5766502,12.3906,41.9484,2022-01-01 05:30:00,Municipio XIV
5766502,12.3906,41.9484,2022-01-01 05:30:00,Municipio XIV
5766502,12.3906,41.9484,2022-01-01 05:30:00,Municipio XIV
5766505,12.2709,41.7407,2022-01-02 17:40:00,Municipio X
5766505,12.2709,41.7407,2022-01-02 17:40:00,Municipio X
5766507,12.4447,41.9236,2022-01-01 13:10:00,Municipio XIV
5766507,12.4447,41.9236,2022-01-01 13:10:00,Municipio XIV
5766507,12.4447,41.9236,2022-01-01 13:10:00,Municipio XIV
5766507,12.4447,41.9236,2022-01-01 13:10:00,Municipio XIV
5766512,12.4856,41.8103,2022-01-03 16:05:00,Municipio IX
5766512,12.4856,41.8103,2022-01-03 16:05:00,Municipio IX
5766512,12.4856,41.8103,2022-01-03 16:05:00,Municipio IX
5766514,12.4332,41.9391,2022-01-01 16:45:00,Municipio XIV
5766514,12.4332,41.9391,2022-01-01 16:45:00,Municipio XIV
5766514,12.4332,41.9391,2022-01-01 16:45:00,Municipio XIV
5766524,12.4254,41.9344,2022-01-01 18:30:00,Municipio XIV
5766726,12.5169,41.8792,2022-01-03 17:50:00,Municipio VII
5766726,12.5169,41.8792,2022-01-03 17:50:00,Municipio VII
5766726,12.5169,41.8792,2022-01-03 17:50:00,Municipio VII
5766726,12.5169,41.8792,2022-01-03 17:50:00,Municipio VII
5766730,12.4208,41.8089,2022-01-03 13:59:00,Municipio IX
5766764,12.5184,41.8288,2022-01-03 07:00:00,Municipio VIII
5766764,12.5184,41.8288,2022-01-03 07:00:00,Municipio VIII
5766766,12.623,41.8377,2022-01-03 10:15:00,Municipio VII
5766766,12.623,41.8377,2022-01-03 10:15:00,Municipio VII
5766766,12.623,41.8377,2022-01-03 10:15:00,Municipio VII
5766779,12.4989,41.863,2022-01-03 11:40:00,Municipio VIII
5766779,12.4989,41.863,2022-01-03 11:40:00,Municipio VIII
5766779,12.4989,41.863,2022-01-03 11:40:00,Municipio VIII
5766787,12.3791,42.007,2022-01-03 17:55:00,Municipio XV
5766787,12.3791,42.007,2022-01-03 17:55:00,Municipio XV
5766788,12.6376,41.8075,2022-01-03 10:15:00,Municipio VII
5766789,12.408,41.9317,2022-01-03 10:35:00,Municipio XIV
5766789,12.408,41.9317,2022-01-03 10:35:00,Municipio XIV
5766792,12.4977,41.8638,2022-01-03 08:45:00,Municipio VIII
5766792,12.4977,41.8638,2022-01-03 08:45:00,Municipio VIII
5766796,12.6034,41.9367,2022-01-03 09:35:00,Municipio IV
5766796,12.6034,41.9367,2022-01-03 09:35:00,Municipio IV
5766801,12.6212,41.8626,2022-01-03 08:20:00,Municipio VI
5766801,12.6212,41.8626,2022-01-03 08:20:00,Municipio VI
5766803,12.6497,41.8624,2022-01-03 13:15:00,Municipio VI
5766803,12.6497,41.8624,2022-01-03 13:15:00,Municipio VI
5766803,12.6497,41.8624,2022-01-03 13:15:00,Municipio VI
5766805,12.5951,41.8622,2022-01-03 15:20:00,Municipio VI
5766805,12.5951,41.8622,2022-01-03 15:20:00,Municipio VI
5766805,12.5951,41.8622,2022-01-03 15:20:00,Municipio VI
5766807,12.5473,41.9066,2022-01-03 13:15:00,Municipio IV
5766807,12.5473,41.9066,2022-01-03 13:15:00,Municipio IV
5766807,12.5473,41.9066,2022-01-03 13:15:00,Municipio IV
5766808,12.4196,41.8317,2022-01-03 18:15:00,Municipio XI
5766809,12.4889,41.8563,2022-01-03 10:30:00,Municipio VIII
5766809,12.4889,41.8563,2022-01-03 10:30:00,Municipio VIII
5766809,12.4889,41.8563,2022-01-03 10:30:00,Municipio VIII
5766809,12.4889,41.8563,2022-01-03 10:30:00,Municipio VIII
5766810,12.6841,41.8627,2022-01-03 18:35:00,Municipio VI
5766810,12.6841,41.8627,2022-01-03 18:35:00,Municipio VI
5766821,12.4694,41.8308,2022-01-04 05:45:00,Municipio IX
5766821,12.4694,41.8308,2022-01-04 05:45:00,Municipio IX
5766821,12.4694,41.8308,2022-01-04 05:45:00,Municipio IX
5766821,12.4694,41.8308,2022-01-04 05:45:00,Municipio IX
5766821,12.4694,41.8308,2022-01-04 05:45:00,Municipio IX
5766827,12.3241,42.0598,2022-01-03 18:40:00,Municipio XV
5766833,12.5306,41.8987,2022-01-03 15:10:00,Municipio IV
5766833,12.5306,41.8987,2022-01-03 15:10:00,Municipio IV
5766835,12.5013,41.8573,2022-01-03 10:30:00,Municipio VIII
5766835,12.5013,41.8573,2022-01-03 10:30:00,Municipio VIII
5766839,12.4787,41.8724,2022-01-03 18:30:00,Municipio VIII
5766839,12.4787,41.8724,2022-01-03 18:30:00,Municipio VIII
5766839,12.4787,41.8724,2022-01-03 18:30:00,Municipio VIII
5766842,12.5469,41.9213,2022-01-03 20:10:00,Municipio IV
5766882,12.4913,41.9057,2022-01-03 22:55:00,Municipio I
5766882,12.4913,41.9057,2022-01-03 22:55:00,Municipio I
5766882,12.4913,41.9057,2022-01-03 22:55:00,Municipio I
5766886,12.4253,41.9019,2022-01-03 22:20:00,Municipio XIII
5766886,12.4253,41.9019,2022-01-03 22:20:00,Municipio XIII
5766886,12.4253,41.9019,2022-01-03 22:20:00,Municipio XIII
5766886,12.4253,41.9019,2022-01-03 22:20:00,Municipio XIII
5766889,12.5115,41.9873,2022-01-04 05:40:00,Municipio III
5766889,12.5115,41.9873,2022-01-04 05:40:00,Municipio III
5766902,12.5783,41.8973,2022-01-04 05:15:00,Municipio V
5766904,12.6233,41.8386,2022-01-04 05:40:00,Municipio VII
5766914,12.4569,41.8704,2022-01-01 01:00:00,Municipio XII
5766914,12.4569,41.8704,2022-01-01 01:00:00,Municipio XII
5766922,12.399,41.8847,2022-01-03 16:00:00,Municipio XII
5766931,12.442,41.8778,2022-01-03 13:00:00,Municipio XII
5766961,12.5316,41.9551,2022-01-03 19:30:00,Municipio III
5766961,12.5316,41.9551,2022-01-03 19:30:00,Municipio III
5766974,9.644,45.397,2022-01-04 05:00:00,
5766974,9.644,45.397,2022-01-04 05:00:00,
5766983,12.465,41.9008,2022-01-03 22:00:00,Municipio I
5766983,12.465,41.9008,2022-01-03 22:00:00,Municipio I
5766983,12.465,41.9008,2022-01-03 22:00:00,Municipio I
5766983,12.465,41.9008,2022-01-03 22:00:00,Municipio I
5766983,12.465,41.9008,2022-01-03 22:00:00,Municipio I
5767053,12.4547,41.9122,2022-01-02 11:40:00,Municipio I
5767053,12.4547,41.9122,2022-01-02 11:40:00,Municipio I
5767061,12.5738,41.8902,2022-01-03 12:30:00,Municipio V
5767061,12.5738,41.8902,2022-01-03 12:30:00,Municipio V
5767101,12.4423,41.8976,2022-01-01 02:00:00,Municipio XIII
5767101,12.4423,41.8976,2022-01-01 02:00:00,Municipio XIII
5767101,12.4423,41.8976,2022-01-01 02:00:00,Municipio XIII
5767101,12.4423,41.8976,2022-01-01 02:00:00,Municipio XIII
5767184,12.5147,41.95,2022-01-03 14:20:00,Municipio III
5767184,12.5147,41.95,2022-01-03 14:20:00,Municipio III
5767241,12.5395,41.8792,2022-01-04 11:00:00,Municipio V
5767241,12.5395,41.8792,2022-01-04 11:00:00,Municipio V
5767256,12.5725,41.8578,2022-01-04 13:00:00,Municipio VII
5767256,12.5725,41.8578,2022-01-04 13:00:00,Municipio VII
5767400,12.438,41.8666,2022-01-03 21:00:00,Municipio XII
5767400,12.438,41.8666,2022-01-03 21:00:00,Municipio XII
5767400,12.438,41.8666,2022-01-03 21:00:00,Municipio XII
5767410,12.4708,41.9065,2022-01-02 16:40:00,Municipio I
5767542,12.4869,41.8553,2022-01-04 16:30:00,Municipio VIII
5767542,12.4869,41.8553,2022-01-04 16:30:00,Municipio VIII
5767542,12.4869,41.8553,2022-01-04 16:30:00,Municipio VIII
5767542,12.4869,41.8553,2022-01-04 16:30:00,Municipio VIII
5767570,12.3335,41.7194,2022-01-03 02:20:00,Municipio X
5767597,12.4023,41.9238,2022-01-04 05:50:00,Municipio XIV
5767597,12.4023,41.9238,2022-01-04 05:50:00,Municipio XIV
5767617,12.4946,41.918,2022-01-04 17:40:00,Municipio II
5767617,12.4946,41.918,2022-01-04 17:40:00,Municipio II
5767617,12.4946,41.918,2022-01-04 17:40:00,Municipio II
5767622,12.3616,41.7834,2022-01-03 11:45:00,Municipio X
5767622,12.3616,41.7834,2022-01-03 11:45:00,Municipio X
5767627,12.5421,41.8874,2022-01-04 13:35:00,Municipio V
5767630,12.5667,41.8951,2022-01-04 14:30:00,Municipio V
5767630,12.5667,41.8951,2022-01-04 14:30:00,Municipio V
5767659,12.4568,41.8642,2022-01-04 13:50:00,Municipio XI
5767659,12.4568,41.8642,2022-01-04 13:50:00,Municipio XI
5767662,12.4674,41.8926,2022-01-04 13:40:00,Municipio I
5767662,12.4674,41.8926,2022-01-04 13:40:00,Municipio I
5767662,12.4674,41.8926,2022-01-04 13:40:00,Municipio I
5767663,12.3317,41.7084,2022-01-04 12:15:00,Municipio X
5767663,12.3317,41.7084,2022-01-04 12:15:00,Municipio X
5767676,12.2885,41.7463,2022-01-03 16:45:00,Municipio X
5767676,12.2885,41.7463,2022-01-03 16:45:00,Municipio X
5767676,12.2885,41.7463,2022-01-03 16:45:00,Municipio X
5767681,12.5234,41.87,2022-01-04 15:00:00,Municipio VII
5767681,12.5234,41.87,2022-01-04 15:00:00,Municipio VII
5767683,12.5155,41.891,2022-01-04 16:00:00,Municipio VII
5767683,12.5155,41.891,2022-01-04 16:00:00,Municipio VII
5767685,12.5239,41.8741,2022-01-04 17:10:00,Municipio VII
5767685,12.5239,41.8741,2022-01-04 17:10:00,Municipio VII
5767702,12.3095,41.7649,2022-01-04 19:50:00,Municipio X
5767702,12.3095,41.7649,2022-01-04 19:50:00,Municipio X
5767702,12.3095,41.7649,2022-01-04 19:50:00,Municipio X
5767702,12.3095,41.7649,2022-01-04 19:50:00,Municipio X
5767817,12.4789,41.865,2022-01-04 14:00:00,Municipio VIII
5767817,12.4789,41.865,2022-01-04 14:00:00,Municipio VIII
5767822,12.621,41.8588,2022-01-04 10:43:00,Municipio VI
5767822,12.621,41.8588,2022-01-04 10:43:00,Municipio VI
5767826,12.6521,41.9124,2022-01-04 18:30:00,Municipio VI
5767826,12.6521,41.9124,2022-01-04 18:30:00,Municipio VI
5767826,12.6521,41.9124,2022-01-04 18:30:00,Municipio VI
5767826,12.6521,41.9124,2022-01-04 18:30:00,Municipio VI
5767826,12.6521,41.9124,2022-01-04 18:30:00,Municipio VI
5767828,12.6593,41.9081,2022-01-04 19:30:00,Municipio VI
5767828,12.6593,41.9081,2022-01-04 19:30:00,Municipio VI
5767828,12.6593,41.9081,2022-01-04 19:30:00,Municipio VI
5767829,12.6849,41.8888,2022-01-04 20:30:00,Municipio VI
5767829,12.6849,41.8888,2022-01-04 20:30:00,Municipio VI
5767845,12.4914,41.8529,2022-01-04 16:20:00,Municipio VIII
5767845,12.4914,41.8529,2022-01-04 16:20:00,Municipio VIII
5767845,12.4914,41.8529,2022-01-04 16:20:00,Municipio VIII
5767852,12.5494,41.915,2022-01-04 10:00:00,Municipio IV
5767862,12.5874,41.8402,2022-01-04 17:30:00,Municipio VII
5767862,12.5874,41.8402,2022-01-04 17:30:00,Municipio VII
5767862,12.5874,41.8402,2022-01-04 17:30:00,Municipio VII
5767870,12.4847,41.8383,2022-01-04 20:00:00,Municipio VIII
5767870,12.4847,41.8383,2022-01-04 20:00:00,Municipio VIII
5767870,12.4847,41.8383,2022-01-04 20:00:00,Municipio VIII
5767870,12.4847,41.8383,2022-01-04 20:00:00,Municipio VIII
5767870,12.4847,41.8383,2022-01-04 20:00:00,Municipio VIII
5767874,12.4549,41.9167,2022-01-04 12:50:00,Municipio I
5767874,12.4549,41.9167,2022-01-04 12:50:00,Municipio I
5767877,12.5032,41.8751,2022-01-04 20:45:00,Municipio VII
5767877,12.5032,41.8751,2022-01-04 20:45:00,Municipio VII
5767879,12.5731,41.8144,2022-01-04 18:00:00,Municipio VII
5767879,12.5731,41.8144,2022-01-04 18:00:00,Municipio VII
5767879,12.5731,41.8144,2022-01-04 18:00:00,Municipio VII
5767881,12.531,41.9268,2022-01-05 01:20:00,Municipio IV
5767881,12.531,41.9268,2022-01-05 01:20:00,Municipio IV
5767881,12.531,41.9268,2022-01-05 01:20:00,Municipio IV
5767882,12.5754,41.9405,2022-01-04 16:10:00,Municipio IV
5767882,12.5754,41.9405,2022-01-04 16:10:00,Municipio IV
5767882,12.5754,41.9405,2022-01-04 16:10:00,Municipio IV
5767904,12.6108,41.8449,2022-01-04 21:50:00,Municipio VII
5767904,12.6108,41.8449,2022-01-04 21:50:00,Municipio VII
5767933,12.5012,41.9002,2022-01-04 17:55:00,Municipio I
5767933,12.5012,41.9002,2022-01-04 17:55:00,Municipio I
5767939,12.5617,41.857,2022-01-04 07:00:00,Municipio VII
5767939,12.5617,41.857,2022-01-04 07:00:00,Municipio VII
5767939,12.5617,41.857,2022-01-04 07:00:00,Municipio VII
5767951,12.5904,41.8465,2022-01-04 19:45:00,Municipio VII
5767951,12.5904,41.8465,2022-01-04 19:45:00,Municipio VII
5767961,12.5662,41.8792,2022-01-04 15:30:00,Municipio V
5767961,12.5662,41.8792,2022-01-04 15:30:00,Municipio V
5767961,12.5662,41.8792,2022-01-04 15:30:00,Municipio V
5767961,12.5662,41.8792,2022-01-04 15:30:00,Municipio V
5767961,12.5662,41.8792,2022-01-04 15:30:00,Municipio V
5767981,12.4606,41.8828,2022-01-04 11:30:00,Municipio XII
5767981,12.4606,41.8828,2022-01-04 11:30:00,Municipio XII
5767991,12.4401,41.8562,2022-01-04 11:45:00,Municipio XII
5767991,12.4401,41.8562,2022-01-04 11:45:00,Municipio XII
5767991,12.4401,41.8562,2022-01-04 11:45:00,Municipio XII
5768003,12.438,41.8666,2022-01-04 12:10:00,Municipio XII
5768005,12.5493,41.7097,2022-01-05 06:00:00,Municipio IX
5768005,12.5493,41.7097,2022-01-05 06:00:00,Municipio IX
5768005,12.5493,41.7097,2022-01-05 06:00:00,Municipio IX
5768008,12.3948,41.9501,2022-01-04 11:10:00,Municipio XIV
5768008,12.3948,41.9501,2022-01-04 11:10:00,Municipio XIV
5768014,12.5012,41.9171,2022-01-05 07:15:00,Municipio II
5768014,12.5012,41.9171,2022-01-05 07:15:00,Municipio II
5768017,12.5356,41.944,2022-01-04 12:00:00,Municipio III
5768017,12.5356,41.944,2022-01-04 12:00:00,Municipio III
5768025,12.4732,41.8274,2022-01-05 02:00:00,Municipio IX
5768041,12.6212,41.8626,2022-01-04 10:40:00,Municipio VI
5768041,12.6212,41.8626,2022-01-04 10:40:00,Municipio VI
5768041,12.6212,41.8626,2022-01-04 10:40:00,Municipio VI
5768043,12.4179,41.8952,2022-01-01 16:20:00,Municipio XIII
5768043,12.4179,41.8952,2022-01-01 16:20:00,Municipio XIII
5768043,12.4179,41.8952,2022-01-01 16:20:00,Municipio XIII
5768079,12.5345,41.9373,2022-01-04 12:15:00,Municipio III
5768079,12.5345,41.9373,2022-01-04 12:15:00,Municipio III
5768094,12.5766,41.8862,2022-01-04 23:30:00,Municipio V
5768094,12.5766,41.8862,2022-01-04 23:30:00,Municipio V
5768094,12.5766,41.8862,2022-01-04 23:30:00,Municipio V
5768094,12.5766,41.8862,2022-01-04 23:30:00,Municipio V
5768094,12.5766,41.8862,2022-01-04 23:30:00,Municipio V
5768095,12.479,41.8855,2022-01-05 06:20:00,Municipio I
5768095,12.479,41.8855,2022-01-05 06:20:00,Municipio I
5768095,12.479,41.8855,2022-01-05 06:20:00,Municipio I
5768095,12.479,41.8855,2022-01-05 06:20:00,Municipio I
5768122,12.4496,41.8999,2022-01-01 20:00:00,Municipio XIII
5768122,12.4496,41.8999,2022-01-01 20:00:00,Municipio XIII
5768122,12.4496,41.8999,2022-01-01 20:00:00,Municipio XIII
5768147,12.4884,41.9235,2022-01-04 07:35:00,Municipio II
5768147,12.4884,41.9235,2022-01-04 07:35:00,Municipio II
5768154,12.4219,41.8977,2022-01-02 20:20:00,Municipio XIII
5768154,12.4219,41.8977,2022-01-02 20:20:00,Municipio XIII
