Protocollo,Longitude,Latitude,DataOraIncidente,Municipio
4733216,12.4863,41.9087,2020-01-01 05:30:00,Municipio II
4733216,12.4863,41.9087,2020-01-01 05:30:00,Municipio II
4733218,12.5169,41.8794,2020-01-01 23:30:00,Municipio VII
4733218,12.5169,41.8794,2020-01-01 23:30:00,Municipio VII
4733221,12.6252,41.8274,2020-01-01 16:20:00,Municipio VII
4733221,12.6252,41.8274,2020-01-01 16:20:00,Municipio VII
4733221,12.6252,41.8274,2020-01-01 16:20:00,Municipio VII
4733221,12.6252,41.8274,2020-01-01 16:20:00,Municipio VII
4733221,12.6252,41.8274,2020-01-01 16:20:00,Municipio VII
4733221,12.6252,41.8274,2020-01-01 16:20:00,Municipio VII
4733221,12.6252,41.8274,2020-01-01 16:20:00,Municipio VII
4733228,12.5504,41.8758,2020-01-01 06:00:00,Municipio V
4733228,12.5504,41.8758,2020-01-01 06:00:00,Municipio V
4733228,12.5504,41.8758,2020-01-01 06:00:00,Municipio V
4733228,12.5504,41.8758,2020-01-01 06:00:00,Municipio V
4733231,12.31,41.7759,2020-01-01 17:00:00,Municipio X
4733231,12.31,41.7759,2020-01-01 17:00:00,Municipio X
4733233,12.4106,41.9592,2020-01-01 04:20:00,Municipio XIV
4733233,12.4106,41.9592,2020-01-01 04:20:00,Municipio XIV
4733233,12.4106,41.9592,2020-01-01 04:20:00,Municipio XIV
4733256,12.5372,41.9435,2020-01-01 08:10:00,Municipio III
4733271,12.5166,41.9384,2020-01-01 02:40:00,Municipio II
4733271,12.5166,41.9384,2020-01-01 02:40:00,Municipio II
4733271,12.5166,41.9384,2020-01-01 02:40:00,Municipio II
4733271,12.5166,41.9384,2020-01-01 02:40:00,Municipio II
4733281,12.4713,41.835,2020-01-01 07:35:00,Municipio IX
4733281,12.4713,41.835,2020-01-01 07:35:00,Municipio IX
4733281,12.4713,41.835,2020-01-01 07:35:00,Municipio IX
4733306,12.3486,41.7313,2020-01-01 18:00:00,Municipio X
4733306,12.3486,41.7313,2020-01-01 18:00:00,Municipio X
4733312,12.4198,41.944,2020-01-01 08:30:00,Municipio XIV
4733312,12.4198,41.944,2020-01-01 08:30:00,Municipio XIV
4733334,12.4552,41.9947,2020-01-01 14:30:00,Municipio XV
4733334,12.4552,41.9947,2020-01-01 14:30:00,Municipio XV
4733334,12.4552,41.9947,2020-01-01 14:30:00,Municipio XV
4733336,12.4901,41.8835,2020-01-01 05:30:00,Municipio I
4733336,12.4901,41.8835,2020-01-01 05:30:00,Municipio I
4733336,12.4901,41.8835,2020-01-01 05:30:00,Municipio I
4733336,12.4901,41.8835,2020-01-01 05:30:00,Municipio I
4733336,12.4901,41.8835,2020-01-01 05:30:00,Municipio I
4733353,12.4773,41.95,2020-01-01 00:40:00,Municipio XV
4733353,12.4773,41.95,2020-01-01 00:40:00,Municipio XV
4733353,12.4773,41.95,2020-01-01 00:40:00,Municipio XV
4733353,12.4773,41.95,2020-01-01 00:40:00,Municipio XV
4733366,12.4819,41.8763,2020-01-01 21:40:00,Municipio I
4733366,12.4819,41.8763,2020-01-01 21:40:00,Municipio I
4733367,12.409,41.9094,2020-01-01 21:00:00,Municipio XIV
4733367,12.409,41.9094,2020-01-01 21:00:00,Municipio XIV
4733370,12.4589,41.8758,2020-01-01 12:45:00,Municipio XII
4733370,12.4589,41.8758,2020-01-01 12:45:00,Municipio XII
4733388,12.4773,41.8905,2020-01-01 11:40:00,Municipio I
4733388,12.4773,41.8905,2020-01-01 11:40:00,Municipio I
4733399,12.5089,41.8933,2020-01-01 07:00:00,Municipio I
4733399,12.5089,41.8933,2020-01-01 07:00:00,Municipio I
4733419,12.4724,41.9006,2020-01-01 08:30:00,Municipio I
4733419,12.4724,41.9006,2020-01-01 08:30:00,Municipio I
4733439,12.4822,41.8032,2020-01-01 07:00:00,Municipio IX
4733449,12.4963,41.9005,2020-01-02 00:10:00,Municipio I
4733449,12.4963,41.9005,2020-01-02 00:10:00,Municipio I
4733449,12.4963,41.9005,2020-01-02 00:10:00,Municipio I
4733449,12.4963,41.9005,2020-01-02 00:10:00,Municipio I
4733449,12.4963,41.9005,2020-01-02 00:10:00,Municipio I
4733449,12.4963,41.9005,2020-01-02 00:10:00,Municipio I
4733474,12.2988,41.721,2020-01-01 02:45:00,Municipio X
4733474,12.2988,41.721,2020-01-01 02:45:00,Municipio X
4733474,12.2988,41.721,2020-01-01 02:45:00,Municipio X
4733474,12.2988,41.721,2020-01-01 02:45:00,Municipio X
4733481,12.3326,41.7834,2020-01-01 01:00:00,Municipio X
4733481,12.3326,41.7834,2020-01-01 01:00:00,Municipio X
4733481,12.3326,41.7834,2020-01-01 01:00:00,Municipio X
4733481,12.3326,41.7834,2020-01-01 01:00:00,Municipio X
4733481,12.3326,41.7834,2020-01-01 01:00:00,Municipio X
4733481,12.3326,41.7834,2020-01-01 01:00:00,Municipio X
4733515,12.5683,41.8953,2020-01-01 07:00:00,Municipio V
4733515,12.5683,41.8953,2020-01-01 07:00:00,Municipio V
4733520,12.5002,41.9182,2020-01-02 10:10:00,Municipio II
4733520,12.5002,41.9182,2020-01-02 10:10:00,Municipio II
4733552,12.4638,41.9015,2020-01-01 11:50:00,Municipio I
4733552,12.4638,41.9015,2020-01-01 11:50:00,Municipio I
4733552,12.4638,41.9015,2020-01-01 11:50:00,Municipio I
4733552,12.4638,41.9015,2020-01-01 11:50:00,Municipio I
4733698,12.2829,41.729,2020-01-01 02:54:00,Municipio X
4733698,12.2829,41.729,2020-01-01 02:54:00,Municipio X
4733698,12.2829,41.729,2020-01-01 02:54:00,Municipio X
4733724,12.5052,41.9245,2020-01-01 21:30:00,Municipio II
4733724,12.5052,41.9245,2020-01-01 21:30:00,Municipio II
4733724,12.5052,41.9245,2020-01-01 21:30:00,Municipio II
4733727,12.5728,41.9579,2020-01-01 04:20:00,Municipio III
4733727,12.5728,41.9579,2020-01-01 04:20:00,Municipio III
4733727,12.5728,41.9579,2020-01-01 04:20:00,Municipio III
4733727,12.5728,41.9579,2020-01-01 04:20:00,Municipio III
4733727,12.5728,41.9579,2020-01-01 04:20:00,Municipio III
4733727,12.5728,41.9579,2020-01-01 04:20:00,Municipio III
4733727,12.5728,41.9579,2020-01-01 04:20:00,Municipio III
4733745,12.5014,41.9096,2020-01-01 17:15:00,Municipio II
4733745,12.5014,41.9096,2020-01-01 17:15:00,Municipio II
4733745,12.5014,41.9096,2020-01-01 17:15:00,Municipio II
4733745,12.5014,41.9096,2020-01-01 17:15:00,Municipio II
4733745,12.5014,41.9096,2020-01-01 17:15:00,Municipio II
4733759,12.469,41.8295,2020-01-01 17:00:00,Municipio IX
4733759,12.469,41.8295,2020-01-01 17:00:00,Municipio IX
4733759,12.469,41.8295,2020-01-01 17:00:00,Municipio IX
4733770,12.4257,41.9019,2020-01-02 10:10:00,Municipio XIII
4733770,12.4257,41.9019,2020-01-02 10:10:00,Municipio XIII
4733793,12.462,41.9046,2020-01-02 02:00:00,Municipio I
4733793,12.462,41.9046,2020-01-02 02:00:00,Municipio I
4733793,12.462,41.9046,2020-01-02 02:00:00,Municipio I
4733793,12.462,41.9046,2020-01-02 02:00:00,Municipio I
4733793,12.462,41.9046,2020-01-02 02:00:00,Municipio I
4733802,12.3512,41.7675,2020-01-02 13:20:00,Municipio X
4733802,12.3512,41.7675,2020-01-02 13:20:00,Municipio X
4733802,12.3512,41.7675,2020-01-02 13:20:00,Municipio X
4733802,12.3512,41.7675,2020-01-02 13:20:00,Municipio X
4733823,12.4255,41.9037,2020-01-02 11:00:00,Municipio XIII
4733823,12.4255,41.9037,2020-01-02 11:00:00,Municipio XIII
4733901,12.5861,41.7171,2020-01-02 01:45:00,Municipio IX
4734002,12.4447,41.8434,2020-01-02 14:00:00,Municipio XI
4734013,12.4594,41.8436,2020-01-02 09:10:00,Municipio XI
4734013,12.4594,41.8436,2020-01-02 09:10:00,Municipio XI
4734029,12.439,41.8435,2020-01-02 07:30:00,Municipio XI
4734293,12.6235,41.8925,2020-01-02 18:00:00,Municipio VI
4734293,12.6235,41.8925,2020-01-02 18:00:00,Municipio VI
4734293,12.6235,41.8925,2020-01-02 18:00:00,Municipio VI
4734294,12.6297,41.8674,2020-01-02 18:50:00,Municipio VI
4734294,12.6297,41.8674,2020-01-02 18:50:00,Municipio VI
4734294,12.6297,41.8674,2020-01-02 18:50:00,Municipio VI
4734299,12.6297,41.8674,2020-01-02 18:51:00,Municipio VI
4734302,12.5116,41.8323,2020-01-02 20:00:00,Municipio VIII
4734302,12.5116,41.8323,2020-01-02 20:00:00,Municipio VIII
4734302,12.5116,41.8323,2020-01-02 20:00:00,Municipio VIII
4734304,12.5924,41.8941,2020-01-02 11:45:00,Municipio V
4734304,12.5924,41.8941,2020-01-02 11:45:00,Municipio V
4734314,12.4196,41.8317,2020-01-02 12:00:00,Municipio XI
4734314,12.4196,41.8317,2020-01-02 12:00:00,Municipio XI
4734314,12.4196,41.8317,2020-01-02 12:00:00,Municipio XI
4734314,12.4196,41.8317,2020-01-02 12:00:00,Municipio XI
4734316,12.4718,41.9419,2020-01-02 22:40:00,Municipio XV
4734316,12.4718,41.9419,2020-01-02 22:40:00,Municipio XV
4734330,12.4674,42.0281,2020-01-02 09:15:00,Municipio XV
4734330,12.4674,42.0281,2020-01-02 09:15:00,Municipio XV
4734330,12.4674,42.0281,2020-01-02 09:15:00,Municipio XV
4734344,12.3333,42.0691,2020-01-02 10:20:00,Municipio XV
4734344,12.3333,42.0691,2020-01-02 10:20:00,Municipio XV
4734345,12.565,41.8595,2020-01-02 23:25:00,Municipio VII
4734345,12.565,41.8595,2020-01-02 23:25:00,Municipio VII
4734345,12.565,41.8595,2020-01-02 23:25:00,Municipio VII
4734345,12.565,41.8595,2020-01-02 23:25:00,Municipio VII
4734351,12.5202,41.8767,2020-01-03 01:35:00,Municipio VII
4734351,12.5202,41.8767,2020-01-03 01:35:00,Municipio VII
4734351,12.5202,41.8767,2020-01-03 01:35:00,Municipio VII
4734354,12.417,41.9199,2020-01-02 20:05:00,Municipio XIV
4734354,12.417,41.9199,2020-01-02 20:05:00,Municipio XIV
4734355,12.5624,41.8976,2020-01-02 17:15:00,Municipio V
4734359,12.5542,41.8568,2020-01-02 10:00:00,Municipio VII
4734359,12.5542,41.8568,2020-01-02 10:00:00,Municipio VII
4734359,12.5542,41.8568,2020-01-02 10:00:00,Municipio VII
4734361,12.5378,41.8991,2020-01-02 10:30:00,Municipio IV
4734361,12.5378,41.8991,2020-01-02 10:30:00,Municipio IV
4734361,12.5378,41.8991,2020-01-02 10:30:00,Municipio IV
4734361,12.5378,41.8991,2020-01-02 10:30:00,Municipio IV
4734361,12.5378,41.8991,2020-01-02 10:30:00,Municipio IV
4734362,12.5514,41.838,2020-01-02 14:30:00,Municipio VII
4734362,12.5514,41.838,2020-01-02 14:30:00,Municipio VII
4734362,12.5514,41.838,2020-01-02 14:30:00,Municipio VII
4734362,12.5514,41.838,2020-01-02 14:30:00,Municipio VII
4734362,12.5514,41.838,2020-01-02 14:30:00,Municipio VII
4734364,12.5832,41.852,2020-01-02 15:35:00,Municipio VII
4734364,12.5832,41.852,2020-01-02 15:35:00,Municipio VII
4734364,12.5832,41.852,2020-01-02 15:35:00,Municipio VII
4734376,12.556,41.9086,2020-01-02 10:50:00,Municipio IV
4734376,12.556,41.9086,2020-01-02 10:50:00,Municipio IV
4734377,12.4953,41.9071,2020-01-02 00:30:00,Municipio I
4734380,12.4184,41.9139,2020-01-02 19:35:00,Municipio XIV
4734380,12.4184,41.9139,2020-01-02 19:35:00,Municipio XIV
4734383,12.2613,41.7392,2020-01-02 18:35:00,Municipio X
4734383,12.2613,41.7392,2020-01-02 18:35:00,Municipio X
4734383,12.2613,41.7392,2020-01-02 18:35:00,Municipio X
4734385,12.4125,41.9571,2020-01-02 07:50:00,Municipio XIV
4734385,12.4125,41.9571,2020-01-02 07:50:00,Municipio XIV
4734386,12.5322,41.9161,2020-01-02 15:15:00,Municipio IV
4734386,12.5322,41.9161,2020-01-02 15:15:00,Municipio IV
4734386,12.5322,41.9161,2020-01-02 15:15:00,Municipio IV
4734400,12.4563,41.9092,2020-01-02 08:30:00,Municipio I
4734400,12.4563,41.9092,2020-01-02 08:30:00,Municipio I
4734400,12.4563,41.9092,2020-01-02 08:30:00,Municipio I
4734404,12.2989,41.7557,2020-01-02 16:45:00,Municipio X
4734404,12.2989,41.7557,2020-01-02 16:45:00,Municipio X
4734404,12.2989,41.7557,2020-01-02 16:45:00,Municipio X
4734404,12.2989,41.7557,2020-01-02 16:45:00,Municipio X
4734404,12.2989,41.7557,2020-01-02 16:45:00,Municipio X
4734412,12.5336,41.8823,2020-01-02 23:40:00,Municipio V
4734412,12.5336,41.8823,2020-01-02 23:40:00,Municipio V
4734412,12.5336,41.8823,2020-01-02 23:40:00,Municipio V
4734413,12.5606,41.8988,2020-01-02 15:15:00,Municipio V
4734413,12.5606,41.8988,2020-01-02 15:15:00,Municipio V
4734413,12.5606,41.8988,2020-01-02 15:15:00,Municipio V
4734413,12.5606,41.8988,2020-01-02 15:15:00,Municipio V
4734419,12.3877,41.9006,2020-01-02 14:00:00,Municipio XIII
4734419,12.3877,41.9006,2020-01-02 14:00:00,Municipio XIII
4734424,12.2687,41.7386,2020-01-02 17:30:00,Municipio X
4734424,12.2687,41.7386,2020-01-02 17:30:00,Municipio X
4734424,12.2687,41.7386,2020-01-02 17:30:00,Municipio X
4734431,12.528,41.9111,2020-01-01 17:05:00,Municipio II
4734431,12.528,41.9111,2020-01-01 17:05:00,Municipio II
4734431,12.528,41.9111,2020-01-01 17:05:00,Municipio II
4734431,12.528,41.9111,2020-01-01 17:05:00,Municipio II
4734431,12.528,41.9111,2020-01-01 17:05:00,Municipio II
4734433,12.4612,41.8884,2020-01-02 22:30:00,Municipio XIII
4734433,12.4612,41.8884,2020-01-02 22:30:00,Municipio XIII
4734433,12.4612,41.8884,2020-01-02 22:30:00,Municipio XIII
4734454,12.3735,41.6876,2020-01-02 11:15:00,Municipio X
4734454,12.3735,41.6876,2020-01-02 11:15:00,Municipio X
4734454,12.3735,41.6876,2020-01-02 11:15:00,Municipio X
4734454,12.3735,41.6876,2020-01-02 11:15:00,Municipio X
4734467,12.5087,41.9113,2020-01-01 23:00:00,Municipio II
4734476,12.5237,41.9153,2020-01-02 07:00:00,Municipio II
4734476,12.5237,41.9153,2020-01-02 07:00:00,Municipio II
4734489,12.5014,41.9096,2020-01-02 07:30:00,Municipio II
4734493,12.5133,41.9105,2020-01-02 23:40:00,Municipio II
4734493,12.5133,41.9105,2020-01-02 23:40:00,Municipio II
4734493,12.5133,41.9105,2020-01-02 23:40:00,Municipio II
4734537,12.4695,41.914,2020-01-02 11:05:00,Municipio I
4734537,12.4695,41.914,2020-01-02 11:05:00,Municipio I
4734579,12.5485,41.8667,2020-01-03 09:55:00,Municipio V
4734579,12.5485,41.8667,2020-01-03 09:55:00,Municipio V
4734580,12.4666,41.9106,2020-01-02 10:45:00,Municipio I
4734580,12.4666,41.9106,2020-01-02 10:45:00,Municipio I
4734644,12.4223,41.9413,2020-01-03 09:15:00,Municipio XIV
4734644,12.4223,41.9413,2020-01-03 09:15:00,Municipio XIV
4734654,12.4496,41.8725,2020-01-02 11:50:00,Municipio XII
4734654,12.4496,41.8725,2020-01-02 11:50:00,Municipio XII
4734669,,,2020-01-01 03:30:00,
4734710,12.3589,41.7765,2020-01-02 12:05:00,Municipio X
4734710,12.3589,41.7765,2020-01-02 12:05:00,Municipio X
4734713,12.4979,41.895,2020-01-03 09:15:00,Municipio I
4734713,12.4979,41.895,2020-01-03 09:15:00,Municipio I
4734756,12.5645,41.8748,2020-01-03 08:55:00,Municipio V
4734756,12.5645,41.8748,2020-01-03 08:55:00,Municipio V
4734797,12.4694,41.9163,2020-01-02 13:15:00,Municipio I
4734797,12.4694,41.9163,2020-01-02 13:15:00,Municipio I
4734797,12.4694,41.9163,2020-01-02 13:15:00,Municipio I
4734835,12.3987,41.8791,2020-01-01 04:40:00,Municipio XII
4734835,12.3987,41.8791,2020-01-01 04:40:00,Municipio XII
4734835,12.3987,41.8791,2020-01-01 04:40:00,Municipio XII
4734835,12.3987,41.8791,2020-01-01 04:40:00,Municipio XII
4734835,12.3987,41.8791,2020-01-01 04:40:00,Municipio XII
4734835,12.3987,41.8791,2020-01-01 04:40:00,Municipio XII
4734853,12.448,41.8785,2020-01-02 08:45:00,Municipio XII
4734853,12.448,41.8785,2020-01-02 08:45:00,Municipio XII
4734854,12.4239,41.8743,2020-01-02 14:00:00,Municipio XII
4734854,12.4239,41.8743,2020-01-02 14:00:00,Municipio XII
4734854,12.4239,41.8743,2020-01-02 14:00:00,Municipio XII
4734854,12.4239,41.8743,2020-01-02 14:00:00,Municipio XII
4734862,12.459,41.8874,2020-01-03 00:05:00,Municipio XII
4734862,12.459,41.8874,2020-01-03 00:05:00,Municipio XII
4734862,12.459,41.8874,2020-01-03 00:05:00,Municipio XII
4734897,12.4711,41.8335,2020-01-02 10:40:00,Municipio IX
4734897,12.4711,41.8335,2020-01-02 10:40:00,Municipio IX
4734897,12.4711,41.8335,2020-01-02 10:40:00,Municipio IX
4734923,12.5202,41.8857,2020-01-03 10:50:00,Municipio VII
4734923,12.5202,41.8857,2020-01-03 10:50:00,Municipio VII
4734927,12.5794,41.8963,2020-01-03 04:00:00,Municipio V
4734927,12.5794,41.8963,2020-01-03 04:00:00,Municipio V
4734927,12.5794,41.8963,2020-01-03 04:00:00,Municipio V
4734927,12.5794,41.8963,2020-01-03 04:00:00,Municipio V
4734927,12.5794,41.8963,2020-01-03 04:00:00,Municipio V
4735006,12.4588,41.9189,2020-01-02 17:15:00,Municipio I
4735006,12.4588,41.9189,2020-01-02 17:15:00,Municipio I
4735006,12.4588,41.9189,2020-01-02 17:15:00,Municipio I
4735041,12.4698,41.9053,2020-01-02 10:45:00,Municipio I
4735080,12.4644,41.9143,2020-01-02 12:00:00,Municipio I
4735080,12.4644,41.9143,2020-01-02 12:00:00,Municipio I
4735093,12.3847,41.9149,2020-01-03 13:30:00,Municipio XIII
4735093,12.3847,41.9149,2020-01-03 13:30:00,Municipio XIII
4735101,12.489,41.8842,2020-01-03 11:50:00,Municipio I
4735101,12.489,41.8842,2020-01-03 11:50:00,Municipio I
4735188,12.4957,41.9033,2020-01-03 10:00:00,Municipio I
4735188,12.4957,41.9033,2020-01-03 10:00:00,Municipio I
4735237,12.4956,41.8876,2020-01-03 14:40:00,Municipio I
4735237,12.4956,41.8876,2020-01-03 14:40:00,Municipio I
4735329,12.3575,41.7832,2020-01-03 14:50:00,Municipio X
4735329,12.3575,41.7832,2020-01-03 14:50:00,Municipio X
4735329,12.3575,41.7832,2020-01-03 14:50:00,Municipio X
4735339,12.3575,41.7832,2020-01-03 14:55:00,Municipio X
4735339,12.3575,41.7832,2020-01-03 14:55:00,Municipio X
4735489,12.4921,41.7918,2020-01-03 20:30:00,Municipio IX
4735489,12.4921,41.7918,2020-01-03 20:30:00,Municipio IX
4735559,12.4899,41.9074,2020-01-03 19:35:00,Municipio I
4735559,12.4899,41.9074,2020-01-03 19:35:00,Municipio I
4735599,12.6827,41.8626,2020-01-03 12:30:00,Municipio VI
4735599,12.6827,41.8626,2020-01-03 12:30:00,Municipio VI
4735601,12.6295,41.8733,2020-01-03 14:25:00,Municipio VI
4735601,12.6295,41.8733,2020-01-03 14:25:00,Municipio VI
4735602,12.4809,41.8568,2020-01-03 23:10:00,Municipio VIII
4735602,12.4809,41.8568,2020-01-03 23:10:00,Municipio VIII
4735602,12.4809,41.8568,2020-01-03 23:10:00,Municipio VIII
4735602,12.4809,41.8568,2020-01-03 23:10:00,Municipio VIII
4735603,12.6842,41.9059,2020-01-03 10:40:00,Municipio VI
4735603,12.6842,41.9059,2020-01-03 10:40:00,Municipio VI
4735603,12.6842,41.9059,2020-01-03 10:40:00,Municipio VI
4735604,12.5322,41.8696,2020-01-03 17:35:00,Municipio VII
4735604,12.5322,41.8696,2020-01-03 17:35:00,Municipio VII
4735604,12.5322,41.8696,2020-01-03 17:35:00,Municipio VII
4735608,12.6281,41.8764,2020-01-03 20:50:00,Municipio VI
4735608,12.6281,41.8764,2020-01-03 20:50:00,Municipio VI
4735608,12.6281,41.8764,2020-01-03 20:50:00,Municipio VI
4735608,12.6281,41.8764,2020-01-03 20:50:00,Municipio VI
4735611,12.5541,41.8611,2020-01-03 20:00:00,Municipio VII
4735611,12.5541,41.8611,2020-01-03 20:00:00,Municipio VII
4735611,12.5541,41.8611,2020-01-03 20:00:00,Municipio VII
4735612,12.5176,41.8718,2020-01-04 03:13:00,Municipio VII
4735612,12.5176,41.8718,2020-01-04 03:13:00,Municipio VII
4735612,12.5176,41.8718,2020-01-04 03:13:00,Municipio VII
4735612,12.5176,41.8718,2020-01-04 03:13:00,Municipio VII
4735631,12.4832,41.8761,2020-01-03 16:30:00,Municipio I
4735631,12.4832,41.8761,2020-01-03 16:30:00,Municipio I
4735631,12.4832,41.8761,2020-01-03 16:30:00,Municipio I
4735631,12.4832,41.8761,2020-01-03 16:30:00,Municipio I
4735633,12.4462,41.9591,2020-01-03 08:20:00,Municipio XV
4735633,12.4462,41.9591,2020-01-03 08:20:00,Municipio XV
4735638,12.4658,41.866,2020-01-03 11:10:00,Municipio XI
4735638,12.4658,41.866,2020-01-03 11:10:00,Municipio XI
4735641,12.4789,41.9804,2020-01-03 11:36:00,Municipio XV
4735641,12.4789,41.9804,2020-01-03 11:36:00,Municipio XV
4735646,12.4645,41.8247,2020-01-03 19:20:00,Municipio IX
4735646,12.4645,41.8247,2020-01-03 19:20:00,Municipio IX
4735646,12.4645,41.8247,2020-01-03 19:20:00,Municipio IX
4735646,12.4645,41.8247,2020-01-03 19:20:00,Municipio IX
4735650,12.4631,41.8618,2020-01-03 17:20:00,Municipio XI
4735650,12.4631,41.8618,2020-01-03 17:20:00,Municipio XI
4735657,12.4587,41.8225,2020-01-03 11:55:00,Municipio IX
4735657,12.4587,41.8225,2020-01-03 11:55:00,Municipio IX
4735669,12.4969,41.9117,2020-01-03 17:30:00,Municipio II
4735669,12.4969,41.9117,2020-01-03 17:30:00,Municipio II
4735747,12.4725,41.9135,,Municipio II
4735747,12.4725,41.9135,,Municipio II
4735747,12.4725,41.9135,,Municipio II
4735775,12.3607,41.7262,2020-01-03 11:30:00,Municipio X
4735775,12.3607,41.7262,2020-01-03 11:30:00,Municipio X
4735775,12.3607,41.7262,2020-01-03 11:30:00,Municipio X
4735823,12.5122,41.9333,2020-01-03 10:40:00,Municipio II
4735823,12.5122,41.9333,2020-01-03 10:40:00,Municipio II
4735828,12.3426,41.7841,2020-01-04 01:50:00,Municipio X
4735851,12.5163,41.8699,2020-01-04 08:50:00,Municipio VII
4735851,12.5163,41.8699,2020-01-04 08:50:00,Municipio VII
4735877,12.553,41.8767,2020-01-04 11:10:00,Municipio V
4735877,12.553,41.8767,2020-01-04 11:10:00,Municipio V
4736002,12.468,41.9183,2020-01-03 11:15:00,Municipio I
4736002,12.468,41.9183,2020-01-03 11:15:00,Municipio I
4736002,12.468,41.9183,2020-01-03 11:15:00,Municipio I
4736002,12.468,41.9183,2020-01-03 11:15:00,Municipio I
4736002,12.468,41.9183,2020-01-03 11:15:00,Municipio I
4736181,12.4653,41.9129,2020-01-03 13:30:00,Municipio I
4736181,12.4653,41.9129,2020-01-03 13:30:00,Municipio I
4736181,12.4653,41.9129,2020-01-03 13:30:00,Municipio I
4736181,12.4653,41.9129,2020-01-03 13:30:00,Municipio I
4736224,12.612,41.8546,2020-01-04 09:40:00,Municipio VI
4736226,12.7077,41.9017,2020-01-04 11:00:00,Municipio VI
4736226,12.7077,41.9017,2020-01-04 11:00:00,Municipio VI
4736226,12.7077,41.9017,2020-01-04 11:00:00,Municipio VI
4736244,12.5186,41.9735,2020-01-03 15:10:00,Municipio III
4736244,12.5186,41.9735,2020-01-03 15:10:00,Municipio III
4736244,12.5186,41.9735,2020-01-03 15:10:00,Municipio III
4736258,12.4554,41.9103,2020-01-04 15:00:00,Municipio I
4736258,12.4554,41.9103,2020-01-04 15:00:00,Municipio I
4736280,12.5366,41.9517,2020-01-03 09:35:00,Municipio III
4736280,12.5366,41.9517,2020-01-03 09:35:00,Municipio III
4736280,12.5366,41.9517,2020-01-03 09:35:00,Municipio III
4736292,12.5728,41.9579,2020-01-03 13:35:00,Municipio III
4736292,12.5728,41.9579,2020-01-03 13:35:00,Municipio III
4736308,12.5673,41.9507,2020-01-03 17:00:00,Municipio III
4736308,12.5673,41.9507,2020-01-03 17:00:00,Municipio III
4736319,12.5358,41.9554,2020-01-04 11:40:00,Municipio III
4736319,12.5358,41.9554,2020-01-04 11:40:00,Municipio III
4736319,12.5358,41.9554,2020-01-04 11:40:00,Municipio III
4736319,12.5358,41.9554,2020-01-04 11:40:00,Municipio III
