,Protocollo,Longitude,Latitude,NaturaIncidente,DataOraIncidente,CondizioneAtmosferica,Municipio
29570,5016392,12.4811,41.9211,C8,2020-08-10,Sereno,Municipio II
29571,5016392,12.4811,41.9211,C8,2020-08-10,Sereno,Municipio II
29572,5016392,12.4811,41.9211,C8,2020-08-10,Sereno,Municipio II
29573,5016399,12.4256,41.9378,C6,2020-08-10,Sereno,Municipio XIV
29574,5016414,12.4109,41.9069,C2,2020-08-10,Sereno,Municipio XIV
29575,5016414,12.4109,41.9069,C2,2020-08-10,Sereno,Municipio XIV
29576,5016414,12.4109,41.9069,C2,2020-08-10,Sereno,Municipio XIV
29577,5016418,12.5021,41.8917,C8,2020-08-10,Sereno,Municipio I
29578,5016418,12.5021,41.8917,C8,2020-08-10,Sereno,Municipio I
29579,5016418,12.5021,41.8917,C8,2020-08-10,Sereno,Municipio I
29580,5016418,12.5021,41.8917,C8,2020-08-10,Sereno,Municipio I
29581,5016425,12.4257,41.9435,C8,2020-08-10,Sereno,Municipio XIV
29582,5016425,12.4257,41.9435,C8,2020-08-10,Sereno,Municipio XIV
29583,5016425,12.4257,41.9435,C8,2020-08-10,Sereno,Municipio XIV
29584,5016430,12.46,41.8915,C5,2020-08-10,Sereno,Municipio XIII
29585,5016430,12.46,41.8915,C5,2020-08-10,Sereno,Municipio XIII
29586,5016430,12.46,41.8915,C5,2020-08-10,Sereno,Municipio XIII
29587,5016433,12.3648,41.9353,C5,2020-08-10,Sereno,Municipio XIV
29588,5016480,12.5714,41.8952,C4,2020-08-10,Sereno,Municipio V
29589,5016480,12.5714,41.8952,C4,2020-08-10,Sereno,Municipio V
29590,5016627,12.4421,41.8778,C2,2020-08-10,Sereno,Municipio XII
29591,5016627,12.4421,41.8778,C2,2020-08-10,Sereno,Municipio XII
29592,5016634,12.4321,41.8777,C6,2020-08-10,Sereno,Municipio XII
29593,5016634,12.4321,41.8777,C6,2020-08-10,Sereno,Municipio XII
29594,5016635,12.5533,41.8814,C8,2020-08-10,Sereno,Municipio V
29595,5016635,12.5533,41.8814,C8,2020-08-10,Sereno,Municipio V
29596,5016697,12.4817,41.9107,C6,2020-08-10,Sereno,Municipio II
29597,5016727,12.4627,41.8991,C6,2020-08-10,Sereno,Municipio I
29598,5016770,12.5603,41.8909,C8,2020-08-10,Sereno,Municipio V
29599,5016770,12.5603,41.8909,C8,2020-08-10,Sereno,Municipio V
29600,5016770,12.5603,41.8909,C8,2020-08-10,Sereno,Municipio V
29601,5016816,12.4717,41.9367,C4,2020-08-10,Sereno,Municipio XV
29602,5016816,12.4717,41.9367,C4,2020-08-10,Sereno,Municipio XV
29603,5016848,12.565,41.8949,C8,2020-08-10,Sereno,Municipio V
29604,5016848,12.565,41.8949,C8,2020-08-10,Sereno,Municipio V
29605,5016872,12.5058,41.8825,C3,2020-08-10,Sereno,Municipio VII
29606,5016903,12.4677,42.0281,C5,2020-08-10,Sereno,Municipio XV
29607,5016996,12.3012,41.8406,C5,2020-08-10,Sereno,Municipio XI
29608,5017028,12.4196,41.8317,C2,2020-08-10,Sereno,Municipio XI
29609,5017028,12.4196,41.8317,C2,2020-08-10,Sereno,Municipio XI
29610,5017031,12.4439,41.8208,C5,2020-08-10,Sereno,Municipio IX
29611,5017031,12.4439,41.8208,C5,2020-08-10,Sereno,Municipio IX
29612,5017323,12.4826,41.804,C5,2020-08-10,Sereno,Municipio IX
29613,5017333,12.5717,41.8907,C8,2020-08-10,Sereno,Municipio V
29614,5017333,12.5717,41.8907,C8,2020-08-10,Sereno,Municipio V
29615,5017358,12.3676,41.7568,C8,2020-08-10,Sereno,Municipio X
29616,5017358,12.3676,41.7568,C8,2020-08-10,Sereno,Municipio X
29617,5017419,12.672,41.923,C8,2020-08-10,Sereno,Municipio VI
29618,5017419,12.672,41.923,C8,2020-08-10,Sereno,Municipio VI
29619,5017423,12.639,41.8694,C3,2020-08-10,Sereno,Municipio VI
29620,5017423,12.639,41.8694,C3,2020-08-10,Sereno,Municipio VI
29621,5017425,12.4856,41.8103,C4,2020-08-10,Sereno,Municipio IX
29622,5017425,12.4856,41.8103,C4,2020-08-10,Sereno,Municipio IX
29623,5017425,12.4856,41.8103,C4,2020-08-10,Sereno,Municipio IX
29624,5017425,12.4856,41.8103,C4,2020-08-10,Sereno,Municipio IX
29625,5017425,12.4856,41.8103,C4,2020-08-10,Sereno,Municipio IX
29626,5017438,12.5149,41.8211,C8,2020-08-10,Sereno,Municipio IX
29627,5017438,12.5149,41.8211,C8,2020-08-10,Sereno,Municipio IX
29628,5017441,12.6299,41.8728,C8,2020-08-10,Sereno,Municipio VI
29629,5017441,12.6299,41.8728,C8,2020-08-10,Sereno,Municipio VI
29630,5017446,12.6155,41.8933,C8,2020-08-10,Sereno,Municipio VI
29631,5017446,12.6155,41.8933,C8,2020-08-10,Sereno,Municipio VI
29632,5017448,12.5239,41.8896,C4,2020-08-10,Sereno,Municipio V
29633,5017448,12.5239,41.8896,C4,2020-08-10,Sereno,Municipio V
29634,5017448,12.5239,41.8896,C4,2020-08-10,Sereno,Municipio V
29635,5017449,12.6512,41.8615,C5,2020-08-10,Sereno,Municipio VI
29636,5017450,12.6117,41.8625,C8,2020-08-10,Sereno,Municipio VI
29637,5017450,12.6117,41.8625,C8,2020-08-10,Sereno,Municipio VI
29638,5017457,12.6905,41.8718,C8,2020-08-10,Sereno,Municipio VI
29639,5017457,12.6905,41.8718,C8,2020-08-10,Sereno,Municipio VI
29640,5017457,12.6905,41.8718,C8,2020-08-10,Sereno,Municipio VI
29641,5017470,12.4816,41.8764,C2,2020-08-10,Sereno,Municipio I
29642,5017470,12.4816,41.8764,C2,2020-08-10,Sereno,Municipio I
29643,5017470,12.4816,41.8764,C2,2020-08-10,Sereno,Municipio I
29644,5017470,12.4816,41.8764,C2,2020-08-10,Sereno,Municipio I
29645,5017472,12.3571,41.7523,C3,2020-08-10,Sereno,Municipio X
29646,5017472,12.3571,41.7523,C3,2020-08-10,Sereno,Municipio X
29647,5017472,12.3571,41.7523,C3,2020-08-10,Sereno,Municipio X
29648,5017473,12.4847,41.9238,C2,2020-08-10,Sereno,Municipio II
29649,5017473,12.4847,41.9238,C2,2020-08-10,Sereno,Municipio II
29650,5017474,12.5151,41.936,C2,2020-08-10,Nuvoloso,Municipio II
29651,5017474,12.5151,41.936,C2,2020-08-10,Nuvoloso,Municipio II
29652,5017497,12.5733,41.9072,C4,2020-08-10,Sereno,Municipio IV
29653,5017497,12.5733,41.9072,C4,2020-08-10,Sereno,Municipio IV
29654,5017497,12.5733,41.9072,C4,2020-08-10,Sereno,Municipio IV
29655,5017521,12.4992,41.9893,C8,2020-08-10,Sereno,Municipio III
29656,5017521,12.4992,41.9893,C8,2020-08-10,Sereno,Municipio III
29657,5017522,12.4429,41.937,C2,2020-08-10,Sereno,Municipio XIV
29658,5017522,12.4429,41.937,C2,2020-08-10,Sereno,Municipio XIV
29659,5017522,12.4429,41.937,C2,2020-08-10,Sereno,Municipio XIV
29660,5017522,12.4429,41.937,C2,2020-08-10,Sereno,Municipio XIV
29661,5017527,12.4746,41.8313,C5,2020-08-10,Sereno,Municipio IX
29662,5017537,12.5207,41.9143,C2,2020-08-10,Sereno,Municipio II
29663,5017537,12.5207,41.9143,C2,2020-08-10,Sereno,Municipio II
29664,5017537,12.5207,41.9143,C2,2020-08-10,Sereno,Municipio II
29665,5017539,12.4921,41.9715,C7,2020-08-10,Sereno,Municipio XV
29666,5017542,12.5047,41.9736,C8,2020-08-10,Sereno,Municipio III
29667,5017542,12.5047,41.9736,C8,2020-08-10,Sereno,Municipio III
29668,5017543,12.5736,41.8897,C3,2020-08-10,Sereno,Municipio V
29669,5017543,12.5736,41.8897,C3,2020-08-10,Sereno,Municipio V
29670,5017544,12.5985,41.949,C8,2020-08-10,Sereno,Municipio IV
29671,5017544,12.5985,41.949,C8,2020-08-10,Sereno,Municipio IV
29672,5017545,,,C4,2020-08-10,,
29673,5017545,,,C4,2020-08-10,,
29674,5017545,,,C4,2020-08-10,,
29675,5017545,,,C4,2020-08-10,,
29676,5017545,,,C4,2020-08-10,,
29677,5017545,,,C4,2020-08-10,,
29678,5017545,,,C4,2020-08-10,,
29679,5017554,12.5539,41.9123,C4,2020-08-10,Sereno,Municipio IV
29680,5017554,12.5539,41.9123,C4,2020-08-10,Sereno,Municipio IV
29681,5017554,12.5539,41.9123,C4,2020-08-10,Sereno,Municipio IV
29682,5017566,12.6058,41.9342,C4,2020-08-10,Sereno,Municipio IV
29683,5017566,12.6058,41.9342,C4,2020-08-10,Sereno,Municipio IV
29684,5017567,12.4434,41.8735,C4,2020-08-10,Sereno,Municipio XII
29685,5017567,12.4434,41.8735,C4,2020-08-10,Sereno,Municipio XII
29686,5017569,12.5347,41.9005,C8,2020-08-10,Sereno,Municipio IV
29687,5017569,12.5347,41.9005,C8,2020-08-10,Sereno,Municipio IV
29688,5017586,12.5246,41.9276,C2,2020-08-10,Sereno,Municipio II
29689,5017586,12.5246,41.9276,C2,2020-08-10,Sereno,Municipio II
29690,5017602,,,C8,2020-08-10,Sereno,
29691,5017602,,,C8,2020-08-10,Sereno,
29692,5017602,,,C8,2020-08-10,Sereno,
29693,5017609,12.4184,41.9148,C2,2020-08-10,Sereno,Municipio XIV
29694,5017609,12.4184,41.9148,C2,2020-08-10,Sereno,Municipio XIV
29695,5017650,12.6225,41.8269,,2020-08-10,Sereno,Municipio VII
29696,5017650,12.6225,41.8269,,2020-08-10,Sereno,Municipio VII
29697,5017650,12.6225,41.8269,,2020-08-10,Sereno,Municipio VII
29698,5017651,12.4362,41.8996,C3,2020-08-10,Sereno,Municipio XIII
29699,5017651,12.4362,41.8996,C3,2020-08-10,Sereno,Municipio XIII
29700,5017653,12.3584,41.791,C3,2020-08-10,Sereno,Municipio X
29701,5017653,12.3584,41.791,C3,2020-08-10,Sereno,Municipio X
29702,5017665,12.4373,41.8395,C2,2020-08-10,Sereno,Municipio XI
29703,5017665,12.4373,41.8395,C2,2020-08-10,Sereno,Municipio XI
29704,5017666,12.4968,42.002,C6,2020-08-10,Sereno,Municipio XV
29705,5017666,12.4968,42.002,C6,2020-08-10,Sereno,Municipio XV
29706,5017666,12.4968,42.002,C6,2020-08-10,Sereno,Municipio XV
29707,5017666,12.4968,42.002,C6,2020-08-10,Sereno,Municipio XV
29708,5017688,12.4655,42.0276,C3,2020-08-10,Sereno,Municipio XV
29709,5017688,12.4655,42.0276,C3,2020-08-10,Sereno,Municipio XV
29710,5017691,12.4945,42.0014,C4,2020-08-10,Sereno,Municipio XV
29711,5017691,12.4945,42.0014,C4,2020-08-10,Sereno,Municipio XV
29712,5017693,12.3241,42.0598,C4,2020-08-10,Sereno,Municipio XV
29713,5017693,12.3241,42.0598,C4,2020-08-10,Sereno,Municipio XV
29714,5017693,12.3241,42.0598,C4,2020-08-10,Sereno,Municipio XV
29715,5017693,12.3241,42.0598,C4,2020-08-10,Sereno,Municipio XV
29716,5017693,12.3241,42.0598,C4,2020-08-10,Sereno,Municipio XV
29717,5017723,12.5752,41.8947,C2,2020-08-10,Sereno,Municipio V
29718,5017723,12.5752,41.8947,C2,2020-08-10,Sereno,Municipio V
29719,5017731,12.4804,41.7753,C2,2020-08-10,Sereno,Municipio IX
29720,5017731,12.4804,41.7753,C2,2020-08-10,Sereno,Municipio IX
29721,5017736,12.542,41.8911,C6,2020-08-10,Sereno,Municipio V
29722,5017736,12.542,41.8911,C6,2020-08-10,Sereno,Municipio V
29723,5017736,12.542,41.8911,C6,2020-08-10,Sereno,Municipio V
29724,5017737,12.3618,41.8851,C4,2020-08-10,Sereno,Municipio XII
29725,5017737,12.3618,41.8851,C4,2020-08-10,Sereno,Municipio XII
29726,5017737,12.3618,41.8851,C4,2020-08-10,Sereno,Municipio XII
29727,5017737,12.3618,41.8851,C4,2020-08-10,Sereno,Municipio XII
29728,5017746,12.4196,41.8317,C5,2020-08-10,Sereno,Municipio XI
29729,5017751,12.6145,41.8932,C8,2020-08-10,Sereno,Municipio V
29730,5017751,12.6145,41.8932,C8,2020-08-10,Sereno,Municipio V
29731,5017787,12.5558,41.9425,C1,2020-08-10,Sereno,Municipio III
29732,5017787,12.5558,41.9425,C1,2020-08-10,Sereno,Municipio III
29733,5017798,12.5863,41.8937,C2,2020-08-10,Sereno,Municipio V
29734,5017798,12.5863,41.8937,C2,2020-08-10,Sereno,Municipio V
29735,5017807,12.4894,41.8728,,2020-08-10,Sereno,Municipio I
29736,5017807,12.4894,41.8728,,2020-08-10,Sereno,Municipio I
29737,5017807,12.4894,41.8728,,2020-08-10,Sereno,Municipio I
29738,5017807,12.4894,41.8728,,2020-08-10,Sereno,Municipio I
29739,5017830,12.4257,41.8762,C8,2020-08-10,Sereno,Municipio XII
29740,5017830,12.4257,41.8762,C8,2020-08-10,Sereno,Municipio XII
29741,5017871,12.5023,41.8928,,2020-08-10,Sereno,Municipio I
29742,5017871,12.5023,41.8928,,2020-08-10,Sereno,Municipio I
29743,5017898,12.3758,41.921,C8,2020-08-10,Sereno,Municipio XIII
29744,5017898,12.3758,41.921,C8,2020-08-10,Sereno,Municipio XIII
29745,5017904,12.4837,41.9024,C5,2020-08-10,Sereno,Municipio I
29746,5017907,12.4609,41.8852,C8,2020-08-10,Sereno,Municipio XII
29747,5017907,12.4609,41.8852,C8,2020-08-10,Sereno,Municipio XII
29748,5017907,12.4609,41.8852,C8,2020-08-10,Sereno,Municipio XII
29749,5017907,12.4609,41.8852,C8,2020-08-10,Sereno,Municipio XII
29750,5017907,12.4609,41.8852,C8,2020-08-10,Sereno,Municipio XII
29751,5017922,12.4012,41.8861,C4,2020-08-10,Sereno,Municipio XIII
29752,5017922,12.4012,41.8861,C4,2020-08-10,Sereno,Municipio XIII
29753,5017926,12.4579,41.9065,C5,2020-08-10,Sereno,Municipio I
29754,5017940,12.5154,41.8895,C2,2020-08-10,Sereno,Municipio I
29755,5017940,12.5154,41.8895,C2,2020-08-10,Sereno,Municipio I
29756,5017940,12.5154,41.8895,C2,2020-08-10,Sereno,Municipio I
29757,5017940,12.5154,41.8895,C2,2020-08-10,Sereno,Municipio I
29758,5017940,12.5154,41.8895,C2,2020-08-10,Sereno,Municipio I
29759,5017944,12.5067,41.9132,C4,2020-08-10,Sereno,Municipio II
29760,5017944,12.5067,41.9132,C4,2020-08-10,Sereno,Municipio II
29761,5017966,12.4427,41.901,C4,2020-08-10,Sereno,Municipio XIII
29762,5017966,12.4427,41.901,C4,2020-08-10,Sereno,Municipio XIII
29763,5017966,12.4427,41.901,C4,2020-08-10,Sereno,Municipio XIII
29764,5017966,12.4427,41.901,C4,2020-08-10,Sereno,Municipio XIII
29765,5017969,12.4928,41.9928,C5,2020-08-10,Nuvoloso,Municipio XV
29766,5017972,12.534,41.8715,C2,2020-08-10,Sereno,Municipio VII
29767,5017972,12.534,41.8715,C2,2020-08-10,Sereno,Municipio VII
29768,5017972,12.534,41.8715,C2,2020-08-10,Sereno,Municipio VII
29769,5017984,12.389,41.9421,C2,2020-08-10,Sereno,Municipio XIV
29770,5017984,12.389,41.9421,C2,2020-08-10,Sereno,Municipio XIV
29771,5017984,12.389,41.9421,C2,2020-08-10,Sereno,Municipio XIV
29772,5017987,12.4968,41.8741,C2,2020-08-10,Sereno,Municipio I
29773,5017987,12.4968,41.8741,C2,2020-08-10,Sereno,Municipio I
29774,5017987,12.4968,41.8741,C2,2020-08-10,Sereno,Municipio I
29775,5017998,12.474,41.8904,C2,2020-08-10,Sereno,Municipio I
29776,5017998,12.474,41.8904,C2,2020-08-10,Sereno,Municipio I
29777,5017998,12.474,41.8904,C2,2020-08-10,Sereno,Municipio I
29778,5018005,12.4677,41.8939,C5,2020-08-10,Sereno,Municipio I
29779,5018005,12.4677,41.8939,C5,2020-08-10,Sereno,Municipio I
29780,5018011,12.4574,41.8603,,2020-08-10,Sereno,Municipio XI
29781,5018011,12.4574,41.8603,,2020-08-10,Sereno,Municipio XI
29782,5018011,12.4574,41.8603,,2020-08-10,Sereno,Municipio XI
29783,5018028,12.5161,41.8933,C5,2020-08-10,Sereno,Municipio II
29784,5018028,12.5161,41.8933,C5,2020-08-10,Sereno,Municipio II
29785,5018028,12.5161,41.8933,C5,2020-08-10,Sereno,Municipio II
29786,5018028,12.5161,41.8933,C5,2020-08-10,Sereno,Municipio II
29787,5018109,12.5011,41.8574,C8,2020-08-10,Sereno,Municipio VIII
29788,5018109,12.5011,41.8574,C8,2020-08-10,Sereno,Municipio VIII
29789,5018109,12.5011,41.8574,C8,2020-08-10,Sereno,Municipio VIII
29790,5018120,12.4028,41.9555,C3,2020-08-10,Sereno,Municipio XIV
29791,5018120,12.4028,41.9555,C3,2020-08-10,Sereno,Municipio XIV
29792,5018123,12.503,41.8668,C1,2020-08-10,Sereno,Municipio VIII
29793,5018123,12.503,41.8668,C1,2020-08-10,Sereno,Municipio VIII
29794,5018130,12.5489,41.838,C3,2020-08-10,Sereno,Municipio VII
29795,5018130,12.5489,41.838,C3,2020-08-10,Sereno,Municipio VII
29796,5018130,12.5489,41.838,C3,2020-08-10,Sereno,Municipio VII
29797,5018132,12.5465,41.8392,C1,2020-08-10,Sereno,Municipio VII
29798,5018132,12.5465,41.8392,C1,2020-08-10,Sereno,Municipio VII
29799,5018163,12.5832,41.8523,C4,2020-08-10,Sereno,Municipio VII
29800,5018163,12.5832,41.8523,C4,2020-08-10,Sereno,Municipio VII
29801,5018163,12.5832,41.8523,C4,2020-08-10,Sereno,Municipio VII
29802,5018163,12.5832,41.8523,C4,2020-08-10,Sereno,Municipio VII
29803,5018163,12.5832,41.8523,C4,2020-08-10,Sereno,Municipio VII
29804,5018163,12.5832,41.8523,C4,2020-08-10,Sereno,Municipio VII
29805,5018163,12.5832,41.8523,C4,2020-08-10,Sereno,Municipio VII
29806,5018168,12.4204,41.9945,C2,2020-08-10,Sereno,Municipio XV
29807,5018168,12.4204,41.9945,C2,2020-08-10,Sereno,Municipio XV
29808,5018168,12.4204,41.9945,C2,2020-08-10,Sereno,Municipio XV
29809,5018184,12.5019,41.9096,C2,2020-08-10,Sereno,Municipio II
29810,5018184,12.5019,41.9096,C2,2020-08-10,Sereno,Municipio II
29811,5018516,12.6893,41.8741,C5,2020-08-10,Sereno,Municipio VI
29812,5018519,12.6226,41.8468,C4,2020-08-10,Sereno,Municipio VI
29813,5018519,12.6226,41.8468,C4,2020-08-10,Sereno,Municipio VI
29814,5018524,12.6212,41.8626,C2,2020-08-10,Sereno,Municipio VI
29815,5018524,12.6212,41.8626,C2,2020-08-10,Sereno,Municipio VI
29816,5018525,12.6928,41.8613,C3,2020-08-10,Sereno,Municipio VI
29817,5018525,12.6928,41.8613,C3,2020-08-10,Sereno,Municipio VI
29818,5018564,12.4865,41.867,C2,2020-08-10,Sereno,Municipio VIII
29819,5018564,12.4865,41.867,C2,2020-08-10,Sereno,Municipio VIII
29820,5018582,12.52,41.8215,C2,2020-08-10,Sereno,Municipio IX
29821,5018582,12.52,41.8215,C2,2020-08-10,Sereno,Municipio IX
29822,5018591,12.5044,41.9026,C8,2020-08-10,Sereno,Municipio I
29823,5018591,12.5044,41.9026,C8,2020-08-10,Sereno,Municipio I
29824,5018605,12.4775,41.8724,C2,2020-08-10,Sereno,Municipio VIII
29825,5018605,12.4775,41.8724,C2,2020-08-10,Sereno,Municipio VIII
29826,5018663,12.5205,41.9716,C2,2020-08-10,Sereno,Municipio III
29827,5018663,12.5205,41.9716,C2,2020-08-10,Sereno,Municipio III
29828,5018669,13.1876,42.4163,C4,2020-08-10,Sereno,
29829,5018669,13.1876,42.4163,C4,2020-08-10,Sereno,
29830,5018669,13.1876,42.4163,C4,2020-08-10,Sereno,
29831,5018669,13.1876,42.4163,C4,2020-08-10,Sereno,
29832,5018669,13.1876,42.4163,C4,2020-08-10,Sereno,
29833,5018684,12.5048,41.9451,C4,2020-08-10,Sereno,Municipio III
29834,5018684,12.5048,41.9451,C4,2020-08-10,Sereno,Municipio III
29835,5018684,12.5048,41.9451,C4,2020-08-10,Sereno,Municipio III
29836,5018915,12.4262,41.9377,C2,2020-08-10,Sereno,Municipio XIV
29837,5018922,12.4428,41.7754,C3,2020-08-10,Sereno,Municipio IX
29838,5018922,12.4428,41.7754,C3,2020-08-10,Sereno,Municipio IX
29839,5019236,12.349,41.8455,C2,2020-08-10,Sereno,Municipio XI
29840,5019236,12.349,41.8455,C2,2020-08-10,Sereno,Municipio XI
29841,5019236,12.349,41.8455,C2,2020-08-10,Sereno,Municipio XI
29842,5019250,12.4648,41.9007,C2,2020-08-10,Sereno,Municipio I
29843,5019250,12.4648,41.9007,C2,2020-08-10,Sereno,Municipio I
29844,5019250,12.4648,41.9007,C2,2020-08-10,Sereno,Municipio I
29845,5019250,12.4648,41.9007,C2,2020-08-10,Sereno,Municipio I
29846,5019268,12.5095,41.8855,C8,2020-08-10,Sereno,Municipio VII
29847,5019268,12.5095,41.8855,C8,2020-08-10,Sereno,Municipio VII
29848,5019272,12.4828,41.8968,C6,2020-08-10,Sereno,Municipio I
29849,5019280,12.5683,41.8531,C8,2020-08-10,Sereno,Municipio VII
29850,5019280,12.5683,41.8531,C8,2020-08-10,Sereno,Municipio VII
29851,5019280,12.5683,41.8531,C8,2020-08-10,Sereno,Municipio VII
29852,5019280,12.5683,41.8531,C8,2020-08-10,Sereno,Municipio VII
29853,5019295,,,C2,2020-08-10,,
29854,5019295,,,C2,2020-08-10,,
29855,5019295,,,C2,2020-08-10,,
29856,5019300,12.4852,41.8853,C4,2020-08-10,Sereno,Municipio I
29857,5019300,12.4852,41.8853,C4,2020-08-10,Sereno,Municipio I
29858,5019300,12.4852,41.8853,C4,2020-08-10,Sereno,Municipio I
29859,5019300,12.4852,41.8853,C4,2020-08-10,Sereno,Municipio I
29860,5019303,12.534,41.8708,C5,2020-08-10,Sereno,Municipio VII
29861,5019313,12.5119,41.8731,C4,2020-08-10,Sereno,Municipio VII
29862,5019313,12.5119,41.8731,C4,2020-08-10,Sereno,Municipio VII
29863,5019313,12.5119,41.8731,C4,2020-08-10,Sereno,Municipio VII
29864,5019348,12.507,41.8965,C2,2020-08-10,Sereno,Municipio I
29865,5019348,12.507,41.8965,C2,2020-08-10,Sereno,Municipio I
29866,5019348,12.507,41.8965,C2,2020-08-10,Sereno,Municipio I
29867,5019355,12.4366,41.8428,C1,2020-08-10,Sereno,Municipio XI
29868,5019355,12.4366,41.8428,C1,2020-08-10,Sereno,Municipio XI
29869,5019356,12.5688,41.9638,C2,2020-08-10,Sereno,Municipio III
29870,5019356,12.5688,41.9638,C2,2020-08-10,Sereno,Municipio III
29871,5019365,12.4633,41.8419,C2,2020-08-10,Sereno,Municipio IX
29872,5019365,12.4633,41.8419,C2,2020-08-10,Sereno,Municipio IX
29873,5019370,12.469,41.8834,C5,2020-08-10,Sereno,Municipio XII
29874,5019370,12.469,41.8834,C5,2020-08-10,Sereno,Municipio XII
29875,5019370,12.469,41.8834,C5,2020-08-10,Sereno,Municipio XII
29876,5019372,12.4829,41.7741,C2,2020-08-10,Sereno,Municipio IX
29877,5019372,12.4829,41.7741,C2,2020-08-10,Sereno,Municipio IX
29878,5019372,12.4829,41.7741,C2,2020-08-10,Sereno,Municipio IX
29879,5019375,12.5029,41.8856,C2,2020-08-10,Sereno,Municipio I
29880,5019375,12.5029,41.8856,C2,2020-08-10,Sereno,Municipio I
29881,5019483,12.4632,41.8403,C5,2020-08-10,Sereno,Municipio IX
29882,5019506,12.4286,41.9044,C3,2020-08-10,Sereno,Municipio XIII
29883,5019506,12.4286,41.9044,C3,2020-08-10,Sereno,Municipio XIII
29884,5019510,12.3928,41.7937,C5,2020-08-10,Sereno,Municipio X
29885,5019579,12.6069,41.8154,C1,2020-08-10,Sereno,Municipio VII
29886,5019579,12.6069,41.8154,C1,2020-08-10,Sereno,Municipio VII
29887,5019629,12.5756,41.8115,C8,2020-08-10,Sereno,Municipio VII
29888,5019629,12.5756,41.8115,C8,2020-08-10,Sereno,Municipio VII
29889,5019629,12.5756,41.8115,C8,2020-08-10,Sereno,Municipio VII
29890,5019644,12.5778,41.8328,C3,2020-08-10,Sereno,Municipio VII
29891,5019644,12.5778,41.8328,C3,2020-08-10,Sereno,Municipio VII
29892,5019644,12.5778,41.8328,C3,2020-08-10,Sereno,Municipio VII
29893,5019644,12.5778,41.8328,C3,2020-08-10,Sereno,Municipio VII
29894,5019644,12.5778,41.8328,C3,2020-08-10,Sereno,Municipio VII
29895,5019661,12.5809,41.8223,C4,2020-08-10,Sereno,Municipio VII
29896,5019661,12.5809,41.8223,C4,2020-08-10,Sereno,Municipio VII
29897,5019661,12.5809,41.8223,C4,2020-08-10,Sereno,Municipio VII
29898,5019661,12.5809,41.8223,C4,2020-08-10,Sereno,Municipio VII
29899,5019689,12.6731,41.8616,C2,2020-08-10,Sereno,Municipio VI
29900,5019689,12.6731,41.8616,C2,2020-08-10,Sereno,Municipio VI
29901,5019689,12.6731,41.8616,C2,2020-08-10,Sereno,Municipio VI
29902,5019689,12.6731,41.8616,C2,2020-08-10,Sereno,Municipio VI
29903,5019717,12.4795,41.8397,C5,2020-08-20,Sereno,Municipio IX
29904,5019719,12.4711,41.8335,C2,2020-08-10,Sereno,Municipio IX
29905,5019719,12.4711,41.8335,C2,2020-08-10,Sereno,Municipio IX
29906,5019780,12.5667,41.8827,C8,2020-08-10,Sereno,Municipio V
29907,5019780,12.5667,41.8827,C8,2020-08-10,Sereno,Municipio V
29908,5019780,12.5667,41.8827,C8,2020-08-10,Sereno,Municipio V
29909,5019814,12.4422,41.8001,C8,2020-08-10,Sereno,Municipio IX
29910,5019814,12.4422,41.8001,C8,2020-08-10,Sereno,Municipio IX
29911,5019814,12.4422,41.8001,C8,2020-08-10,Sereno,Municipio IX
29912,5019817,12.4775,41.8444,C4,2020-08-10,Sereno,Municipio IX
29913,5019817,12.4775,41.8444,C4,2020-08-10,Sereno,Municipio IX
29914,5019817,12.4775,41.8444,C4,2020-08-10,Sereno,Municipio IX
29915,5019818,12.5489,41.8935,,2020-08-10,Sereno,Municipio V
29916,5019818,12.5489,41.8935,,2020-08-10,Sereno,Municipio V
29917,5019818,12.5489,41.8935,,2020-08-10,Sereno,Municipio V
29918,5019818,12.5489,41.8935,,2020-08-10,Sereno,Municipio V
29919,5019831,12.4012,41.8861,C5,2020-08-20,Sereno,Municipio XIII
29920,5019832,12.6605,41.932,C8,2020-08-10,Sereno,
29921,5019832,12.6605,41.932,C8,2020-08-10,Sereno,
29922,5019832,12.6605,41.932,C8,2020-08-10,Sereno,
29923,5019832,12.6605,41.932,C8,2020-08-10,Sereno,
29924,5019833,12.4733,41.8524,C2,2020-08-10,Sereno,Municipio VIII
29925,5019833,12.4733,41.8524,C2,2020-08-10,Sereno,Municipio VIII
29926,5019836,12.5735,41.8809,C2,2020-08-10,Sereno,Municipio V
29927,5019836,12.5735,41.8809,C2,2020-08-10,Sereno,Municipio V
29928,5019837,12.2782,41.7321,C3,2020-08-10,Sereno,Municipio X
29929,5019837,12.2782,41.7321,C3,2020-08-10,Sereno,Municipio X
29930,5019840,12.6212,41.8626,C8,2020-08-10,Sereno,Municipio VI
29931,5019840,12.6212,41.8626,C8,2020-08-10,Sereno,Municipio VI
29932,5019840,12.6212,41.8626,C8,2020-08-10,Sereno,Municipio VI
29933,5019840,12.6212,41.8626,C8,2020-08-10,Sereno,Municipio VI
29934,5019841,12.4137,41.9828,C1,2020-08-10,Sereno,Municipio XV
29935,5019841,12.4137,41.9828,C1,2020-08-10,Sereno,Municipio XV
29936,5019841,12.4137,41.9828,C1,2020-08-10,Sereno,Municipio XV
29937,5019841,12.4137,41.9828,C1,2020-08-10,Sereno,Municipio XV
29938,5019841,12.4137,41.9828,C1,2020-08-10,Sereno,Municipio XV
