DataOraIncidente,NumeroIncidenti
2021-01-02,1
2021-01-04,2
2021-01-06,1
2021-01-07,3
2021-01-08,2
2021-01-11,5
2021-01-12,1
2021-01-13,6
2021-01-15,7
2021-01-16,3
2021-01-17,8
2021-01-18,4
2021-01-21,1
2021-01-22,1
2021-01-23,1
2021-01-24,1
2021-01-25,1
2021-01-26,4
2021-01-27,1
2021-01-29,2
2021-01-30,4
2021-01-31,1
2021-02-01,4
2021-02-02,4
2021-02-04,7
2021-02-05,4
2021-02-06,1
2021-02-08,1
2021-02-09,1
2021-02-11,8
2021-02-12,8
2021-02-13,1
2021-02-14,1
2021-02-15,1
2021-02-16,7
2021-02-17,2
2021-02-18,1
2021-02-20,1
2021-02-21,1
2021-02-23,1
2021-02-24,2
2021-02-25,1
2021-02-26,5
2021-02-27,4
2021-02-28,6
2021-03-02,1
2021-03-03,5
2021-03-06,2
2021-03-07,1
2021-03-10,3
2021-03-11,1
2021-03-12,4
2021-03-14,1
2021-03-16,1
2021-03-18,3
2021-03-19,2
2021-03-22,2
2021-03-23,2
2021-03-24,3
2021-03-27,3
2021-03-28,2
2021-03-29,3
2021-03-30,3
2021-03-31,3
2021-04-01,2
2021-04-04,2
2021-04-06,1
2021-04-07,2
2021-04-08,1
2021-04-09,7
2021-04-11,1
2021-04-12,3
2021-04-13,3
2021-04-16,1
2021-04-19,1
2021-04-20,2
2021-04-21,9
2021-04-23,1
2021-04-26,2
2021-04-27,2
2021-04-28,3
2021-04-29,5
2021-05-01,1
2021-05-03,4
2021-05-04,10
2021-05-05,5
2021-05-06,3
2021-05-08,4
2021-05-10,10
2021-05-12,3
2021-05-14,9
2021-05-15,1
2021-05-16,2
2021-05-19,5
2021-05-20,4
2021-05-21,3
2021-05-22,3
2021-05-23,1
2021-05-24,4
2021-05-25,10
2021-05-26,7
2021-05-28,6
2021-05-30,6
2021-05-31,10
2021-06-01,6
2021-06-03,2
2021-06-04,1
2021-06-05,1
2021-06-06,2
2021-06-07,3
2021-06-08,4
2021-06-09,7
2021-06-10,4
2021-06-11,1
2021-06-12,1
2021-06-13,2
2021-06-16,2
2021-06-17,7
2021-06-18,2
2021-06-19,1
2021-06-20,1
2021-06-21,10
2021-06-23,6
2021-06-24,15
2021-06-25,2
2021-06-26,4
2021-06-27,4
2021-06-28,1
2021-06-29,5
2021-06-30,4
2021-07-01,6
2021-07-02,4
2021-07-03,3
2021-07-04,1
2021-07-06,4
2021-07-07,10
2021-07-08,2
2021-07-09,8
2021-07-10,1
2021-07-11,1
2021-07-12,2
2021-07-13,5
2021-07-14,2
2021-07-15,2
2021-07-16,3
2021-07-17,2
2021-07-18,4
2021-07-19,1
2021-07-20,5
2021-07-21,4
2021-07-22,3
2021-07-23,1
2021-07-24,3
2021-07-25,1
2021-07-26,2
2021-07-27,5
2021-07-28,3
2021-07-31,5
2021-08-01,2
2021-08-02,4
2021-08-03,2
2021-08-04,2
2021-08-05,4
2021-08-06,6
2021-08-08,6
2021-08-09,4
2021-08-10,6
2021-08-12,3
2021-08-13,4
2021-08-14,6
2021-08-15,2
2021-08-17,3
2021-08-19,1
2021-08-21,2
2021-08-24,2
2021-08-25,1
2021-08-26,3
2021-08-27,1
2021-08-28,1
2021-08-29,1
2021-08-30,2
2021-08-31,5
2021-09-01,6
2021-09-02,5
2021-09-03,12
2021-09-04,4
2021-09-05,2
2021-09-06,1
2021-09-07,2
2021-09-08,1
2021-09-09,4
2021-09-10,2
2021-09-11,1
2021-09-12,4
2021-09-13,3
2021-09-14,2
2021-09-15,2
2021-09-17,2
2021-09-19,1
2021-09-21,5
2021-09-23,4
2021-09-25,1
2021-09-26,2
2021-09-27,4
2021-09-28,9
2021-09-29,4
2021-09-30,4
2021-10-01,7
2021-10-04,3
2021-10-05,3
2021-10-06,7
2021-10-07,5
2021-10-09,13
2021-10-10,3
2021-10-11,7
2021-10-12,4
2021-10-14,3
2021-10-15,4
2021-10-19,3
2021-10-20,2
2021-10-21,10
2021-10-23,4
2021-10-24,6
2021-10-25,1
2021-10-26,8
2021-10-27,1
2021-10-28,5
2021-10-29,2
2021-10-30,5
2021-11-02,2
2021-11-03,9
2021-11-04,3
2021-11-06,3
2021-11-08,4
2021-11-09,7
2021-11-10,3
2021-11-11,1
2021-11-12,3
2021-11-14,1
2021-11-15,2
2021-11-16,5
2021-11-17,2
2021-11-18,4
2021-11-19,4
2021-11-20,2
2021-11-22,6
2021-11-23,2
2021-11-24,5
2021-11-25,4
2021-11-26,8
2021-11-28,1
2021-11-30,2
2021-12-01,4
2021-12-02,1
2021-12-03,4
2021-12-04,7
2021-12-06,2
2021-12-09,6
2021-12-12,2
2021-12-13,5
2021-12-14,3
2021-12-15,6
2021-12-16,10
2021-12-17,6
2021-12-18,1
2021-12-19,6
2021-12-20,1
2021-12-21,2
2021-12-22,9
2021-12-23,3
2021-12-24,2
2021-12-27,1
2021-12-28,3
2021-12-29,2
2021-12-30,3
2021-12-31,2
