DataOraIncidente,NumeroIncidenti
2021-01-01,1
2021-01-02,1
2021-01-03,1
2021-01-04,2
2021-01-05,2
2021-01-11,1
2021-01-13,9
2021-01-16,5
2021-01-17,2
2021-01-18,3
2021-01-20,2
2021-01-22,3
2021-01-24,6
2021-01-25,4
2021-01-27,5
2021-01-28,1
2021-01-30,1
2021-01-31,1
2021-02-01,1
2021-02-02,2
2021-02-04,2
2021-02-05,1
2021-02-06,8
2021-02-07,3
2021-02-09,2
2021-02-10,1
2021-02-11,3
2021-02-14,2
2021-02-15,8
2021-02-16,1
2021-02-17,2
2021-02-21,1
2021-02-24,2
2021-02-26,1
2021-02-28,3
2021-03-01,1
2021-03-03,1
2021-03-06,3
2021-03-07,3
2021-03-08,18
2021-03-10,1
2021-03-11,2
2021-03-12,2
2021-03-14,1
2021-03-15,1
2021-03-17,1
2021-03-20,4
2021-03-21,1
2021-03-22,1
2021-03-30,3
2021-04-03,1
2021-04-04,1
2021-04-05,1
2021-04-06,3
2021-04-08,2
2021-04-09,2
2021-04-10,2
2021-04-12,3
2021-04-15,1
2021-04-16,5
2021-04-17,1
2021-04-21,1
2021-04-22,1
2021-04-23,4
2021-04-24,6
2021-04-25,1
2021-04-26,2
2021-04-27,2
2021-04-29,2
2021-04-30,2
2021-05-03,1
2021-05-04,1
2021-05-05,2
2021-05-06,3
2021-05-07,3
2021-05-10,2
2021-05-14,2
2021-05-15,2
2021-05-16,2
2021-05-17,2
2021-05-19,2
2021-05-21,2
2021-05-22,3
2021-05-24,3
2021-05-25,3
2021-05-26,1
2021-05-28,2
2021-05-31,2
2021-06-02,5
2021-06-03,3
2021-06-04,1
2021-06-05,1
2021-06-06,1
2021-06-07,8
2021-06-09,1
2021-06-10,2
2021-06-11,4
2021-06-12,1
2021-06-13,2
2021-06-14,4
2021-06-15,4
2021-06-17,3
2021-06-18,6
2021-06-20,9
2021-06-21,1
2021-06-22,1
2021-06-23,1
2021-06-24,7
2021-06-25,3
2021-06-26,3
2021-06-28,1
2021-06-29,2
2021-06-30,2
2021-07-01,1
2021-07-02,2
2021-07-03,1
2021-07-05,3
2021-07-06,1
2021-07-07,1
2021-07-08,7
2021-07-09,1
2021-07-12,1
2021-07-13,2
2021-07-14,2
2021-07-16,8
2021-07-17,1
2021-07-18,3
2021-07-19,2
2021-07-22,2
2021-07-23,1
2021-07-25,8
2021-07-26,3
2021-07-27,3
2021-07-28,1
2021-07-29,2
2021-08-01,5
2021-08-03,1
2021-08-04,1
2021-08-05,1
2021-08-06,8
2021-08-07,2
2021-08-08,1
2021-08-10,2
2021-08-12,2
2021-08-16,5
2021-08-19,1
2021-08-21,4
2021-08-22,1
2021-08-23,2
2021-08-24,2
2021-08-25,5
2021-08-28,4
2021-08-30,1
2021-08-31,3
2021-09-01,1
2021-09-02,2
2021-09-03,4
2021-09-04,4
2021-09-05,3
2021-09-06,4
2021-09-08,3
2021-09-09,3
2021-09-10,7
2021-09-11,1
2021-09-12,5
2021-09-15,2
2021-09-16,4
2021-09-17,2
2021-09-18,3
2021-09-20,2
2021-09-21,1
2021-09-22,1
2021-09-23,1
2021-09-24,1
2021-09-25,2
2021-09-28,1
2021-09-29,3
2021-09-30,1
2021-10-01,3
2021-10-02,1
2021-10-04,1
2021-10-05,5
2021-10-07,1
2021-10-08,1
2021-10-09,4
2021-10-10,7
2021-10-11,1
2021-10-12,4
2021-10-13,1
2021-10-14,5
2021-10-15,2
2021-10-16,1
2021-10-17,3
2021-10-18,2
2021-10-19,2
2021-10-20,1
2021-10-21,1
2021-10-23,4
2021-10-24,6
2021-10-26,4
2021-10-28,1
2021-10-29,2
2021-10-30,6
2021-10-31,3
2021-11-01,1
2021-11-03,9
2021-11-04,2
2021-11-05,2
2021-11-06,1
2021-11-08,1
2021-11-09,2
2021-11-10,4
2021-11-11,5
2021-11-12,1
2021-11-13,2
2021-11-14,1
2021-11-15,1
2021-11-16,14
2021-11-17,2
2021-11-18,2
2021-11-20,2
2021-11-22,5
2021-11-24,3
2021-11-25,3
2021-11-27,3
2021-11-28,8
2021-11-29,4
2021-11-30,3
2021-12-01,3
2021-12-02,2
2021-12-03,6
2021-12-04,1
2021-12-05,1
2021-12-06,1
2021-12-07,4
2021-12-08,4
2021-12-09,4
2021-12-10,1
2021-12-11,5
2021-12-14,1
2021-12-15,1
2021-12-17,4
2021-12-18,1
2021-12-19,4
2021-12-20,8
2021-12-22,4
2021-12-23,3
2021-12-24,2
2021-12-25,5
2021-12-26,2
2021-12-27,2
2021-12-29,2
2021-12-30,1
2021-12-31,1
