DataOraIncidente,NumeroIncidenti
2021-01-01,8
2021-01-02,9
2021-01-03,8
2021-01-04,42
2021-01-05,10
2021-01-06,14
2021-01-07,39
2021-01-08,45
2021-01-09,18
2021-01-10,4
2021-01-11,43
2021-01-12,51
2021-01-13,61
2021-01-14,45
2021-01-15,93
2021-01-16,27
2021-01-17,4
2021-01-18,53
2021-01-19,42
2021-01-20,46
2021-01-21,56
2021-01-22,64
2021-01-23,28
2021-01-24,28
2021-01-25,40
2021-01-26,58
2021-01-27,61
2021-01-28,65
2021-01-29,61
2021-01-30,47
2021-01-31,29
2021-02-01,34
2021-02-02,52
2021-02-03,46
2021-02-04,35
2021-02-05,51
2021-02-06,59
2021-02-07,22
2021-02-08,42
2021-02-09,54
2021-02-10,54
2021-02-11,38
2021-02-12,62
2021-02-13,62
2021-02-14,30
2021-02-15,63
2021-02-16,66
2021-02-17,56
2021-02-18,68
2021-02-19,67
2021-02-20,60
2021-02-21,40
2021-02-22,59
2021-02-23,60
2021-02-24,55
2021-02-25,55
2021-02-26,80
2021-02-27,67
2021-02-28,41
2021-03-01,62
2021-03-02,82
2021-03-03,61
2021-03-04,66
2021-03-05,48
2021-03-06,37
2021-03-07,22
2021-03-08,35
2021-03-09,38
2021-03-10,38
2021-03-11,74
2021-03-12,54
2021-03-13,43
2021-03-14,56
2021-03-15,24
2021-03-16,28
2021-03-17,37
2021-03-18,21
2021-03-19,19
2021-03-20,15
2021-03-22,20
2021-03-23,24
2021-03-24,21
2021-03-25,16
2021-03-26,27
2021-03-27,18
2021-03-28,16
2021-03-29,40
2021-03-30,72
2021-03-31,63
2021-04-01,50
2021-04-02,72
2021-04-03,20
2021-04-04,17
2021-04-05,31
2021-04-06,50
2021-04-07,69
2021-04-08,57
2021-04-09,69
2021-04-10,14
2021-04-11,29
2021-04-12,43
2021-04-13,61
2021-04-14,45
2021-04-15,38
2021-04-16,59
2021-04-17,54
2021-04-18,23
2021-04-19,59
2021-04-20,60
2021-04-21,58
2021-04-22,51
2021-04-23,83
2021-04-24,27
2021-04-25,25
2021-04-26,62
2021-04-27,65
2021-04-28,69
2021-04-29,45
2021-04-30,81
2021-05-01,45
2021-05-02,63
2021-05-03,37
2021-05-04,80
2021-05-05,69
2021-05-06,67
2021-05-07,62
2021-05-08,46
2021-05-09,28
2021-05-10,42
2021-05-11,70
2021-05-12,82
2021-05-13,36
2021-05-14,67
2021-05-15,65
2021-05-16,30
2021-05-17,52
2021-05-18,40
2021-05-19,65
2021-05-20,59
2021-05-21,72
2021-05-22,39
2021-05-23,44
2021-05-24,40
2021-05-25,63
2021-05-26,45
2021-05-27,67
2021-05-28,83
2021-05-29,45
2021-05-30,38
2021-05-31,66
2021-06-01,49
2021-06-02,44
2021-06-03,69
2021-06-04,55
2021-06-05,39
2021-06-06,51
2021-06-07,64
2021-06-08,49
2021-06-09,58
2021-06-10,61
2021-06-11,89
2021-06-12,65
2021-06-13,44
2021-06-14,80
2021-06-15,89
2021-06-16,80
2021-06-17,86
2021-06-18,59
2021-06-19,49
2021-06-20,46
2021-06-21,72
2021-06-22,65
2021-06-23,63
2021-06-24,55
2021-06-25,89
2021-06-26,51
2021-06-27,54
2021-06-28,34
2021-06-29,42
2021-06-30,76
2021-07-01,57
2021-07-02,58
2021-07-03,46
2021-07-04,43
2021-07-05,61
2021-07-06,53
2021-07-07,64
2021-07-08,69
2021-07-09,50
2021-07-10,26
2021-07-11,37
2021-07-12,79
2021-07-13,39
2021-07-14,51
2021-07-15,47
2021-07-16,52
2021-07-17,38
2021-07-18,23
2021-07-19,52
2021-07-20,68
2021-07-21,57
2021-07-22,39
2021-07-23,40
2021-07-24,50
2021-07-25,38
2021-07-26,39
2021-07-27,48
2021-07-28,74
2021-07-29,30
2021-07-30,69
2021-07-31,70
2021-08-01,28
2021-08-02,37
2021-08-03,56
2021-08-04,53
2021-08-05,70
2021-08-06,60
2021-08-07,53
2021-08-08,23
2021-08-09,30
2021-08-10,28
2021-08-11,52
2021-08-12,31
2021-08-13,27
2021-08-14,32
2021-08-15,20
2021-08-16,17
2021-08-17,22
2021-08-18,22
2021-08-19,25
