DataOraIncidente,NumeroIncidenti
2022-01-01,46,
2022-01-11,519,
2022-01-21,784,
2022-01-31,750,
2022-02-10,846,
2022-02-20,804,
2022-03-02,861,
2022-03-12,932,
2022-03-22,799,
2022-04-01,914,
2022-04-11,889,
2022-04-21,862,
2022-05-01,855,
2022-05-11,892,
2022-05-21,922,
2022-05-31,779,
2022-06-10,843,
2022-06-20,726,
2022-06-30,683,
2022-07-10,690,
2022-07-20,654,
2022-07-30,663,
2022-08-09,519,
2022-08-19,317,
2022-08-29,437
