,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
13469,Autovettura,1,0,3,0,0.0,"41,93157","12,48358",1,1,0
16593,Autovettura,0,0,3,0,0.0,41.8385,12.5897,1,2,0
16646,Motociclo,0,0,1,0,0.0,41.9652,12.405,1,2,0
16816,Autovettura,0,0,3,0,0.0,42.0004,12.4944,1,1,0
16817,Autovettura,0,0,3,0,0.0,42.0004,12.4944,1,1,0
16818,Autovettura,0,0,3,0,0.0,42.0004,12.4944,1,1,0
16933,Autovettura,0,0,1,0,0.0,41.7455,12.5032,1,1,0
17095,Autovettura,0,0,1,0,0.0,41.8241,12.5178,1,1,0
17498,Autovettura,0,0,1,0,0.0,41.9419,12.4718,1,2,0
17662,Motociclo,1,0,0,0,0.0,41.9149,12.3847,2,3,0
17706,Motociclo,1,0,0,0,0.0,41.9538,12.4566,1,2,0
18442,Autovettura,1,0,0,0,0.0,41.875,12.5707,1,1,1
18487,Motociclo,1,0,0,0,0.0,41.8646,12.5457,1,2,0
18545,Autovettura,2,0,0,0,0.0,41.9419,12.4718,1,1,0
18546,Autovettura,2,0,0,0,0.0,41.9419,12.4718,1,1,0
16592,Autovettura,0,0,3,0,0.0,41.8385,12.5897,1,2,0
18588,Autovettura,1,0,0,0,0.0,41.9078,12.4368,1,2,1
18711,Motociclo,1,0,0,0,0.0,41.9466,12.4166,1,1,0
18854,Autovettura,0,0,1,0,0.0,,,1,1,1
18855,Motociclo,2,0,0,0,0.0,41.9164,12.6604,4,1,0
18856,Motociclo,2,0,0,0,0.0,41.9164,12.6604,4,1,0
18917,Autovettura,1,0,0,0,0.0,41.8562,12.5862,1,1,0
19200,Autovettura,0,0,0,0,0.0,41.7412,12.3403,1,2,1
19807,Autovettura,0,0,2,0,0.0,41.8109,12.4229,1,1,0
19808,Autovettura,0,0,2,0,0.0,41.8109,12.4229,1,1,0
19919,Motociclo,0,0,0,0,0.0,41.8716,12.6537,1,1,1
20031,Autovettura,1,0,0,0,0.0,41.9452,12.4864,1,2,0
20236,Autovettura,1,0,0,0,0.0,41.8206,12.6105,1,1,0
20539,Autovettura,2,0,0,0,0.0,41.934,12.3325,1,1,0
20540,Autovettura,2,0,0,0,0.0,41.934,12.3325,1,1,0
20780,Motociclo,1,0,0,0,0.0,41.8861,12.3691,4,1,0
18604,Autovettura,0,0,1,0,0.0,41.7715,12.4662,1,1,0
16591,Motociclo,0,0,3,0,0.0,41.8385,12.5897,1,2,0
16568,Autovettura,0,0,0,1,0.0,41.9997,12.3862,1,1,0
16513,Motociclo,1,0,0,0,0.0,41.9207,12.4504,1,1,1
13653,Autocarro,1,0,0,0,0.0,"42,03516","12,27326",1,2,1
14249,Autovettura,0,0,2,0,0.0,"42,05164","12,57886",1,2,1
14250,Autovettura,0,0,2,0,0.0,"42,05164","12,57886",1,2,1
14365,Autovettura,1,0,0,0,0.0,"41,90631","12,26069",1,2,0
14526,Motociclo,1,0,0,0,0.0,41.9146,12.4123,1,2,0
14548,Motociclo,0,0,1,0,0.0,41.8616,12.4052,1,2,0
14963,Motociclo,1,0,1,0,0.0,41.9112,12.4732,1,2,1
14964,Motociclo,1,0,1,0,0.0,41.9112,12.4732,1,2,1
15122,Autovettura,0,0,1,0,0.0,42.0258,12.505,1,1,0
15152,Autovettura,1,0,1,0,0.0,41.9317,12.5191,1,2,1
15153,Motociclo,1,0,1,0,0.0,41.9317,12.5191,1,2,1
15158,Motociclo,2,0,0,0,0.0,41.7308,12.3491,1,2,1
15159,Motociclo,2,0,0,0,0.0,41.7308,12.3491,1,2,1
15212,Motociclo,2,0,0,0,0.0,41.9044,12.4095,4,2,0
15213,Motociclo,2,0,0,0,0.0,41.9044,12.4095,4,2,0
15304,Autovettura,1,0,1,0,0.0,41.8763,12.5212,1,1,0
15305,Autovettura,1,0,1,0,0.0,41.8763,12.5212,1,1,0
16512,Autovettura,0,0,1,0,0.0,42.0132,12.3653,1,2,1
16456,Motociclo,0,0,1,0,0.0,,,2,2,1
16384,Autovettura,0,0,1,0,0.0,41.9123,12.4702,1,2,1
16326,Autovettura,1,0,0,0,0.0,41.845,12.6186,2,2,0
16292,Motociclo,1,0,0,0,0.0,41.9234,12.4123,2,2,0
16010,Autovettura,0,0,1,0,0.0,41.713,12.5707,1,2,0
20842,Autovettura,1,0,0,0,0.0,41.8362,12.5518,2,1,0
15996,Autovettura,0,0,1,0,0.0,41.9166,12.5258,1,2,0
15733,Autovettura,0,0,1,0,0.0,,,1,1,1
15671,Autovettura,0,0,1,0,0.0,41.952,12.4463,1,1,1
15662,Motociclo,2,0,0,0,0.0,41.9404,12.4411,1,1,0
15661,Motociclo,2,0,0,0,0.0,41.9404,12.4411,1,1,0
15365,Autovettura,2,0,0,0,0.0,41.8861,12.4012,1,1,1
15364,Autovettura,2,0,0,0,0.0,41.8861,12.4012,1,1,1
15836,Autovettura,0,0,1,0,0.0,41.9173,12.433,1,1,0
