,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
11343,Autovettura,0,0,2,0,0.0,41.935,12.4385,1,2,0
14812,Autovettura,1,0,3,0,0.0,41.8685,12.6836,1,1,0
14811,Autovettura,1,0,3,0,0.0,41.8685,12.6836,1,1,0
14810,Autovettura,1,0,3,0,0.0,41.8685,12.6836,1,1,0
14809,Autovettura,1,0,3,0,0.0,41.8685,12.6836,1,1,0
14786,Autovettura,0,0,2,0,0.0,41.9358,12.4903,1,3,0
14785,Motociclo,0,0,2,0,0.0,41.9358,12.4903,1,3,0
14784,Autovettura,0,0,2,0,0.0,41.9119,12.4757,1,3,1
14783,Motociclo,0,0,2,0,0.0,41.9119,12.4757,1,3,1
14782,Autovettura,2,0,1,0,0.0,41.9266,12.5157,1,3,0
14781,Motociclo,2,0,1,0,0.0,41.9266,12.5157,1,3,0
14780,Motociclo,2,0,1,0,0.0,41.9266,12.5157,1,3,0
14775,Autovettura,1,0,1,0,0.0,41.9225,12.4927,1,1,1
14774,Motociclo,1,0,1,0,0.0,41.9225,12.4927,1,1,1
14766,Autovettura,0,0,2,0,0.0,41.8231,12.4667,1,2,0
14765,Autovettura,0,0,2,0,0.0,41.8231,12.4667,1,2,0
14736,Motociclo,1,0,2,0,0.0,,,1,2,1
14735,Motociclo,1,0,2,0,0.0,,,1,2,1
14734,Motociclo,1,0,2,0,0.0,,,1,2,1
14716,Autovettura,2,0,0,0,0.0,41.8754,12.5579,1,2,0
14813,Autovettura,0,0,2,0,0.0,41.855,12.6895,1,1,1
14814,Autovettura,0,0,2,0,0.0,41.855,12.6895,1,1,1
14820,Autovettura,0,0,2,0,0.0,41.9607,12.547,1,2,1
14821,Autocarro,0,0,2,0,0.0,41.9607,12.547,1,2,1
14882,Autovettura,1,0,1,0,0.0,41.8705,12.5286,3,2,0
14875,Autovettura,0,0,2,0,0.0,42.0265,12.5051,1,1,0
14874,Autovettura,0,0,2,0,0.0,42.0265,12.5051,1,1,1
14868,Autovettura,0,0,3,0,0.0,41.8073,12.4354,1,2,0
14867,Autovettura,0,0,3,0,0.0,41.8073,12.4354,1,2,0
14866,Autovettura,0,0,3,0,0.0,41.8073,12.4354,1,2,0
14860,Autovettura,0,0,2,0,0.0,41.8794,12.5174,1,1,0
14859,Autovettura,0,0,2,0,0.0,41.8794,12.5174,1,1,0
14856,Motociclo,0,0,4,0,0.0,41.9961,12.4931,1,2,0
14715,Autovettura,2,0,0,0,0.0,41.8754,12.5579,1,2,0
14855,Autovettura,0,0,4,0,0.0,41.9961,12.4931,1,2,0
