,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
14173,Autocarro,1,0,4,0,0.0,"41,93289","12,50911",1,3,1
18592,Autovettura,4,0,0,0,0.0,41.8524,12.57,1,2,0
18591,Autovettura,4,0,0,0,0.0,41.8524,12.57,1,2,0
18590,Autovettura,4,0,0,0,0.0,41.8524,12.57,1,2,0
18589,Autovettura,4,0,0,0,0.0,41.8524,12.57,1,2,0
18587,Autovettura,0,0,1,1,0.0,41.873,12.5695,1,3,0
18586,Autovettura,0,0,1,1,0.0,41.873,12.5695,1,3,0
18579,Motociclo,3,0,0,0,0.0,41.9087,12.5561,1,2,0
18602,Autovettura,0,0,0,0,0.0,,,1,1,1
18578,Motociclo,3,0,0,0,0.0,41.9087,12.5561,1,2,0
18559,Autocarro,0,0,4,0,0.0,41.7978,12.4531,1,2,1
18558,Autovettura,0,0,4,0,0.0,41.7978,12.4531,1,2,1
18557,Autovettura,0,0,4,0,0.0,41.7978,12.4531,1,2,1
18556,Autovettura,0,0,4,0,0.0,41.7978,12.4531,1,2,1
18541,Autovettura,1,0,2,0,0.0,41.9405,12.5754,1,2,0
18540,Autovettura,1,0,2,0,0.0,41.9405,12.5754,1,2,0
18539,Autovettura,1,0,2,0,0.0,41.9405,12.5754,1,2,0
18577,Autovettura,3,0,0,0,0.0,41.9087,12.5561,1,2,0
18527,Autovettura,0,0,2,0,0.0,41.8225,12.4587,1,1,0
18603,Autocarro,0,0,0,0,0.0,,,1,1,1
18614,Autovettura,1,0,2,0,0.0,41.9319,12.4599,1,2,0
18796,Autovettura,0,0,2,0,0.0,41.9923,12.5141,1,2,0
18763,Autovettura,2,0,1,0,0.0,41.9077,12.4252,1,1,1
18762,Autovettura,2,0,1,0,0.0,41.9077,12.4252,1,1,1
18761,Autovettura,2,0,1,0,0.0,41.9077,12.4252,1,1,0
18713,Autovettura,0,0,2,0,0.0,41.9165,12.439,1,1,0
18712,Autovettura,0,0,2,0,0.0,41.9165,12.439,1,1,0
18670,Autovettura,1,0,3,0,0.0,41.8462,12.5791,1,2,0
18613,Autovettura,1,0,2,0,0.0,41.9319,12.4599,1,2,0
18669,Autovettura,1,0,3,0,0.0,41.8462,12.5791,1,2,0
18667,Autovettura,1,0,3,0,0.0,41.8462,12.5791,1,2,0
18663,Autovettura,0,0,5,0,0.0,41.9279,12.5642,1,2,1
18662,Autovettura,0,0,5,0,0.0,41.9279,12.5642,1,2,1
18661,Autovettura,0,0,5,0,0.0,41.9279,12.5642,1,2,0
18660,Autovettura,0,0,5,0,0.0,41.9279,12.5642,1,2,1
18659,Autovettura,0,0,5,0,0.0,41.9279,12.5642,1,2,0
18615,Autovettura,1,0,2,0,0.0,41.9319,12.4599,1,2,1
18668,Autovettura,1,0,3,0,0.0,41.8462,12.5791,1,2,0
18526,Autovettura,0,0,2,0,0.0,41.8225,12.4587,1,1,0
