,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
11446,Autovettura,0,0,2,0,0.0,"41,88973","12,49905",1,1,0
18786,Autovettura,0,0,3,0,0.0,41.8933,12.487,1,1,0
18785,Autovettura,0,0,3,0,0.0,41.8933,12.487,1,1,0
18784,Autovettura,0,0,3,0,0.0,41.8933,12.487,1,1,0
18718,Autovettura,0,0,3,0,0.0,41.7208,12.5122,1,1,1
18717,Autovettura,0,0,3,0,0.0,41.7208,12.5122,1,1,1
18716,Autovettura,0,0,3,0,0.0,41.7208,12.5122,1,1,1
18645,Autovettura,0,0,2,0,0.0,41.8123,12.425,1,2,1
18644,Autovettura,0,0,2,0,0.0,41.8123,12.425,1,2,1
18627,Autovettura,1,0,0,0,0.0,41.9429,12.4488,1,2,1
18597,Autovettura,0,0,2,0,0.0,42.0442,12.5662,1,2,1
18596,Autovettura,0,0,2,0,0.0,42.0442,12.5662,1,2,1
18566,Autovettura,0,0,1,0,0.0,41.9137,12.4934,1,1,1
18550,Autovettura,2,0,2,0,0.0,41.9086,12.6953,1,1,1
18549,Autovettura,2,0,2,0,0.0,41.9086,12.6953,1,1,1
18548,Autovettura,2,0,2,0,0.0,41.9086,12.6953,1,1,1
18547,Autovettura,2,0,2,0,0.0,41.9086,12.6953,1,1,0
18533,Autovettura,2,0,0,0,0.0,41.7861,12.463,1,1,1
18532,Autovettura,2,0,0,0,0.0,41.7861,12.463,1,1,1
18505,Autovettura,0,0,1,0,0.0,,,1,1,1
18455,Autovettura,0,0,1,0,0.0,41.8986,12.5728,1,1,0
18452,Motociclo,1,0,0,0,0.0,41.8089,12.4536,1,2,1
18423,Autovettura,0,0,3,0,0.0,41.7389,12.2534,1,2,0
18422,Autovettura,0,0,3,0,0.0,41.7389,12.2534,1,2,0
18421,Autovettura,0,0,3,0,0.0,41.7389,12.2534,1,2,0
18363,Autovettura,1,0,0,0,0.0,41.8653,12.5427,1,1,0
18345,Motociclo,0,0,1,0,0.0,41.7635,12.3142,1,2,0
18333,Autovettura,0,0,1,0,0.0,41.8709,12.5925,1,2,1
18787,Autovettura,0,0,1,0,0.0,41.9457,12.5262,1,2,1
18788,Autovettura,0,0,1,0,0.0,41.8396,12.5923,1,1,0
18789,Autovettura,0,0,1,0,0.0,41.8396,12.5923,1,1,1
18861,Autovettura,0,0,2,0,0.0,41.8764,12.6281,1,1,0
19563,Autovettura,0,0,1,0,0.0,41.7769,12.3469,1,1,0
19558,Motociclo,1,0,0,0,0.0,41.924,12.425,1,2,1
19493,Autovettura,0,0,3,0,0.0,41.9116,12.521,1,2,0
19492,Autocarro,0,0,3,0,0.0,41.9116,12.521,1,2,0
19491,Autocarro,0,0,3,0,0.0,41.9116,12.521,1,2,0
19471,Motociclo,0,0,1,0,0.0,41.8147,12.4605,4,1,1
19366,Autovettura,0,0,1,0,0.0,42.0217,12.3734,1,1,0
19325,Autovettura,0,0,1,0,0.0,,,1,1,1
19285,Motociclo,1,0,0,0,0.0,41.8187,12.6133,1,3,0
