,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
13814,Autovettura,1,0,2,0,0.0,"41,88807","12,47585",1,2,0
18554,Autovettura,0,0,6,0,0.0,41.899,12.5583,1,1,1
18553,Autovettura,0,0,6,0,0.0,41.899,12.5583,1,1,1
18552,Autovettura,0,0,6,0,0.0,41.899,12.5583,1,1,1
18551,Autovettura,0,0,6,0,0.0,41.899,12.5583,1,1,1
18544,Autovettura,0,0,3,0,0.0,41.8587,12.5605,1,2,0
18543,Autovettura,0,0,3,0,0.0,41.8587,12.5605,1,2,0
18542,Autovettura,0,0,3,0,0.0,41.8587,12.5605,1,2,0
18516,Autovettura,2,0,2,0,0.0,41.8702,12.5205,1,1,1
18515,Autovettura,2,0,2,0,0.0,41.8702,12.5205,1,1,0
18514,Autovettura,2,0,2,0,0.0,41.8702,12.5205,1,1,0
18555,Autovettura,0,0,6,0,0.0,41.899,12.5583,1,1,1
18513,Autovettura,2,0,2,0,0.0,41.8702,12.5205,1,1,0
18507,Autovettura,0,0,2,0,0.0,41.825,12.3042,1,2,0
18506,Autovettura,0,0,2,0,0.0,41.825,12.3042,1,2,0
18498,Autovettura,2,0,3,0,0.0,41.9041,12.661,1,2,1
18497,Autovettura,2,0,3,0,0.0,41.9041,12.661,1,2,1
18496,Autovettura,2,0,3,0,0.0,41.9041,12.661,1,2,1
18495,Autovettura,2,0,3,0,0.0,41.9041,12.661,1,2,1
18482,Autovettura,1,0,3,0,0.0,41.8568,12.5542,1,1,1
18481,Autovettura,1,0,3,0,0.0,41.8568,12.5542,1,1,0
18480,Autocarro,1,0,3,0,0.0,41.8568,12.5542,1,1,0
18479,Autocarro,1,0,3,0,0.0,41.8568,12.5542,1,1,0
18512,Autovettura,2,0,2,0,0.0,41.8702,12.5205,1,1,0
18478,Autocarro,1,0,3,0,0.0,41.8568,12.5542,1,1,0
18560,Autovettura,0,0,2,0,0.0,41.8327,12.4714,1,2,1
