,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
11402,Autovettura,1.0,0,0,0,0.0,41.807,12.5093,1.0,2,0
15330,Autovettura,1.0,0,1,0,0.0,41.8184,12.4829,1.0,1,0
15331,Autovettura,1.0,0,1,0,0.0,41.8184,12.4829,1.0,1,0
15377,Autovettura,1.0,0,0,0,0.0,,,1.0,1,1
15410,Autovettura,0.0,0,1,0,0.0,41.8902,12.435,1.0,2,1
15413,Autovettura,0.0,0,1,0,0.0,41.7364,12.2848,1.0,1,1
15420,Autovettura,0.0,0,0,0,0.0,41.9543,12.4755,1.0,2,1
15428,Motociclo,1.0,0,0,0,0.0,41.903,12.4866,4.0,2,1
15465,Autovettura,0.0,0,1,0,0.0,,,1.0,1,1
15470,Autovettura,1.0,0,0,0,0.0,41.9828,12.4137,1.0,1,0
15552,Autovettura,0.0,0,1,0,0.0,41.9018,12.4998,1.0,1,1
15587,Motociclo,1.0,0,0,0,0.0,41.8867,12.468,1.0,1,1
15593,Autovettura,1.0,0,0,0,0.0,41.7296,12.2981,1.0,2,0
15619,Autovettura,0.0,0,1,0,0.0,41.7376,12.2844,1.0,2,0
15623,Autovettura,0.0,0,4,0,0.0,41.8151,12.4516,1.0,2,0
15323,Motociclo,0.0,0,2,0,0.0,41.877,12.4819,1.0,2,0
15624,Autocarro,0.0,0,4,0,0.0,41.8151,12.4516,1.0,2,0
15626,Autocarro,0.0,0,4,0,0.0,41.8151,12.4516,1.0,2,0
15662,Autovettura,0.0,0,2,0,0.0,41.923,12.4778,1.0,2,0
15663,Autovettura,0.0,0,2,0,0.0,41.923,12.4778,1.0,2,0
15664,Autocarro,0.0,0,2,0,0.0,41.923,12.4778,1.0,2,1
15717,Autovettura,0.0,0,2,0,0.0,41.8595,12.4975,2.0,2,0
15718,Autovettura,0.0,0,2,0,0.0,41.8595,12.4975,2.0,2,0
15791,Autovettura,0.0,0,3,0,0.0,41.9099,12.5105,1.0,1,0
15792,Autovettura,0.0,0,3,0,0.0,41.9099,12.5105,1.0,1,0
15793,Autovettura,0.0,0,3,0,0.0,41.9099,12.5105,1.0,1,0
15810,Autovettura,0.0,0,1,0,0.0,41.8933,12.6155,1.0,1,1
15890,Autovettura,0.0,0,0,0,0.0,41.903,12.4859,1.0,2,1
15891,Autovettura,2.0,0,0,0,0.0,41.8848,12.476,1.0,1,0
