,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni,Severity
15528,Motociclo,1.0,0,2,0,0.0,41.9063,12.5521,1.0,1,0,1
15527,Autovettura,1.0,0,2,0,0.0,41.9063,12.5521,1.0,1,0,1
15512,Autovettura,0.0,0,1,0,0.0,41.945,12.5556,1.0,2,1,1
15511,Autovettura,0.0,0,1,0,0.0,41.945,12.5556,1.0,2,1,1
15498,Autovettura,0.0,0,1,0,0.0,41.8365,12.4877,1.0,1,1,1
15497,Autovettura,0.0,0,1,0,0.0,41.8365,12.4877,1.0,1,1,1
15385,Autovettura,0.0,0,1,0,0.0,41.8795,12.5063,1.0,2,1,1
15658,Autovettura,0.0,0,1,0,0.0,41.9246,12.4708,1.0,2,0,1
15822,Autovettura,0.0,0,1,0,0.0,41.9084,12.5215,1.0,2,1,1
15823,Autovettura,0.0,0,1,0,0.0,41.9084,12.5215,1.0,2,0,1
15937,Autovettura,0.0,0,1,0,0.0,,,1.0,1,1,1
16220,Autovettura,0.0,0,2,0,0.0,41.8928,12.5567,1.0,2,0,1
16219,Autovettura,0.0,0,2,0,0.0,41.8928,12.5567,1.0,2,0,1
16191,Autovettura,0.0,0,1,0,0.0,41.9156,12.5073,1.0,2,1,1
16190,Autovettura,0.0,0,1,0,0.0,41.9156,12.5073,1.0,2,0,1
16171,Autovettura,0.0,0,2,0,0.0,41.93,12.6277,1.0,1,1,1
16170,Autovettura,0.0,0,2,0,0.0,41.93,12.6277,1.0,1,0,1
16169,Autovettura,0.0,0,2,0,0.0,41.93,12.6277,1.0,1,0,1
16143,Autovettura,0.0,0,1,0,0.0,41.8956,12.5566,1.0,2,1,1
16142,Autocarro,0.0,0,1,0,0.0,41.8956,12.5566,1.0,2,1,1
16141,Autovettura,0.0,0,2,0,0.0,41.8969,12.5038,2.0,2,1,1
16140,Autovettura,0.0,0,2,0,0.0,41.8969,12.5038,2.0,2,1,1
16131,Autovettura,0.0,0,0,0,0.0,41.8798,12.5638,1.0,1,1,1
16130,Autovettura,0.0,0,0,0,0.0,41.8798,12.5638,1.0,1,1,1
16115,Autovettura,0.0,0,1,0,0.0,,,4.0,1,1,1
16114,Motociclo,0.0,0,1,0,0.0,,,4.0,1,1,1
16112,Autovettura,0.0,0,1,0,0.0,41.8782,12.4533,1.0,1,1,1
16111,Autocarro,0.0,0,1,0,0.0,41.8782,12.4533,1.0,1,1,1
15938,Autocarro,0.0,0,1,0,0.0,,,1.0,1,1,1
15941,Autovettura,0.0,0,1,0,0.0,41.8374,12.4353,2.0,1,0,1
15942,Autovettura,0.0,0,1,0,0.0,41.8374,12.4353,2.0,1,1,1
16021,Autovettura,0.0,0,2,0,0.0,41.9751,12.5337,2.0,2,0,1
16022,Autovettura,0.0,0,2,0,0.0,41.9751,12.5337,2.0,2,0,1
16035,Autocarro,1.0,0,0,0,0.0,41.916,12.4628,2.0,1,1,1
15384,Autocarro,0.0,0,1,0,0.0,41.8795,12.5063,1.0,2,0,1
16036,Autovettura,1.0,0,0,0,0.0,41.916,12.4628,2.0,1,1,1
16044,Autovettura,0.0,0,2,0,0.0,41.8921,12.476,2.0,3,1,1
16049,Motociclo,0.0,0,1,0,0.0,41.7293,12.288,1.0,1,0,1
16050,Autovettura,0.0,0,1,0,0.0,41.7293,12.288,1.0,1,1,1
16063,Autovettura,0.0,0,3,0,0.0,41.7285,12.2874,2.0,1,1,1
16064,Autovettura,0.0,0,3,0,0.0,41.7285,12.2874,2.0,1,1,1
16065,Autovettura,0.0,0,3,0,0.0,41.7285,12.2874,2.0,1,0,1
16043,Autovettura,0.0,0,2,0,0.0,41.8921,12.476,2.0,3,1,1
16263,Autovettura,0.0,0,1,0,0.0,41.8609,12.6928,2.0,2,0,1
15347,Autovettura,0.0,0,2,0,0.0,41.8919,12.5615,1.0,1,1,1
15305,Autovettura,0.0,0,3,0,0.0,41.9154,12.415,1.0,2,0,1
14797,Autovettura,0.0,0,1,0,0.0,41.8047,12.4447,1.0,1,1,1
14774,Autovettura,0.0,0,1,0,0.0,41.9134,12.4514,1.0,2,1,1
14773,Autovettura,0.0,0,1,0,0.0,41.9134,12.4514,1.0,2,1,1
14766,Autovettura,0.0,0,1,0,0.0,41.8915,12.4848,1.0,2,1,1
14765,Autovettura,0.0,0,1,0,0.0,41.8915,12.4848,1.0,2,1,1
14750,Autovettura,0.0,0,0,0,0.0,41.8735,12.5302,1.0,1,1,1
14749,Autovettura,0.0,0,0,0,0.0,41.8735,12.5302,1.0,1,1,1
14735,Autovettura,0.0,0,0,0,0.0,41.8909,12.5266,1.0,1,1,1
14723,Autovettura,0.0,0,0,0,0.0,,,1.0,1,1,1
14722,Autovettura,0.0,0,0,0,0.0,,,1.0,1,1,1
14721,Autovettura,0.0,0,0,0,0.0,,,1.0,1,1,1
14701,Autocarro,0.0,0,2,0,0.0,,,1.0,1,1,1
14700,Autovettura,0.0,0,2,0,0.0,,,1.0,1,1,1
14699,Autovettura,0.0,0,2,0,0.0,41.7407,12.2698,1.0,1,1,1
14798,Autovettura,0.0,0,1,0,0.0,41.8047,12.4447,1.0,1,1,1
14698,Autovettura,0.0,0,2,0,0.0,41.7407,12.2698,1.0,1,0,1
14675,Autovettura,0.0,0,1,0,0.0,41.9077,12.499,1.0,2,1,1
14660,Autovettura,0.0,0,1,0,0.0,41.8893,12.5765,1.0,2,1,1
14659,Autovettura,0.0,0,1,0,0.0,41.8893,12.5765,1.0,2,0,1
14637,Autovettura,0.0,0,1,0,0.0,41.9226,12.5027,1.0,2,1,1
14636,Autovettura,0.0,0,1,0,0.0,41.9226,12.5027,1.0,2,1,1
14635,Autovettura,0.0,0,1,0,0.0,41.9226,12.5027,1.0,2,0,1
14624,Autovettura,1.0,0,2,0,0.0,41.8263,12.4987,1.0,2,1,1
14623,Autovettura,1.0,0,2,0,0.0,41.8263,12.4987,1.0,2,1,1
14622,Autovettura,1.0,0,2,0,0.0,41.8263,12.4987,1.0,2,1,1
14577,Autocarro,0.0,0,1,0,0.0,41.8656,12.4647,1.0,1,0,1
14576,Autovettura,0.0,0,1,0,0.0,41.8656,12.4647,1.0,1,1,1
14553,Autovettura,0.0,0,1,0,0.0,41.8741,12.4846,1.0,1,1,1
14552,Autovettura,0.0,0,1,0,0.0,41.8741,12.4846,1.0,1,1,1
14549,Autovettura,0.0,0,2,0,0.0,41.8728,12.4893,1.0,2,0,1
14676,Autovettura,0.0,0,1,0,0.0,41.9077,12.499,1.0,2,0,1
14855,Autovettura,0.0,0,2,0,0.0,41.7853,12.3948,1.0,1,1,1
14856,Autovettura,0.0,0,2,0,0.0,41.7853,12.3948,1.0,1,0,1
14947,Autovettura,1.0,0,0,0,0.0,41.8882,12.5076,1.0,1,1,1
15304,Autocarro,0.0,0,3,0,0.0,41.9154,12.415,1.0,2,0,1
15303,Autocarro,0.0,0,3,0,0.0,41.9154,12.415,1.0,2,0,1
15298,Autovettura,1.0,0,1,0,0.0,41.8843,12.5114,1.0,2,0,1
15297,Autovettura,1.0,0,1,0,0.0,41.8843,12.5114,1.0,2,0,1
15284,Autovettura,0.0,0,0,0,0.0,41.8782,12.4727,1.0,1,1,1
15283,Autovettura,0.0,0,0,0,0.0,41.8782,12.4727,1.0,1,1,1
15259,Autovettura,0.0,0,1,0,0.0,41.9685,12.532,1.0,1,1,1
15258,Autovettura,0.0,0,1,0,0.0,41.9685,12.532,1.0,1,1,1
15257,Autovettura,0.0,0,2,0,0.0,41.9103,12.539,1.0,2,1,1
15256,Autovettura,0.0,0,2,0,0.0,41.9103,12.539,1.0,2,1,1
15255,Autovettura,0.0,0,2,0,0.0,41.9103,12.539,1.0,2,0,1
15250,Autovettura,0.0,0,1,0,0.0,41.9075,12.4202,1.0,1,1,1
15249,Autovettura,0.0,0,1,0,0.0,41.9075,12.4202,1.0,1,0,1
15229,Autovettura,0.0,0,1,0,0.0,41.8843,12.5114,1.0,1,1,1
15228,Autovettura,0.0,0,1,0,0.0,41.8843,12.5114,1.0,1,1,1
15227,Autovettura,0.0,0,1,0,0.0,41.8843,12.5114,1.0,1,1,1
15226,Autovettura,0.0,0,1,0,0.0,41.8843,12.5114,1.0,1,0,1
14948,Autovettura,1.0,0,0,0,0.0,41.8882,12.5076,1.0,1,1,1
15097,Autocarro,0.0,0,1,0,0.0,41.8163,12.6022,1.0,1,0,1
15098,Autovettura,0.0,0,1,0,0.0,41.8163,12.6022,1.0,1,1,1
15138,Autovettura,0.0,0,1,0,0.0,41.7305,12.2734,1.0,3,1,1
15139,Autovettura,0.0,0,1,0,0.0,41.7305,12.2734,1.0,3,0,1
15140,Autovettura,0.0,0,1,0,0.0,41.8824,12.591,1.0,2,1,1
15346,Autovettura,0.0,0,2,0,0.0,41.8919,12.5615,1.0,1,1,1
15141,Autovettura,0.0,0,1,0,0.0,41.8824,12.591,1.0,2,0,1
15169,Autovettura,0.0,0,1,0,0.0,41.8624,12.5679,1.0,2,1,1
15197,Autovettura,0.0,0,0,0,0.0,41.8443,12.4584,1.0,1,1,1
15198,Autovettura,0.0,0,0,0,0.0,41.8443,12.4584,1.0,1,1,1
15216,Autovettura,1.0,0,0,0,0.0,41.8923,12.5017,1.0,1,0,1
15217,Autovettura,1.0,0,0,0,0.0,41.8923,12.5017,1.0,1,1,1
15218,Autovettura,1.0,0,0,0,0.0,41.8923,12.5017,1.0,1,1,1
15168,Autovettura,0.0,0,1,0,0.0,41.8624,12.5679,1.0,2,1,1
16264,Autovettura,0.0,0,1,0,0.0,41.8609,12.6928,2.0,2,1,1
16295,Autovettura,0.0,0,2,0,0.0,41.87,12.4669,2.0,2,0,1
16296,Autocarro,0.0,0,2,0,0.0,41.87,12.4669,2.0,2,0,1
17159,Autovettura,0.0,0,1,0,0.0,41.9036,12.4429,1.0,2,1,1
17158,Autovettura,0.0,0,1,0,0.0,41.9036,12.4429,1.0,2,0,1
17119,Autovettura,0.0,0,1,0,0.0,41.8744,12.4467,1.0,1,1,1
17118,Autovettura,0.0,0,1,0,0.0,41.8744,12.4467,1.0,1,1,1
17117,Autovettura,0.0,0,1,0,0.0,41.8744,12.4467,1.0,1,1,1
17116,Motociclo,2.0,0,0,0,0.0,41.8957,12.4457,2.0,1,1,2
17115,Motociclo,2.0,0,0,0,0.0,41.8957,12.4457,2.0,1,1,2
17114,Autovettura,2.0,0,0,0,0.0,41.8957,12.4457,2.0,1,1,2
17113,Autovettura,2.0,0,0,0,0.0,41.8957,12.4457,2.0,1,1,2
17112,Autovettura,2.0,0,0,0,0.0,41.8957,12.4457,2.0,1,1,2
17111,Autovettura,2.0,0,0,0,0.0,41.8957,12.4457,2.0,1,1,2
17110,Autovettura,2.0,0,0,0,0.0,41.8957,12.4457,2.0,1,1,2
17061,Autovettura,0.0,0,1,0,0.0,41.8715,12.4435,1.0,1,1,1
17060,Autovettura,0.0,0,1,0,0.0,41.8715,12.4435,1.0,1,1,1
17227,Autovettura,0.0,0,3,0,0.0,41.9466,12.6006,1.0,1,0,1
17056,Autovettura,0.0,0,1,0,0.0,41.8971,12.5627,1.0,3,1,1
17051,Autovettura,1.0,0,0,0,0.0,41.8202,12.4716,1.0,1,1,1
17050,Autovettura,1.0,0,0,0,0.0,41.8202,12.4716,1.0,1,1,1
16973,Autovettura,0.0,0,2,0,0.0,41.9208,12.5471,1.0,2,0,1
16972,Autovettura,0.0,0,2,0,0.0,41.9208,12.5471,1.0,2,0,1
16964,Autovettura,0.0,0,2,0,0.0,41.9166,12.4979,1.0,3,1,1
16963,Autovettura,0.0,0,2,0,0.0,41.9166,12.4979,1.0,3,0,1
16909,Autovettura,0.0,0,1,0,0.0,41.895,12.4966,1.0,1,1,1
16908,Autovettura,0.0,0,1,0,0.0,41.895,12.4966,1.0,1,1,1
16894,Autovettura,0.0,0,1,0,0.0,41.9247,12.5109,1.0,1,0,1
16893,Autovettura,0.0,0,1,0,0.0,41.9247,12.5109,1.0,1,1,1
16889,Autovettura,1.0,0,1,0,0.0,41.891,12.5023,2.0,2,1,1
16888,Autovettura,1.0,0,1,0,0.0,41.891,12.5023,2.0,2,1,1
16887,Autovettura,1.0,0,1,0,0.0,41.891,12.5023,2.0,2,1,1
16875,Autovettura,0.0,0,0,0,0.0,41.7823,12.3374,1.0,2,1,1
17055,Autovettura,0.0,0,1,0,0.0,41.8971,12.5627,1.0,3,1,1
17228,Autovettura,0.0,0,3,0,0.0,41.9466,12.6006,1.0,1,0,1
17229,Autovettura,0.0,0,3,0,0.0,41.9466,12.6006,1.0,1,0,1
17264,Autovettura,1.0,0,1,0,0.0,41.8828,12.5341,1.0,2,0,1
17611,Autovettura,0.0,0,3,0,0.0,,,1.0,1,1,1
17610,Autovettura,0.0,0,3,0,0.0,,,1.0,1,1,1
17601,Autovettura,0.0,0,1,0,0.0,41.907,12.5367,1.0,2,0,1
17600,Autovettura,0.0,0,1,0,0.0,41.907,12.5367,1.0,2,1,1
17590,Autovettura,0.0,0,2,0,0.0,41.9084,12.5344,1.0,2,0,1
17589,Autovettura,0.0,0,2,0,0.0,41.9084,12.5344,1.0,2,0,1
17580,Autovettura,0.0,0,0,0,0.0,41.9179,12.5092,1.0,2,1,1
17555,Autovettura,0.0,0,2,0,0.0,41.934,12.4892,1.0,2,0,1
17554,Autovettura,0.0,0,2,0,0.0,41.934,12.4892,1.0,2,0,1
17545,Autocarro,0.0,0,2,0,0.0,41.881,12.5702,1.0,2,0,1
17544,Autovettura,0.0,0,2,0,0.0,41.881,12.5702,1.0,2,0,1
17487,Autovettura,0.0,0,1,0,0.0,41.869,12.4933,1.0,1,1,1
17486,Autovettura,0.0,0,1,0,0.0,41.869,12.4933,1.0,1,0,1
17417,Autovettura,0.0,0,1,0,0.0,41.8612,12.419,1.0,3,0,1
17416,Autovettura,0.0,0,1,0,0.0,41.8612,12.419,1.0,3,1,1
17407,Autovettura,0.0,0,2,0,0.0,41.8887,12.5282,1.0,2,1,1
17406,Autovettura,0.0,0,2,0,0.0,41.8887,12.5282,1.0,2,0,1
17265,Autovettura,1.0,0,1,0,0.0,41.8828,12.5341,1.0,2,0,1
17269,Autovettura,0.0,0,1,0,0.0,41.9238,12.5068,1.0,2,0,1
17270,Autovettura,0.0,0,1,0,0.0,41.9238,12.5068,1.0,2,1,1
17271,Autovettura,0.0,0,2,0,0.0,41.7339,12.2715,1.0,2,0,1
17272,Autovettura,0.0,0,2,0,0.0,41.7339,12.2715,1.0,2,0,1
17297,Autovettura,0.0,0,2,0,0.0,41.8952,12.4455,1.0,2,1,1
16874,Autovettura,0.0,0,0,0,0.0,41.7823,12.3374,1.0,2,1,1
17298,Autovettura,0.0,0,2,0,0.0,41.8952,12.4455,1.0,2,1,1
17336,Autocarro,0.0,0,2,0,0.0,41.8748,12.4915,1.0,2,1,1
17337,Autovettura,0.0,0,1,0,0.0,41.893,12.4966,1.0,1,1,1
17338,Autovettura,0.0,0,1,0,0.0,41.893,12.4966,1.0,1,1,1
17362,Autovettura,0.0,0,2,0,0.0,41.8712,12.4492,1.0,2,0,1
17363,Autovettura,0.0,0,2,0,0.0,41.8712,12.4492,1.0,2,0,1
17405,Autovettura,0.0,0,2,0,0.0,41.8887,12.5282,1.0,2,0,1
17335,Autovettura,0.0,0,2,0,0.0,41.8748,12.4915,1.0,2,1,1
16873,Autovettura,0.0,0,1,0,0.0,41.9167,12.4549,2.0,1,1,1
16872,Autovettura,0.0,0,1,0,0.0,41.9167,12.4549,2.0,1,1,1
16871,Autovettura,0.0,0,1,0,0.0,41.9007,12.481,1.0,1,1,1
16541,Autovettura,1.0,0,4,0,0.0,41.7329,12.2741,2.0,2,1,1
16540,Autovettura,1.0,0,4,0,0.0,41.7329,12.2741,2.0,2,1,1
16539,Autovettura,1.0,0,4,0,0.0,41.7329,12.2741,2.0,2,1,1
16538,Autovettura,1.0,0,4,0,0.0,41.7329,12.2741,2.0,2,0,1
16508,Autovettura,0.0,0,2,0,0.0,41.869,12.6744,2.0,1,1,1
16507,Autovettura,0.0,0,2,0,0.0,41.869,12.6744,2.0,1,1,1
16471,Autovettura,0.0,0,1,0,0.0,41.9031,12.4586,2.0,2,1,1
16470,Autovettura,0.0,0,1,0,0.0,41.9031,12.4586,2.0,2,1,1
16469,Autovettura,0.0,0,1,0,0.0,41.9012,12.4716,2.0,2,1,1
16468,Autovettura,0.0,0,1,0,0.0,41.9012,12.4716,2.0,2,1,1
16429,Autovettura,0.0,0,0,0,0.0,41.895,12.5903,5.0,1,1,1
16428,Autovettura,0.0,0,0,0,0.0,41.895,12.5903,5.0,1,1,1
16413,Autovettura,0.0,0,1,0,0.0,41.8398,12.5884,1.0,2,1,1
16412,Autovettura,0.0,0,1,0,0.0,41.8398,12.5884,1.0,2,1,1
16407,Autovettura,0.0,0,1,0,0.0,41.911,12.5242,1.0,1,1,1
16406,Autovettura,0.0,0,1,0,0.0,41.911,12.5242,1.0,1,1,1
16360,Autovettura,1.0,0,6,0,0.0,41.8813,12.4975,3.0,3,1,1
16313,Autovettura,0.0,0,1,0,0.0,41.9206,12.5466,2.0,2,0,1
16314,Motociclo,0.0,0,1,0,0.0,41.9206,12.5466,2.0,2,1,1
16327,Autovettura,0.0,0,2,0,0.0,41.9056,12.4652,1.0,2,1,1
16328,Autovettura,0.0,0,2,0,0.0,41.9056,12.4652,1.0,2,1,1
16339,Motociclo,1.0,0,1,0,0.0,,,1.0,1,1,1
16340,Motociclo,1.0,0,1,0,0.0,,,1.0,1,1,1
16542,Autovettura,1.0,0,4,0,0.0,41.7329,12.2741,2.0,2,0,1
16341,Autocarro,0.0,0,1,0,0.0,41.9202,12.4774,2.0,2,1,1
16354,Autovettura,1.0,0,6,0,0.0,41.8813,12.4975,3.0,3,1,1
16355,Autovettura,1.0,0,6,0,0.0,41.8813,12.4975,3.0,3,1,1
16356,Autovettura,1.0,0,6,0,0.0,41.8813,12.4975,3.0,3,1,1
16357,Autovettura,1.0,0,6,0,0.0,41.8813,12.4975,3.0,3,1,1
16358,Autovettura,1.0,0,6,0,0.0,41.8813,12.4975,3.0,3,1,1
16359,Autovettura,1.0,0,6,0,0.0,41.8813,12.4975,3.0,3,1,1
16342,Autocarro,0.0,0,1,0,0.0,41.9202,12.4774,2.0,2,1,1
14548,Autovettura,0.0,0,2,0,0.0,41.8728,12.4893,1.0,2,0,1
16548,Autovettura,0.0,0,0,0,0.0,41.8845,12.5611,2.0,1,1,1
16550,Autovettura,0.0,0,0,0,0.0,41.9476,12.5421,2.0,2,1,1
16870,Autovettura,0.0,0,1,0,0.0,41.9007,12.481,1.0,1,1,1
16869,Autovettura,0.0,0,2,0,0.0,41.9158,12.4626,1.0,2,1,1
16868,Motociclo,0.0,0,2,0,0.0,41.9158,12.4626,1.0,2,1,1
16853,Autovettura,0.0,0,1,0,0.0,41.9442,12.5476,2.0,2,1,1
16852,Autocarro,0.0,0,1,0,0.0,41.9442,12.5476,2.0,2,1,1
16818,Autovettura,0.0,0,1,0,0.0,41.9162,12.4972,2.0,3,1,1
16817,Autovettura,0.0,0,1,0,0.0,41.9162,12.4972,2.0,3,0,1
16727,Motociclo,1.0,0,1,0,0.0,41.8801,12.5665,2.0,2,0,1
16726,Autovettura,1.0,0,1,0,0.0,41.8801,12.5665,2.0,2,0,1
16715,Autovettura,0.0,0,2,0,0.0,41.7679,12.3722,2.0,1,1,1
16714,Autovettura,0.0,0,2,0,0.0,41.7679,12.3722,2.0,1,0,1
16713,Autovettura,0.0,0,2,0,0.0,41.7679,12.3722,2.0,1,1,1
16703,Autovettura,0.0,0,1,0,0.0,41.8711,12.5324,5.0,1,1,1
16702,Autovettura,0.0,0,1,0,0.0,41.8711,12.5324,5.0,1,0,1
16701,Autovettura,0.0,0,2,0,0.0,,,1.0,1,0,1
16700,Autovettura,0.0,0,2,0,0.0,,,1.0,1,1,1
16667,Autovettura,0.0,0,0,0,0.0,41.8883,12.5243,5.0,1,1,1
16551,Autovettura,0.0,0,0,0,0.0,41.9476,12.5421,2.0,2,1,1
16561,Autovettura,0.0,0,1,0,0.0,41.8933,12.4877,1.0,1,0,1
16562,Autovettura,0.0,0,1,0,0.0,41.8933,12.4877,1.0,1,1,1
16570,Autovettura,0.0,0,0,0,0.0,41.7361,12.3634,1.0,2,1,1
16584,Autocarro,0.0,0,3,0,0.0,41.823,12.4701,2.0,1,0,1
16585,Autocarro,0.0,0,3,0,0.0,41.823,12.4701,2.0,1,0,1
16549,Autovettura,0.0,0,0,0,0.0,41.8845,12.5611,2.0,1,1,1
16586,Autovettura,0.0,0,3,0,0.0,41.823,12.4701,2.0,1,0,1
16616,Autovettura,0.0,0,3,0,0.0,41.8735,12.6294,2.0,2,0,1
16617,Autovettura,0.0,0,3,0,0.0,41.8735,12.6294,2.0,2,0,1
16628,Autovettura,0.0,0,2,0,0.0,41.8984,12.4254,2.0,1,0,1
16629,Autovettura,0.0,0,2,0,0.0,41.8984,12.4254,2.0,1,0,1
16665,Autovettura,0.0,0,1,0,0.0,41.9101,12.5193,1.0,1,1,1
16666,Autovettura,0.0,0,1,0,0.0,41.9101,12.5193,1.0,1,1,1
16615,Autovettura,0.0,0,3,0,0.0,41.8735,12.6294,2.0,2,1,1
17612,Autovettura,0.0,0,3,0,0.0,,,1.0,1,1,1
14489,Autovettura,0.0,0,2,0,0.0,41.8929,12.4915,1.0,2,1,1
14487,Autovettura,0.0,0,2,0,0.0,41.8929,12.4915,1.0,2,1,1
12505,Autovettura,0.0,0,0,0,0.0,41.8712,12.5802,1.0,1,1,1
12504,Autovettura,0.0,0,0,0,0.0,41.8712,12.5802,1.0,1,1,1
12444,Autocarro,0.0,0,2,0,0.0,41.9088,12.5629,1.0,1,0,1
12443,Autovettura,0.0,0,2,0,0.0,41.9088,12.5629,1.0,1,0,1
12429,Autovettura,0.0,0,0,0,0.0,41.9124,12.5361,1.0,2,1,1
12428,Autovettura,0.0,0,0,0,0.0,41.9124,12.5361,1.0,2,1,1
12427,Autovettura,0.0,0,1,0,0.0,41.8918,12.5566,1.0,1,1,1
12426,Autovettura,0.0,0,1,0,0.0,41.8918,12.5566,1.0,1,1,1
12386,Autovettura,0.0,0,2,0,0.0,41.9014,12.698,1.0,2,0,1
12385,Autovettura,0.0,0,2,0,0.0,41.9014,12.698,1.0,2,0,1
12380,Autovettura,1.0,0,0,0,0.0,41.8091,12.432,1.0,1,1,1
12379,Autovettura,1.0,0,0,0,0.0,41.8091,12.432,1.0,1,1,1
12378,Autovettura,1.0,0,0,0,0.0,41.8091,12.432,1.0,1,1,1
12377,Autovettura,1.0,0,0,0,0.0,41.8091,12.432,1.0,1,1,1
12509,Autovettura,0.0,0,2,0,0.0,41.9208,12.3856,1.0,1,0,1
12306,Autovettura,0.0,0,1,0,0.0,41.9154,12.4042,1.0,1,1,1
12287,Motociclo,0.0,0,3,0,0.0,41.8713,12.4497,1.0,2,0,1
12286,Autovettura,0.0,0,3,0,0.0,41.8713,12.4497,1.0,2,0,1
12285,Autovettura,0.0,0,3,0,0.0,41.8713,12.4497,1.0,2,0,1
12266,Autocarro,0.0,0,2,0,0.0,41.8682,12.4507,1.0,2,0,1
12265,Autovettura,0.0,0,2,0,0.0,41.8682,12.4507,1.0,2,0,1
12263,Autovettura,0.0,0,1,0,0.0,41.9474,12.5365,1.0,2,1,1
12262,Autovettura,0.0,0,1,0,0.0,41.9474,12.5365,1.0,2,1,1
12261,Autovettura,0.0,0,1,0,0.0,41.9474,12.5365,1.0,2,1,1
12260,Autovettura,0.0,0,0,0,0.0,41.9173,12.443,1.0,1,1,1
12244,Autovettura,0.0,0,1,0,0.0,,,1.0,1,1,1
12243,Autovettura,0.0,0,1,0,0.0,,,1.0,1,1,1
12210,Autovettura,1.0,0,0,0,0.0,41.8762,12.4257,1.0,2,1,1
12209,Autovettura,1.0,0,0,0,0.0,41.8762,12.4257,1.0,2,0,1
12149,Autovettura,0.0,0,3,0,0.0,,,1.0,1,1,1
12305,Autocarro,0.0,0,1,0,0.0,41.9154,12.4042,1.0,1,0,1
12510,Autovettura,0.0,0,2,0,0.0,41.9208,12.3856,1.0,1,0,1
12552,Autocarro,0.0,0,1,0,0.0,41.9743,12.5137,1.0,2,1,1
12553,Autovettura,0.0,0,1,0,0.0,41.9743,12.5137,1.0,2,1,1
12926,Autovettura,0.0,0,1,0,0.0,41.8666,12.465,1.0,3,1,1
12925,Autovettura,0.0,0,1,0,0.0,41.8666,12.465,1.0,3,0,1
12912,Autovettura,0.0,0,0,0,0.0,41.8541,12.4494,1.0,2,1,1
12911,Autovettura,0.0,0,0,0,0.0,41.8541,12.4494,1.0,2,1,1
12865,Motociclo,0.0,0,1,0,0.0,41.8932,12.6167,1.0,2,1,1
12864,Autovettura,0.0,0,1,0,0.0,41.8932,12.6167,1.0,2,1,1
12840,Autovettura,0.0,0,4,0,0.0,41.8203,12.48,1.0,2,1,1
12839,Autovettura,0.0,0,4,0,0.0,41.8203,12.48,1.0,2,1,1
12838,Autovettura,0.0,0,4,0,0.0,41.8203,12.48,1.0,2,1,1
12837,Autovettura,0.0,0,4,0,0.0,41.8203,12.48,1.0,2,1,1
12766,Autovettura,0.0,0,1,0,0.0,41.9204,12.4561,1.0,1,1,1
12765,Autovettura,0.0,0,1,0,0.0,41.9204,12.4561,1.0,1,1,1
12725,Autovettura,0.0,0,1,0,0.0,41.9263,12.527,1.0,1,1,1
