,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
14370,Autovettura,0,0,5,0,0.0,"41,8623","12,47904",3,1,0
18799,Autovettura,0,0,2,0,0.0,41.9452,12.5529,1,2,0
18798,Autovettura,0,0,2,0,0.0,41.9452,12.5529,1,2,0
18795,Autovettura,0,0,2,0,0.0,41.8772,12.5508,1,1,1
18794,Autovettura,0,0,2,0,0.0,41.8772,12.5508,1,1,1
18775,Motociclo,1,0,5,0,0.0,41.8751,12.4962,1,2,1
18774,Autovettura,1,0,5,0,0.0,41.8751,12.4962,1,2,1
18773,Autovettura,1,0,5,0,0.0,41.8751,12.4962,1,2,1
18772,Autovettura,1,0,5,0,0.0,41.8751,12.4962,1,2,1
18771,Autovettura,1,0,5,0,0.0,41.8751,12.4962,1,2,1
18770,Autovettura,1,0,5,0,0.0,41.8751,12.4962,1,2,1
18769,Autovettura,0,0,6,0,0.0,41.8393,12.4737,1,1,1
18768,Autovettura,0,0,6,0,0.0,41.8393,12.4737,1,1,1
18802,Autovettura,1,0,2,0,0.0,41.8815,12.3569,1,3,0
18767,Autovettura,0,0,6,0,0.0,41.8393,12.4737,1,1,1
18765,Autovettura,0,0,6,0,0.0,41.8393,12.4737,1,1,1
18764,Autovettura,0,0,6,0,0.0,41.8393,12.4737,1,1,1
18753,Autovettura,0,0,4,0,0.0,41.9861,12.4921,1,3,0
18752,Autovettura,0,0,4,0,0.0,41.9861,12.4921,1,3,0
18751,Autovettura,0,0,4,0,0.0,41.9861,12.4921,1,3,0
18750,Autovettura,0,0,4,0,0.0,41.9861,12.4921,1,3,0
18749,Autovettura,0,0,4,0,0.0,42.0,12.4865,1,2,0
18748,Autovettura,0,0,4,0,0.0,42.0,12.4865,1,2,1
18747,Autovettura,0,0,4,0,0.0,42.0,12.4865,1,2,1
