,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
9962,Autovettura,0,0,1,0,0.0,41.7768,12.5375,1,2,0
13840,Autocarro,1,0,0,0,0.0,41.6976,12.5311,1,2,0
13891,Autovettura,0,0,1,0,0.0,41.6892,12.4452,2,1,1
13901,Autovettura,0,0,2,0,0.0,41.7096,12.4246,2,1,1
13902,Autovettura,0,0,2,0,0.0,41.7096,12.4246,2,1,1
13903,Autovettura,1,0,0,0,0.0,42.0132,12.3653,2,1,0
13930,Autocarro,2,0,0,0,0.0,41.9103,12.7621,2,1,0
13931,Autocarro,2,0,0,0,0.0,41.9103,12.7621,2,1,0
13965,Autovettura,1,0,0,0,0.0,41.9245,12.4324,2,2,0
13972,Motociclo,1,0,0,0,0.0,41.9399,12.4235,2,2,0
14078,Autovettura,0,0,1,0,0.0,41.9107,12.4817,2,3,1
13834,Autovettura,0,0,1,0,0.0,41.8861,12.4012,3,1,0
14083,Autovettura,0,0,4,0,0.0,41.9275,12.475,2,3,0
14085,Autovettura,0,0,4,0,0.0,41.9275,12.475,2,3,0
14086,Motociclo,0,0,4,0,0.0,41.9275,12.475,2,3,0
14197,Autovettura,1,0,1,0,0.0,41.9237,12.5201,2,3,0
14198,Motociclo,1,0,1,0,0.0,41.9237,12.5201,2,3,1
14330,Motociclo,0,0,1,0,0.0,41.9402,12.4813,1,2,0
14464,Autovettura,0,0,2,0,0.0,41.8794,12.5277,1,1,0
14465,Motociclo,0,0,2,0,0.0,41.8794,12.5277,1,1,0
14575,Autovettura,0,0,2,0,0.0,42.0131,12.4765,1,2,0
14576,Autovettura,0,0,2,0,0.0,42.0131,12.4765,1,2,0
15170,Motociclo,1,0,0,0,0.0,41.9104,12.4909,1,2,1
14084,Autovettura,0,0,4,0,0.0,41.9275,12.475,2,3,0
15234,Motociclo,1,0,0,0,0.0,41.8923,12.4324,1,1,1
13813,Autocarro,0,0,3,0,0.0,41.7602,12.3755,2,2,0
13811,Autocarro,0,0,3,0,0.0,41.7602,12.3755,2,2,0
10046,Motociclo,1,0,3,0,0.0,41.888,12.4039,1,2,1
10047,Autovettura,1,0,3,0,0.0,41.888,12.4039,1,2,0
10048,Autovettura,1,0,3,0,0.0,41.888,12.4039,1,2,0
10049,Autovettura,1,0,3,0,0.0,41.888,12.4039,1,2,0
10096,Motociclo,1,0,0,0,0.0,41.8237,12.6443,1,2,1
10123,Autovettura,1,0,1,0,0.0,41.9457,12.4692,1,2,1
10124,Motociclo,1,0,1,0,0.0,41.9457,12.4692,1,2,1
10764,Autovettura,0,0,2,0,0.0,41.8994,12.528,1,3,1
10765,Autovettura,0,0,2,0,0.0,41.8994,12.528,1,3,1
11231,Autovettura,0,0,1,0,0.0,41.9214,12.5469,1,2,1
13812,Autocarro,0,0,3,0,0.0,41.7602,12.3755,2,2,0
