,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
7743,Autovettura,0,0,2,0,0.0,41.9298,12.4845,1,2,0
9617,Motociclo,1,0,0,0,0.0,41.8985,12.4951,1,1,1
9825,Autovettura,1,0,1,0,0.0,41.9479,12.4143,2,2,1
9826,Autovettura,1,0,1,0,0.0,41.9479,12.4143,2,2,1
9906,Motociclo,1,0,0,0,0.0,41.8771,12.4808,1,2,1
10042,Motociclo,2,0,0,0,0.0,41.8584,12.4895,1,1,0
10043,Motociclo,2,0,0,0,0.0,41.8584,12.4895,1,1,0
10094,Motociclo,1,0,0,0,0.0,41.8691,12.5379,1,2,0
10382,Autovettura,1,0,0,0,0.0,41.8824,12.4864,1,2,0
10620,Autovettura,1,0,1,0,0.0,41.8875,12.4788,2,2,0
10621,Motociclo,1,0,1,0,0.0,41.8875,12.4788,2,2,1
10814,Motociclo,0,0,0,0,0.0,41.8623,12.5469,1,2,1
10878,Motociclo,1,0,1,0,0.0,41.8634,12.4692,1,2,0
10879,Motociclo,1,0,1,0,0.0,41.8634,12.4692,1,2,0
11066,Motociclo,1,0,1,0,0.0,41.8718,12.5129,1,1,0
11067,Autovettura,1,0,1,0,0.0,41.8718,12.5129,1,1,0
11197,Autovettura,0,0,2,0,0.0,41.8548,12.5302,1,1,0
11198,Autovettura,0,0,2,0,0.0,41.8548,12.5302,1,1,0
11432,Autovettura,1,0,1,0,0.0,41.925,12.4232,1,2,0
11433,Motociclo,1,0,1,0,0.0,41.925,12.4232,1,2,1
9576,Autovettura,1,0,1,0,0.0,41.9026,12.4261,1,2,0
9575,Autovettura,1,0,1,0,0.0,41.9026,12.4261,1,2,0
9534,Motociclo,1,0,1,0,0.0,41.875,12.5132,1,2,0
9533,Autovettura,1,0,1,0,0.0,41.875,12.5132,1,2,0
8099,Autovettura,1,0,0,0,0.0,41.8822,12.4766,3,2,1
8292,Motociclo,2,0,1,0,0.0,41.8704,12.4569,4,1,0
8293,Motociclo,2,0,1,0,0.0,41.8704,12.4569,4,1,1
8294,Autovettura,2,0,1,0,0.0,41.8704,12.4569,4,1,0
8352,Motociclo,1,0,0,0,0.0,41.9363,12.538,1,2,0
8531,Autovettura,1,0,1,0,0.0,41.9947,12.4552,1,2,0
8532,Motociclo,1,0,1,0,0.0,41.9947,12.4552,1,2,1
8682,Motociclo,2,0,0,0,0.0,41.8732,12.5957,1,1,0
8683,Motociclo,2,0,0,0,0.0,41.8732,12.5957,1,1,0
11488,Motociclo,1,0,0,0,0.0,41.8637,12.4975,1,2,0
8684,Autovettura,2,0,0,0,0.0,41.8732,12.5957,1,1,1
9015,Autovettura,2,0,1,0,0.0,41.9034,12.488,1,1,0
9016,Autocarro,2,0,1,0,0.0,41.9034,12.488,1,1,1
9072,Autovettura,1,0,1,0,0.0,41.8797,12.5733,1,1,0
9073,Motociclo,1,0,1,0,0.0,41.8797,12.5733,1,1,0
9137,Motociclo,1,0,0,0,0.0,41.9229,12.5121,1,2,1
9263,Autovettura,1,0,1,0,0.0,41.9247,12.4064,1,2,1
9264,Motociclo,1,0,1,0,0.0,41.9247,12.4064,1,2,0
9519,Autovettura,0,0,2,0,0.0,41.8784,12.5085,1,2,0
9520,Autovettura,0,0,2,0,0.0,41.8784,12.5085,1,2,0
