,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
9297,Autovettura,0,0,2,0,0.0,41.894,12.5743,1,2,1
12385,Autovettura,1,0,1,0,0.0,41.9828,12.4137,1,2,0
12347,Autovettura,0,0,4,0,0.0,41.7308,12.3491,1,2,1
12346,Autovettura,0,0,4,0,0.0,41.7308,12.3491,1,2,1
12345,Autovettura,0,0,4,0,0.0,41.7308,12.3491,1,2,1
12344,Autovettura,0,0,4,0,0.0,41.7308,12.3491,1,2,1
12333,Autovettura,1,0,2,0,0.0,41.7384,12.2576,1,2,1
12386,Autovettura,1,0,1,0,0.0,41.9828,12.4137,1,2,0
12332,Autovettura,1,0,2,0,0.0,41.7384,12.2576,1,2,0
12330,Autovettura,1,0,2,0,0.0,41.7384,12.2576,1,2,0
12325,Autocarro,1,0,1,0,0.0,41.9174,12.3885,1,2,0
12324,Autovettura,1,0,1,0,0.0,41.9174,12.3885,1,2,0
12320,Motociclo,1,0,3,0,0.0,41.9888,12.4003,1,2,0
12319,Autovettura,1,0,3,0,0.0,41.9888,12.4003,1,2,0
12318,Autovettura,1,0,3,0,0.0,41.9888,12.4003,1,2,0
12331,Autovettura,1,0,2,0,0.0,41.7384,12.2576,1,2,1
12317,Autovettura,1,0,3,0,0.0,41.9888,12.4003,1,2,0
12403,Autovettura,0,0,5,0,0.0,41.8753,12.5973,1,2,1
12405,Autovettura,0,0,5,0,0.0,41.8753,12.5973,1,2,1
12448,Motociclo,1,0,1,0,0.0,41.9923,12.5141,1,2,0
12447,Autovettura,1,0,1,0,0.0,41.9923,12.5141,1,2,0
12436,Autovettura,2,0,2,0,0.0,41.8553,12.4505,1,2,1
12435,Autovettura,2,0,2,0,0.0,41.8553,12.4505,1,2,1
12434,Autovettura,2,0,2,0,0.0,41.8553,12.4505,1,2,0
12433,Autovettura,2,0,2,0,0.0,41.8553,12.4505,1,2,1
12404,Autovettura,0,0,5,0,0.0,41.8753,12.5973,1,2,1
12432,Autovettura,2,0,2,0,0.0,41.8553,12.4505,1,2,0
12430,Autovettura,0,0,2,0,0.0,41.8577,12.389,1,3,1
12429,Autovettura,0,0,2,0,0.0,41.8577,12.389,1,3,1
12428,Autovettura,0,0,2,0,0.0,41.8563,12.4527,1,2,1
12427,Autocarro,0,0,2,0,0.0,41.8563,12.4527,1,2,1
12407,Autovettura,0,0,5,0,0.0,41.8753,12.5973,1,2,1
12406,Autovettura,0,0,5,0,0.0,41.8753,12.5973,1,2,1
12431,Autovettura,2,0,2,0,0.0,41.8553,12.4505,1,2,0
12449,Autocarro,2,0,1,0,0.0,41.8879,12.5612,1,1,0
12316,Autovettura,1,0,0,0,0.0,41.8882,12.5635,1,1,1
12314,Autovettura,1,0,0,0,0.0,41.8882,12.5635,1,1,0
12274,Autovettura,0,0,6,0,0.0,41.7012,12.3443,1,2,0
12273,Autovettura,0,0,6,0,0.0,41.7012,12.3443,1,2,0
12272,Autovettura,1,0,1,0,0.0,41.7307,12.2849,1,2,1
12271,Motociclo,1,0,1,0,0.0,41.7307,12.2849,1,2,0
12270,Autovettura,1,0,1,0,0.0,41.7307,12.2849,1,2,0
12262,Autovettura,1,0,1,0,0.0,41.7765,12.3589,1,2,0
12275,Autovettura,0,0,6,0,0.0,41.7012,12.3443,1,2,0
12261,Autocarro,1,0,1,0,0.0,41.7765,12.3589,1,2,0
12258,Autovettura,1,0,1,0,0.0,41.9036,12.5035,1,1,0
12254,Autovettura,0,0,2,0,0.0,41.7832,12.3655,1,2,0
12253,Autovettura,0,0,2,0,0.0,41.7832,12.3655,1,2,0
12212,Autovettura,1,0,2,0,0.0,41.8554,12.6893,1,2,0
12211,Autovettura,1,0,2,0,0.0,41.8554,12.6893,1,2,1
12210,Autovettura,1,0,2,0,0.0,41.8554,12.6893,1,2,1
12259,Motociclo,1,0,1,0,0.0,41.9036,12.5035,1,1,0
12315,Autovettura,1,0,0,0,0.0,41.8882,12.5635,1,1,1
12276,Autovettura,0,0,6,0,0.0,41.7012,12.3443,1,2,0
12280,Autovettura,2,0,1,0,0.0,41.7308,12.3491,1,1,0
12313,Autovettura,1,0,0,0,0.0,41.8882,12.5635,1,1,1
12312,Autovettura,0,0,3,0,0.0,41.8074,12.63,1,2,0
12311,Autovettura,0,0,3,0,0.0,41.8074,12.63,1,2,0
12310,Autovettura,0,0,3,0,0.0,41.8074,12.63,1,2,0
12305,Autovettura,0,0,3,0,0.0,41.8698,12.5288,1,3,1
12304,Autovettura,0,0,3,0,0.0,41.8698,12.5288,1,3,0
12277,Autovettura,0,0,6,0,0.0,41.7012,12.3443,1,2,0
12303,Autovettura,0,0,3,0,0.0,41.8698,12.5288,1,3,0
12301,Motociclo,1,0,1,0,0.0,41.8713,12.5222,1,3,0
12300,Autovettura,1,0,1,0,0.0,41.8713,12.5222,1,3,0
12286,Autovettura,0,0,2,0,0.0,41.8315,12.5586,1,2,0
12285,Autovettura,0,0,2,0,0.0,41.8315,12.5586,1,2,0
12282,Autovettura,2,0,1,0,0.0,41.7308,12.3491,1,1,0
12281,Autovettura,2,0,1,0,0.0,41.7308,12.3491,1,1,0
12302,Autocarro,0,0,3,0,0.0,41.8698,12.5288,1,3,0
12450,Autovettura,2,0,1,0,0.0,41.8879,12.5612,1,1,0
12451,Autovettura,2,0,1,0,0.0,41.8879,12.5612,1,1,0
12461,Motociclo,1,0,1,0,0.0,41.9467,12.5185,1,2,0
12670,Autovettura,1,0,3,0,0.0,41.9432,12.5249,1,1,0
12669,Autovettura,1,0,3,0,0.0,41.9432,12.5249,1,1,0
12668,Autovettura,0,0,3,0,0.0,41.9077,12.4253,1,2,0
12667,Autovettura,0,0,3,0,0.0,41.9077,12.4253,1,2,0
12666,Autovettura,0,0,3,0,0.0,41.9077,12.4253,1,2,0
12660,Autovettura,0,0,3,0,0.0,41.8089,12.4536,1,2,1
12671,Autovettura,1,0,3,0,0.0,41.9432,12.5249,1,1,0
12659,Autovettura,0,0,3,0,0.0,41.8089,12.4536,1,2,1
12629,Autovettura,1,0,1,0,0.0,41.9233,12.4697,1,2,0
12628,Autovettura,1,0,1,0,0.0,41.9233,12.4697,1,2,0
12587,Autovettura,1,0,1,0,0.0,41.8853,12.4664,1,1,1
12586,Autovettura,1,0,1,0,0.0,41.8853,12.4664,1,1,1
12585,Motociclo,0,0,2,0,0.0,42.0,12.4865,1,1,0
12584,Autocarro,0,0,2,0,0.0,42.0,12.4865,1,1,0
12658,Autovettura,0,0,3,0,0.0,41.8089,12.4536,1,2,1
12564,Autovettura,0,0,2,0,0.0,41.9228,12.6339,1,1,0
12672,Autovettura,1,0,3,0,0.0,41.9432,12.5249,1,1,0
12685,Autovettura,1,0,2,0,0.0,41.7231,12.2969,1,2,0
12752,Autovettura,0,0,2,0,0.0,41.9088,12.4622,1,1,1
12747,Autovettura,2,0,0,0,0.0,41.9139,12.5701,1,2,1
12746,Autovettura,2,0,0,0,0.0,41.9139,12.5701,1,2,1
12723,Autovettura,2,0,2,0,0.0,41.9006,12.534,1,2,1
12722,Autovettura,2,0,2,0,0.0,41.9006,12.534,1,2,1
12721,Autovettura,2,0,2,0,0.0,41.9006,12.534,1,2,0
12684,Autovettura,1,0,2,0,0.0,41.7231,12.2969,1,2,0
12720,Autovettura,2,0,2,0,0.0,41.9006,12.534,1,2,0
12699,Autovettura,0,0,5,0,0.0,41.9162,12.5115,1,1,0
12698,Autovettura,0,0,5,0,0.0,41.9162,12.5115,1,1,0
12697,Autovettura,0,0,5,0,0.0,41.9162,12.5115,1,1,0
12692,Autovettura,1,0,1,0,0.0,41.943,12.3828,1,2,0
12691,Autovettura,1,0,1,0,0.0,41.943,12.3828,1,2,1
12686,Motociclo,1,0,2,0,0.0,41.7231,12.2969,1,2,1
12700,Autovettura,0,0,5,0,0.0,41.9162,12.5115,1,1,0
