,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni,Severity
16176,Autovettura,1.0,0,1,0,0.0,41.9291,12.4272,2.0,2,1,1
16148,Autovettura,1.0,0,1,0,0.0,41.8673,12.4962,3.0,1,0,1
16147,Autovettura,1.0,0,1,0,0.0,41.8673,12.4962,3.0,1,1,1
16105,Autocarro,1.0,0,1,0,0.0,41.9201,12.5031,2.0,2,0,1
16104,Autovettura,1.0,0,1,0,0.0,41.9201,12.5031,2.0,2,1,1
16100,Motociclo,1.0,0,1,0,0.0,,,1.0,1,1,1
16099,Autovettura,1.0,0,1,0,0.0,,,1.0,1,1,1
16083,Autovettura,1.0,0,1,0,0.0,41.9204,12.5094,2.0,2,0,1
16082,Autovettura,1.0,0,1,0,0.0,41.9204,12.5094,2.0,2,1,1
16013,Motociclo,1.0,0,1,0,0.0,41.902,12.4256,2.0,2,0,1
16012,Autovettura,1.0,0,1,0,0.0,41.902,12.4256,2.0,2,1,1
15573,Autovettura,1.0,0,1,0,0.0,41.9191,12.5093,1.0,2,1,1
16289,Autovettura,1.0,0,1,0,0.0,41.9088,12.4691,2.0,1,1,1
15572,Autovettura,0.0,0,1,0,0.0,41.9177,12.4993,1.0,3,1,1
15551,Autovettura,1.0,0,1,0,0.0,41.9149,12.5615,1.0,2,0,1
15243,Autovettura,1.0,0,2,0,0.0,41.8719,12.6215,1.0,1,0,1
15242,Autovettura,1.0,0,2,0,0.0,41.8719,12.6215,1.0,1,1,1
15241,Autovettura,1.0,0,2,0,0.0,41.8719,12.6215,1.0,1,1,1
15187,Autovettura,1.0,0,1,0,0.0,41.8692,12.4678,1.0,2,0,1
15186,Autovettura,1.0,0,1,0,0.0,41.8692,12.4678,1.0,2,1,1
15063,Motociclo,1.0,0,1,0,0.0,41.831,12.4645,1.0,2,1,1
15062,Autovettura,1.0,0,1,0,0.0,41.831,12.4645,1.0,2,1,1
15057,Autovettura,1.0,0,1,0,0.0,41.7835,12.4754,1.0,1,1,1
15299,Autovettura,1.0,0,0,0,0.0,41.9213,12.5469,1.0,2,1,1
15056,Autovettura,1.0,0,1,0,0.0,41.7835,12.4754,1.0,1,1,1
14969,Autovettura,1.0,0,1,0,0.0,41.7365,12.2772,1.0,2,1,1
14807,Autovettura,1.0,0,1,0,0.0,41.8226,12.5088,1.0,1,1,1
14806,Autovettura,1.0,0,1,0,0.0,41.8226,12.5088,1.0,1,1,1
14759,Autovettura,1.0,0,1,0,0.0,41.8905,12.5515,1.0,2,0,1
14758,Autovettura,1.0,0,1,0,0.0,41.8905,12.5515,1.0,2,1,1
14737,Autovettura,1.0,0,1,0,0.0,41.7369,12.2934,1.0,2,0,1
14736,Autovettura,1.0,0,1,0,0.0,41.7369,12.2934,1.0,2,1,1
14708,Autovettura,1.0,0,0,0,0.0,41.7326,12.2808,1.0,2,1,1
14970,Autovettura,1.0,0,1,0,0.0,41.7365,12.2772,1.0,2,0,1
15300,Autovettura,1.0,0,0,0,0.0,41.9213,12.5469,1.0,2,1,1
15343,Autovettura,1.0,0,1,0,0.0,41.9578,12.399,1.0,2,1,1
15344,Autovettura,1.0,0,1,0,0.0,41.9578,12.399,1.0,2,1,1
15550,Autovettura,1.0,0,1,0,0.0,41.9149,12.5615,1.0,2,1,1
15549,Autovettura,1.0,0,1,0,0.0,41.9339,12.6484,1.0,2,1,1
15548,Autovettura,1.0,0,1,0,0.0,41.9339,12.6484,1.0,2,1,1
15536,Motociclo,1.0,0,0,0,0.0,41.9132,12.5562,1.0,2,1,1
15535,Autovettura,1.0,0,0,0,0.0,41.9132,12.5562,1.0,2,1,1
15451,Autovettura,1.0,0,1,0,0.0,41.8103,12.4856,1.0,2,1,1
15450,Autovettura,1.0,0,1,0,0.0,41.8103,12.4856,1.0,2,1,1
15449,Motociclo,3.0,0,2,0,0.0,41.8933,12.6155,1.0,2,0,3
15448,Autovettura,3.0,0,2,0,0.0,41.8933,12.6155,1.0,2,0,3
15447,Autovettura,3.0,0,2,0,0.0,41.8933,12.6155,1.0,2,0,3
15446,Autovettura,3.0,0,2,0,0.0,41.8933,12.6155,1.0,2,1,3
15445,Autovettura,3.0,0,2,0,0.0,41.8933,12.6155,1.0,2,1,3
15397,Autovettura,1.0,0,2,0,0.0,41.9157,12.5418,1.0,1,1,1
15396,Autovettura,1.0,0,2,0,0.0,41.9157,12.5418,1.0,1,0,1
15395,Autovettura,1.0,0,2,0,0.0,41.9157,12.5418,1.0,1,1,1
15390,Autovettura,1.0,0,2,0,0.0,41.8971,12.5048,1.0,2,0,1
15389,Autovettura,1.0,0,2,0,0.0,41.8971,12.5048,1.0,2,0,1
15388,Autovettura,1.0,0,2,0,0.0,41.8971,12.5048,1.0,2,1,1
15345,Autovettura,1.0,0,1,0,0.0,41.9578,12.399,1.0,2,1,1
15571,Autovettura,0.0,0,1,0,0.0,41.9177,12.4993,1.0,3,1,1
14707,Autovettura,1.0,0,0,0,0.0,41.7326,12.2808,1.0,2,1,1
16290,Autovettura,1.0,0,1,0,0.0,41.9088,12.4691,2.0,1,1,1
16334,Autovettura,1.0,0,0,0,0.0,41.9284,12.4803,1.0,2,1,1
17353,Autovettura,1.0,0,1,0,0.0,41.9229,12.672,1.0,2,1,1
17352,Autovettura,1.0,0,1,0,0.0,41.9229,12.672,1.0,2,1,1
17327,Autocarro,1.0,0,1,0,0.0,41.8679,12.4932,1.0,2,0,1
17326,Autovettura,1.0,0,1,0,0.0,41.8679,12.4932,1.0,2,1,1
17319,Autocarro,1.0,0,1,0,0.0,,,1.0,1,1,1
17318,Autovettura,1.0,0,1,0,0.0,,,1.0,1,1,1
17307,Motociclo,1.0,0,1,0,0.0,41.8724,12.4447,1.0,3,0,1
17306,Autovettura,1.0,0,1,0,0.0,41.8724,12.4447,1.0,3,1,1
17387,Autovettura,0.0,0,2,0,0.0,,,1.0,1,1,1
17305,Autocarro,1.0,0,1,0,0.0,41.8963,12.486,1.0,3,0,1
17303,Autovettura,2.0,0,1,0,0.0,41.8768,12.4294,1.0,3,0,2
17302,Autovettura,2.0,0,1,0,0.0,41.8768,12.4294,1.0,3,1,2
17301,Autovettura,2.0,0,1,0,0.0,41.8768,12.4294,1.0,3,1,2
17290,Autovettura,1.0,0,1,0,0.0,41.8852,12.4854,1.0,2,0,1
17289,Autovettura,1.0,0,1,0,0.0,41.8852,12.4854,1.0,2,1,1
17278,Autovettura,0.0,1,1,0,0.0,41.7882,12.4506,1.0,1,1,1
17259,Autovettura,1.0,0,2,0,0.0,41.941,12.5383,1.0,1,0,1
17258,Autovettura,1.0,0,2,0,0.0,41.941,12.5383,1.0,1,0,1
17304,Autovettura,1.0,0,1,0,0.0,41.8963,12.486,1.0,3,1,1
17388,Autovettura,0.0,0,2,0,0.0,,,1.0,1,0,1
17397,Autovettura,1.0,0,1,0,0.0,41.8611,12.5496,1.0,3,1,1
17398,Autovettura,1.0,0,1,0,0.0,41.8611,12.5496,1.0,3,0,1
17660,Autovettura,2.0,0,1,0,0.0,41.9668,12.4444,1.0,2,1,2
17656,Autovettura,1.0,0,1,0,0.0,41.8938,12.4894,1.0,2,0,1
17655,Autovettura,1.0,0,1,0,0.0,41.8938,12.4894,1.0,2,1,1
17588,Motociclo,2.0,0,0,0,0.0,41.915,12.5607,1.0,2,0,2
17587,Autovettura,2.0,0,0,0,0.0,41.915,12.5607,1.0,2,1,2
17547,Autovettura,1.0,0,1,0,0.0,41.8813,12.5635,1.0,2,0,1
17546,Autovettura,1.0,0,1,0,0.0,41.8813,12.5635,1.0,2,1,1
17482,Autovettura,1.0,0,0,0,0.0,41.8616,12.5484,1.0,2,1,1
17481,Autovettura,1.0,0,0,0,0.0,41.8616,12.5484,1.0,2,1,1
17474,Autovettura,1.0,0,1,0,0.0,41.9522,12.5433,1.0,3,0,1
17473,Autovettura,1.0,0,1,0,0.0,41.9522,12.5433,1.0,3,1,1
17467,Autovettura,1.0,0,1,0,0.0,41.8681,12.671,1.0,2,0,1
17466,Autovettura,1.0,0,1,0,0.0,41.8681,12.671,1.0,2,1,1
17465,Autovettura,1.0,0,1,0,0.0,41.9442,12.5497,1.0,2,0,1
17464,Autovettura,1.0,0,1,0,0.0,41.9442,12.5497,1.0,2,1,1
17431,Autovettura,0.0,0,2,0,0.0,41.9395,12.4259,1.0,1,1,1
17430,Autovettura,0.0,0,2,0,0.0,41.9395,12.4259,1.0,1,1,1
17419,Motociclo,1.0,0,1,0,0.0,41.917,12.439,1.0,2,0,1
17418,Autovettura,1.0,0,1,0,0.0,41.917,12.439,1.0,2,1,1
17257,Autovettura,1.0,0,2,0,0.0,41.941,12.5383,1.0,1,1,1
16324,Autovettura,1.0,0,0,0,0.0,41.9149,12.3847,2.0,2,1,1
17189,Autovettura,1.0,0,1,0,0.0,41.9419,12.4718,1.0,1,0,1
17187,Motociclo,1.0,0,1,0,0.0,41.9054,12.4682,1.0,2,1,1
16591,Autovettura,1.0,0,1,0,0.0,41.7757,12.4403,1.0,1,1,1
16511,Autovettura,1.0,0,2,0,0.0,41.8635,12.6478,5.0,2,1,1
16510,Autovettura,1.0,0,2,0,0.0,41.8635,12.6478,5.0,2,1,1
16509,Autovettura,1.0,0,2,0,0.0,41.8635,12.6478,5.0,2,1,1
16482,Autovettura,1.0,0,1,0,0.0,41.9154,12.4562,2.0,2,1,1
16481,Autovettura,1.0,0,1,0,0.0,41.9154,12.4562,2.0,2,1,1
16409,Autovettura,0.0,0,1,0,0.0,41.9013,12.5125,2.0,2,1,1
16408,Autovettura,0.0,0,1,0,0.0,41.9013,12.5125,2.0,2,1,1
16592,Autovettura,1.0,0,1,0,0.0,41.7757,12.4403,1.0,1,1,1
16384,Autovettura,0.0,0,2,0,0.0,,,1.0,1,1,1
16374,Motociclo,0.0,0,2,0,0.0,41.9066,12.4597,2.0,2,1,1
16373,Autovettura,0.0,0,2,0,0.0,41.9066,12.4597,2.0,2,1,1
16365,Autovettura,3.0,0,2,0,0.0,41.893,12.4811,2.0,1,1,3
16364,Autovettura,3.0,0,2,0,0.0,41.893,12.4811,2.0,1,1,3
16363,Autovettura,3.0,0,2,0,0.0,41.893,12.4811,2.0,1,1,3
16362,Autovettura,3.0,0,2,0,0.0,41.893,12.4811,2.0,1,1,3
16351,Autovettura,1.0,0,1,0,0.0,41.9526,12.5339,2.0,1,0,1
16350,Autovettura,1.0,0,1,0,0.0,41.9526,12.5339,2.0,1,1,1
16383,Autovettura,0.0,0,2,0,0.0,,,1.0,1,1,1
16650,Autovettura,1.0,0,1,0,0.0,41.9447,12.4785,2.0,1,1,1
16651,Autovettura,1.0,0,1,0,0.0,41.9447,12.4785,2.0,1,0,1
16661,Autovettura,1.0,0,1,0,0.0,41.9124,12.521,2.0,2,1,1
17186,Autovettura,1.0,0,1,0,0.0,41.9054,12.4682,1.0,2,1,1
17179,Autovettura,0.0,0,2,0,0.0,41.8534,12.5592,1.0,2,1,1
17178,Autovettura,0.0,0,2,0,0.0,41.8534,12.5592,1.0,2,1,1
17177,Autovettura,0.0,0,2,0,0.0,41.8673,12.4931,1.0,2,0,1
17176,Autovettura,0.0,0,2,0,0.0,41.8673,12.4931,1.0,2,1,1
17039,Autovettura,0.0,0,2,0,0.0,41.8778,12.4324,5.0,3,0,1
17038,Autovettura,0.0,0,2,0,0.0,41.8778,12.4324,5.0,3,1,1
17028,Autocarro,1.0,0,2,0,0.0,41.925,12.4183,1.0,1,1,1
17027,Autovettura,1.0,0,2,0,0.0,41.925,12.4183,1.0,1,1,1
17026,Autovettura,1.0,0,2,0,0.0,41.925,12.4183,1.0,1,1,1
17025,Autovettura,1.0,0,1,0,0.0,41.8572,12.5669,1.0,2,0,1
17024,Autovettura,1.0,0,1,0,0.0,41.8572,12.5669,1.0,2,1,1
16950,Motociclo,1.0,0,1,0,0.0,41.9009,12.4724,2.0,2,1,1
16949,Autovettura,1.0,0,1,0,0.0,41.9009,12.4724,2.0,2,1,1
16904,Autovettura,1.0,0,1,0,0.0,41.9101,12.4474,2.0,3,1,1
16903,Autovettura,1.0,0,1,0,0.0,41.9101,12.4474,2.0,3,1,1
16664,Autovettura,1.0,0,1,0,0.0,41.9124,12.521,1.0,2,0,1
16663,Autovettura,1.0,0,1,0,0.0,41.9124,12.521,1.0,2,1,1
16662,Autovettura,1.0,0,1,0,0.0,41.9124,12.521,2.0,2,0,1
17188,Autovettura,1.0,0,1,0,0.0,41.9419,12.4718,1.0,1,1,1
17661,Autovettura,2.0,0,1,0,0.0,41.9668,12.4444,1.0,2,1,2
14706,Autovettura,1.0,0,1,0,0.0,41.8969,12.5114,1.0,3,0,1
14704,Autovettura,1.0,0,2,0,0.0,41.947,12.5546,1.0,2,0,1
12641,Autovettura,0.0,0,5,0,0.0,41.8317,12.4196,1.0,2,0,1
12640,Autovettura,0.0,0,5,0,0.0,41.8317,12.4196,1.0,2,0,1
12639,Autovettura,0.0,0,5,0,0.0,41.8317,12.4196,1.0,2,1,1
12638,Autovettura,0.0,0,5,0,0.0,41.8317,12.4196,1.0,2,1,1
12617,Autovettura,1.0,0,2,0,0.0,41.8629,12.5512,1.0,2,0,1
12616,Autovettura,1.0,0,2,0,0.0,41.8629,12.5512,1.0,2,0,1
12615,Autovettura,1.0,0,2,0,0.0,41.8629,12.5512,1.0,2,1,1
12601,Autovettura,1.0,0,1,0,0.0,41.7842,12.4411,1.0,1,0,1
12642,Autovettura,0.0,0,5,0,0.0,41.8317,12.4196,1.0,2,0,1
12600,Autovettura,1.0,0,1,0,0.0,41.7842,12.4411,1.0,1,1,1
12519,Autovettura,1.0,0,1,0,0.0,41.9322,12.4206,1.0,2,1,1
12442,Autovettura,1.0,0,1,0,0.0,41.83,12.4927,1.0,1,0,1
12441,Autovettura,1.0,0,1,0,0.0,41.83,12.4927,1.0,1,1,1
12419,Autovettura,1.0,0,1,0,0.0,41.7391,12.2799,1.0,2,0,1
12418,Autovettura,1.0,0,1,0,0.0,41.7391,12.2799,1.0,2,1,1
12411,Autovettura,2.0,0,1,0,0.0,41.8714,12.6285,1.0,2,1,2
12410,Autovettura,2.0,0,1,0,0.0,41.8714,12.6285,1.0,2,1,2
12409,Autovettura,2.0,0,1,0,0.0,41.8714,12.6285,1.0,2,1,2
12520,Autovettura,1.0,0,1,0,0.0,41.9322,12.4206,1.0,2,0,1
12669,Autovettura,1.0,0,1,0,0.0,41.8747,12.6298,1.0,1,1,1
12670,Autovettura,1.0,0,1,0,0.0,41.8747,12.6298,1.0,1,0,1
12673,Autovettura,0.0,1,1,0,0.0,41.8627,12.6205,1.0,1,1,1
13022,Autovettura,1.0,0,1,0,0.0,41.8633,12.5494,1.0,2,1,1
13001,Autovettura,1.0,0,1,0,0.0,41.9289,12.5124,1.0,2,0,1
13000,Autovettura,1.0,0,1,0,0.0,41.9289,12.5124,1.0,2,1,1
12949,Autovettura,2.0,0,1,0,0.0,41.8288,12.4604,1.0,1,1,2
12948,Autovettura,2.0,0,1,0,0.0,41.8288,12.4604,1.0,1,1,2
12947,Autovettura,2.0,0,1,0,0.0,41.8288,12.4604,1.0,1,1,2
12916,Autovettura,1.0,0,1,0,0.0,41.9439,12.521,1.0,2,0,1
12915,Autovettura,1.0,0,1,0,0.0,41.9439,12.521,1.0,2,1,1
12887,Autovettura,1.0,0,1,0,0.0,41.779,12.3677,1.0,2,1,1
12886,Autovettura,1.0,0,1,0,0.0,41.779,12.3677,1.0,2,1,1
12844,Autovettura,1.0,0,1,0,0.0,41.9648,12.4441,1.0,2,0,1
12843,Autovettura,1.0,0,1,0,0.0,41.9648,12.4441,1.0,2,1,1
12735,Autovettura,1.0,0,1,0,0.0,41.9048,12.5139,1.0,1,0,1
12734,Autovettura,1.0,0,1,0,0.0,41.9048,12.5139,1.0,1,1,1
12732,Autovettura,1.0,0,1,0,0.0,42.0215,12.3748,1.0,3,1,1
12731,Autovettura,1.0,0,1,0,0.0,42.0215,12.3748,1.0,3,1,1
12708,Motociclo,1.0,0,1,0,0.0,41.9072,12.5051,1.0,1,0,1
12707,Autovettura,1.0,0,1,0,0.0,41.9072,12.5051,1.0,1,1,1
12674,Autovettura,0.0,1,1,0,0.0,41.8627,12.6205,1.0,1,0,1
12395,Autovettura,0.0,0,1,0,0.0,41.7816,12.3404,1.0,2,1,1
13023,Autovettura,1.0,0,1,0,0.0,41.8633,12.5494,1.0,2,1,1
12394,Autovettura,0.0,0,1,0,0.0,41.7816,12.3404,1.0,2,1,1
12372,Autovettura,1.0,0,0,0,0.0,41.8725,12.4496,1.0,2,1,1
11787,Autovettura,1.0,0,1,0,0.0,41.9087,12.4581,1.0,2,1,1
11743,Autovettura,2.0,0,0,0,0.0,41.8674,12.6297,1.0,2,0,2
11742,Autovettura,2.0,0,0,0,0.0,41.8674,12.6297,1.0,2,1,2
11679,Autovettura,0.0,0,2,0,0.0,41.8701,12.4133,1.0,2,0,1
11678,Autovettura,0.0,0,2,0,0.0,41.8701,12.4133,1.0,2,1,1
11527,Motociclo,2.0,0,0,0,0.0,41.8814,12.5018,1.0,2,0,2
11526,Autovettura,2.0,0,0,0,0.0,41.8814,12.5018,1.0,2,1,2
11451,Autovettura,2.0,0,2,0,0.0,41.7648,12.3135,1.0,1,0,1
11788,Autovettura,1.0,0,1,0,0.0,41.9087,12.4581,1.0,2,1,1
11450,Autovettura,2.0,0,2,0,0.0,41.7648,12.3135,1.0,1,0,1
11448,Autovettura,2.0,0,2,0,0.0,41.7648,12.3135,1.0,1,1,1
11447,Autovettura,1.0,0,1,0,0.0,41.9186,12.4974,1.0,2,1,1
11446,Autovettura,1.0,0,1,0,0.0,41.9186,12.4974,1.0,2,1,1
11436,Autovettura,1.0,0,1,0,0.0,41.9016,12.4078,1.0,3,1,1
11435,Autovettura,1.0,0,1,0,0.0,41.9016,12.4078,1.0,3,1,1
11428,Autovettura,0.0,0,2,0,0.0,41.9301,12.423,1.0,2,0,1
11427,Autovettura,0.0,0,2,0,0.0,41.9301,12.423,1.0,2,1,1
11406,Autovettura,1.0,0,1,0,0.0,41.9339,12.4932,1.0,2,0,1
11449,Autovettura,2.0,0,2,0,0.0,41.7648,12.3135,1.0,1,1,1
12066,Autovettura,0.0,0,1,1,0.0,41.8758,12.6919,1.0,1,1,1
12067,Autovettura,0.0,0,1,1,0.0,41.8758,12.6919,1.0,1,1,1
12072,Autovettura,1.0,0,4,0,0.0,41.8794,12.5419,1.0,1,1,1
12361,Autovettura,1.0,0,1,0,0.0,41.8725,12.4589,1.0,2,0,1
12360,Autovettura,1.0,0,1,0,0.0,41.8725,12.4589,1.0,2,1,1
12284,Motociclo,0.0,0,2,0,0.0,41.8722,12.5147,1.0,1,0,1
12283,Autovettura,0.0,0,2,0,0.0,41.8722,12.5147,1.0,1,1,1
12202,Autovettura,1.0,0,1,0,0.0,41.8969,12.3954,1.0,2,0,1
12201,Autovettura,1.0,0,1,0,0.0,41.8969,12.3954,1.0,2,1,1
12188,Autovettura,1.0,0,1,0,0.0,41.9588,12.537,1.0,1,1,1
12187,Autovettura,1.0,0,1,0,0.0,41.9588,12.537,1.0,1,1,1
12184,Autovettura,1.0,0,1,0,0.0,41.9198,12.546,1.0,2,1,1
12183,Autovettura,1.0,0,1,0,0.0,41.9198,12.546,1.0,2,1,1
12170,Autovettura,1.0,0,2,0,0.0,41.8521,12.4776,1.0,2,0,1
12169,Autovettura,1.0,0,2,0,0.0,41.8521,12.4776,1.0,2,1,1
12168,Autovettura,1.0,0,2,0,0.0,41.8521,12.4776,1.0,2,1,1
12083,Autovettura,1.0,0,1,0,0.0,41.8612,12.419,1.0,1,0,1
12082,Autovettura,1.0,0,1,0,0.0,41.8612,12.419,1.0,1,1,1
12076,Autovettura,1.0,0,4,0,0.0,41.8794,12.5419,1.0,1,1,1
12075,Autovettura,1.0,0,4,0,0.0,41.8794,12.5419,1.0,1,1,1
12074,Autovettura,1.0,0,4,0,0.0,41.8794,12.5419,1.0,1,1,1
12073,Autovettura,1.0,0,4,0,0.0,41.8794,12.5419,1.0,1,0,1
12373,Autovettura,1.0,0,0,0,0.0,41.8725,12.4496,1.0,2,1,1
14705,Autovettura,1.0,0,1,0,0.0,41.8969,12.5114,1.0,3,1,1
13105,Autovettura,1.0,0,1,0,0.0,41.9416,12.5244,1.0,2,1,1
13108,Autovettura,1.0,0,1,0,0.0,41.8893,12.4669,1.0,2,1,1
14332,Autovettura,2.0,0,1,0,0.0,41.8518,12.4938,1.0,2,1,2
14163,Autovettura,1.0,0,2,0,0.0,41.9081,12.4527,1.0,2,1,1
14162,Autovettura,1.0,0,2,0,0.0,41.9081,12.4527,1.0,2,1,1
14161,Autovettura,1.0,0,2,0,0.0,41.9081,12.4527,1.0,2,1,1
14110,Autovettura,0.0,0,2,0,0.0,41.9395,12.6552,1.0,1,0,1
14109,Autovettura,0.0,0,2,0,0.0,41.9395,12.6552,1.0,1,1,1
14080,Autovettura,1.0,0,1,0,0.0,41.8198,12.6114,1.0,2,0,1
14079,Autovettura,1.0,0,1,0,0.0,41.8198,12.6114,1.0,2,1,1
14333,Autovettura,2.0,0,1,0,0.0,41.8518,12.4938,1.0,2,1,2
14024,Motociclo,1.0,0,1,0,0.0,42.012,12.5221,1.0,2,1,1
14013,Autovettura,1.0,0,1,0,0.0,41.9191,12.3581,1.0,2,0,1
14012,Autovettura,1.0,0,1,0,0.0,41.9191,12.3581,1.0,2,1,1
13976,Autovettura,1.0,0,2,0,0.0,41.8848,12.5302,1.0,2,0,1
13975,Autovettura,1.0,0,2,0,0.0,41.8848,12.5302,1.0,2,0,1
13974,Autovettura,1.0,0,2,0,0.0,41.8848,12.5302,1.0,2,1,1
13963,Autovettura,1.0,0,2,0,0.0,41.869,12.526,1.0,2,1,1
13962,Autovettura,1.0,0,2,0,0.0,41.869,12.526,1.0,2,1,1
13961,Autovettura,1.0,0,2,0,0.0,41.869,12.526,1.0,2,1,1
14023,Autovettura,1.0,0,1,0,0.0,42.012,12.5221,1.0,2,1,1
14334,Autovettura,2.0,0,1,0,0.0,41.8518,12.4938,1.0,2,0,2
14379,Autovettura,1.0,0,1,0,0.0,41.8953,12.6897,1.0,1,1,1
14380,Autovettura,1.0,0,1,0,0.0,41.8953,12.6897,1.0,1,0,1
14703,Autovettura,1.0,0,2,0,0.0,41.947,12.5546,1.0,2,1,1
14702,Autovettura,1.0,0,2,0,0.0,41.947,12.5546,1.0,2,1,1
14650,Autovettura,0.0,0,1,0,0.0,41.926,12.5697,1.0,2,1,1
14649,Autovettura,0.0,0,1,0,0.0,41.926,12.5697,1.0,2,1,1
14607,Autovettura,1.0,0,1,0,0.0,41.8583,12.6175,1.0,1,0,1
14606,Autovettura,1.0,0,1,0,0.0,41.8583,12.6175,1.0,1,1,1
14598,Autovettura,0.0,0,2,0,0.0,41.9727,12.4422,1.0,1,0,1
14597,Autovettura,0.0,0,2,0,0.0,41.9727,12.4422,1.0,1,1,1
14569,Autovettura,1.0,0,1,0,0.0,41.8812,12.4264,1.0,1,1,1
14568,Autovettura,1.0,0,1,0,0.0,41.8812,12.4264,1.0,1,1,1
14517,Autovettura,1.0,0,1,0,0.0,41.8002,12.4341,1.0,1,0,1
14516,Autovettura,1.0,0,1,0,0.0,41.8002,12.4341,1.0,1,1,1
14505,Autovettura,1.0,0,1,0,0.0,41.9288,12.5078,1.0,2,1,1
14504,Autovettura,1.0,0,1,0,0.0,41.9288,12.5078,1.0,2,1,1
14491,Autovettura,1.0,0,1,0,0.0,41.8796,12.5665,1.0,2,0,1
14490,Autovettura,1.0,0,1,0,0.0,41.8796,12.5665,1.0,2,1,1
14437,Autovettura,1.0,0,1,0,0.0,41.9019,12.4908,1.0,2,0,1
14436,Autovettura,1.0,0,1,0,0.0,41.9019,12.4908,1.0,2,1,1
14430,Autovettura,1.0,0,0,0,0.0,41.9545,12.4638,1.0,1,1,1
13922,Autovettura,1.0,0,1,0,0.0,41.8984,12.474,1.0,1,0,1
13106,Autovettura,1.0,0,1,0,0.0,41.9416,12.5244,1.0,2,1,1
13921,Autovettura,1.0,0,1,0,0.0,41.8984,12.474,1.0,1,1,1
13902,Autovettura,1.0,0,1,0,0.0,41.865,12.6305,1.0,2,1,1
13518,Autovettura,2.0,0,0,0,0.0,41.8402,12.553,1.0,1,1,2
13511,Motociclo,0.0,0,2,0,0.0,41.9411,12.42,1.0,2,0,1
13510,Autovettura,0.0,0,2,0,0.0,41.9411,12.42,1.0,2,1,1
13482,Motociclo,2.0,0,0,0,0.0,41.8748,12.5282,1.0,3,0,2
13481,Autovettura,2.0,0,0,0,0.0,41.8748,12.5282,1.0,3,1,2
13386,Autovettura,1.0,0,1,0,0.0,41.9528,12.5438,1.0,2,0,1
13385,Autovettura,1.0,0,1,0,0.0,41.9528,12.5438,1.0,2,1,1
13322,Autovettura,1.0,0,1,0,0.0,41.896,12.6478,1.0,2,1,1
