PC1,PC2,Deceduto,TipoVeicolo,Latitude,Longitude
-2.09050904888411,-0.5958511166912435,0.0,Autovettura,41.8663,12.6719
1.710198119191125,-0.8677406706404606,0.0,Autovettura,41.8912,12.5251
1.7101981191911608,-0.8677406706404425,0.0,Autovettura,41.8912,12.5251
-0.5959529465269112,-0.6992652119081558,0.0,Autovettura,41.9379,12.621
-0.5959529465269047,-0.6992652119081921,0.0,Autovettura,41.9379,12.621
-0.5959529465269006,-0.6992652119081645,0.0,Autovettura,41.9379,12.621
-0.5959529465268979,-0.6992652119081537,0.0,Autovettura,41.9379,12.621
-0.253444769614416,-0.44326463441309116,0.0,Autovettura,41.9019,12.44
-0.253444769614416,-0.44326463441309116,0.0,Autovettura,41.9019,12.44
-0.253444769614416,-0.44326463441309116,0.0,Autovettura,41.9019,12.44
0.4989431898767955,0.709993170160619,0.0,Autovettura,41.9441,12.5474
0.4989431898767955,0.709993170160619,0.0,Autovettura,41.9441,12.5474
0.4989431898767955,0.709993170160619,0.0,Autovettura,41.9441,12.5474
-1.0629845181466508,0.17215061579391389,0.0,Autovettura,41.895,12.4386
-1.0629845181466508,0.17215061579391389,0.0,Autovettura,41.895,12.4386
-1.0629845181466508,0.17215061579391389,0.0,Motociclo,41.895,12.4386
-1.0629845181466508,0.17215061579391389,0.0,Motociclo,41.895,12.4386
-1.9006692633391697,-1.6323647589963897,0.0,Autovettura,41.9196,12.527
-1.3401763042214785,0.007052801190860288,0.0,Autovettura,41.9095,12.5205
-1.3401763042214785,0.007052801190860288,0.0,Autovettura,41.9095,12.5205
-1.3401763042214785,0.007052801190860288,0.0,Autovettura,41.9095,12.5205
-1.3401763042214785,0.007052801190860288,0.0,Autovettura,41.9095,12.5205
-0.6551599503965152,0.5190539561809825,0.0,Autovettura,41.9182,12.5161
-0.6551599503965152,0.5190539561809825,0.0,Autovettura,41.9182,12.5161
0.0890634072980657,-0.18726405691802986,0.0,Autovettura,41.8072,12.6304
-0.6551599503965152,0.5190539561809825,0.0,Autovettura,41.9182,12.5161
-1.9006692633391697,-1.6323647589963897,0.0,Autovettura,41.9196,12.527
-1.9006692633391697,-1.6323647589963897,0.0,Autovettura,41.9196,12.527
-1.9006692633391697,-1.6323647589963897,0.0,Autovettura,41.9196,12.527
-1.9006692633391697,-1.6323647589963897,0.0,Autovettura,41.9196,12.527
-1.9006692633391697,-1.6323647589963897,0.0,Autovettura,41.9196,12.527
-1.9006692633391697,-1.6323647589963897,0.0,Autovettura,41.9196,12.527
-1.9006692633391697,-1.6323647589963897,0.0,Autovettura,41.9196,12.527
0.0890634072980657,-0.18726405691802986,0.0,Autocarro,41.8072,12.6304
-1.405492695059132,-0.08384996170114747,0.0,Autovettura,,
-1.405492695059132,-0.08384996170114747,0.0,Autovettura,,
2.0547615109322055,-0.06138620645381871,0.0,Motociclo,41.8768,12.4237
2.0547615109322055,-0.06138620645381871,0.0,Motociclo,41.8768,12.4237
0.0890634072980657,-0.18726405691802986,0.0,Motociclo,41.8577,12.389
0.0890634072980657,-0.18726405691802986,0.0,Autovettura,41.8577,12.389
0.21358680200533744,-1.3146804621151573,0.0,Autovettura,41.8109,12.4229
0.21358680200533744,-1.3146804621151573,0.0,Autovettura,41.8109,12.4229
2.0547615109322055,-0.06138620645381871,0.0,Autovettura,41.8768,12.4237
0.21358680200533744,-1.3146804621151573,0.0,Autovettura,41.8109,12.4229
-0.5306365556892434,-0.6083624490161452,0.0,Autovettura,41.794,12.3944
-0.5306365556892434,-0.6083624490161452,0.0,Autovettura,41.794,12.3944
-0.5306365556892434,-0.6083624490161452,0.0,Autovettura,41.794,12.3944
0.0890634072980657,-0.18726405691802986,0.0,Autovettura,41.92,12.4977
0.0890634072980657,-0.18726405691802986,0.0,Autovettura,41.92,12.4977
1.2431665475713762,0.003675157061606371,0.0,Motociclo,41.9267,12.4062
-0.5306365556892434,-0.6083624490161452,0.0,Autocarro,41.794,12.3944
-1.3401763042214785,0.007052801190860288,0.0,Autovettura,41.9095,12.5205
1.3105381532376241,0.6449318066451937,0.0,Autovettura,41.9149,12.3847
1.3105381532376241,0.6449318066451937,0.0,Autovettura,41.9149,12.3847
-1.8072078758412315,0.8784686288929261,0.0,Autovettura,,
-1.405492695059132,-0.08384996170114747,0.0,Autovettura,,
-1.8072078758412315,0.8784686288929261,0.0,Autovettura,,
0.0890634072980657,-0.18726405691802986,0.0,Autovettura,41.8648,12.6411
0.0890634072980657,-0.18726405691802986,0.0,Autovettura,41.8648,12.6411
0.9680299763251428,0.3889312291501327,0.0,Autovettura,41.9609,12.4792
1.3105381532376241,0.6449318066451937,0.0,Autovettura,41.9149,12.3847
0.9680299763251428,0.3889312291501327,0.0,Autovettura,41.9609,12.4792
0.9680299763251428,0.3889312291501327,0.0,Autovettura,41.9609,12.4792
1.369745157107242,-0.573387361443941,0.0,Autovettura,41.9609,12.4792
2.0547615109322055,-0.06138620645381871,0.0,Autovettura,41.8616,12.5484
2.0547615109322055,-0.06138620645381871,0.0,Autovettura,41.8616,12.5484
1.6530463301501057,0.9009323841402551,0.0,Autovettura,41.8616,12.5484
1.3105381532376241,0.6449318066451937,0.0,Autovettura,41.9149,12.3847
0.9680299763251428,0.3889312291501327,0.0,Autovettura,41.9609,12.4792
0.15437979813571986,-0.09636129402602266,0.0,Autocarro,41.8986,12.5268
0.15437979813571986,-0.09636129402602266,0.0,Autovettura,41.8986,12.5268
-0.7204763412341691,0.428151193288975,0.0,Autocarro,41.8629,12.4743
0.2836798409611067,1.6593562946856044,0.0,Autocarro,41.7689,12.4031
-0.21534355665251312,1.6983647094778611,0.0,Autovettura,41.8367,12.5504
-0.21534355665251312,1.6983647094778611,0.0,Autovettura,41.8367,12.5504
1.5623063759416884,0.7228791034681135,0.0,Autovettura,41.9192,12.5281
1.5623063759416884,0.7228791034681135,0.0,Autovettura,41.9192,12.5281
1.5623063759416884,0.7228791034681135,0.0,Autovettura,41.9192,12.5281
0.2836798409611067,1.6593562946856044,0.0,Autovettura,41.7689,12.4031
-1.118344692682686,-0.19705342820444935,0.0,Autovettura,41.8289,12.5659
-1.118344692682686,-0.19705342820444935,0.0,Autovettura,41.8289,12.5659
-1.118344692682686,-0.19705342820444935,0.0,Autovettura,41.8289,12.5659
-1.118344692682686,-0.19705342820444935,0.0,Autovettura,41.8289,12.5659
-1.118344692682686,-0.19705342820444935,0.0,Autovettura,41.8289,12.5659
-0.5578517335649947,1.4423641319828,0.0,Autovettura,41.9449,12.5681
-0.5578517335649947,1.4423641319828,0.0,Autovettura,41.9449,12.5681
-1.118344692682686,-0.19705342820444935,0.0,Autovettura,41.8289,12.5659
-0.5578517335649947,1.4423641319828,0.0,Autovettura,41.9449,12.5681
0.18637162412958622,0.7360461188837875,0.0,Autovettura,41.8762,12.4257
-0.6823751282722662,2.569780537179927,0.0,Autovettura,41.9067,12.4591
0.7527666274094539,1.3382943536751184,0.0,Autovettura,41.794,12.4522
0.7527666274094539,1.3382943536751184,0.0,Autovettura,41.794,12.4522
0.7527666274094539,1.3382943536751184,0.0,Autovettura,41.794,12.4522
-0.0908201619452413,0.5709483042807341,0.0,Autovettura,41.8524,12.4778
-0.0908201619452413,0.5709483042807341,0.0,Autovettura,41.8524,12.4778
-0.0908201619452413,0.5709483042807341,0.0,Autovettura,41.8524,12.4778
0.18637162412958622,0.7360461188837875,0.0,Autovettura,41.8762,12.4257
-1.242868087389958,0.9303629769926776,0.0,Autovettura,41.9006,12.4987
-1.242868087389958,0.9303629769926776,0.0,Autovettura,41.9006,12.4987
-1.242868087389958,0.9303629769926776,0.0,Autovettura,41.9006,12.4987
-1.242868087389958,0.9303629769926776,0.0,Autovettura,41.9006,12.4987
-0.280659947490167,1.6074619465858537,0.0,Autovettura,41.9236,12.4245
-0.280659947490167,1.6074619465858537,0.0,Autovettura,41.9236,12.4245
-0.6823751282722662,2.569780537179927,0.0,Autovettura,41.9067,12.4591
-1.242868087389958,0.9303629769926776,0.0,Autovettura,41.9006,12.4987
1.2431665475713762,0.003675157061606371,0.0,Autovettura,41.9267,12.4062
-0.15613655278289548,0.48004554138872624,0.0,Autovettura,41.9073,12.5649
-0.15613655278289548,0.48004554138872624,0.0,Autovettura,41.9073,12.5649
-0.9003599104774763,1.186363554487739,0.0,Autovettura,41.8161,12.4385
-0.9003599104774763,1.186363554487739,0.0,Autovettura,41.8161,12.4385
0.9387595836207974,1.889303923457497,0.0,Autovettura,41.9237,12.408
0.9387595836207974,1.889303923457497,0.0,Autovettura,41.9237,12.408
2.619101299383479,-0.009491858354067573,0.0,Autovettura,41.8861,12.4012
2.619101299383479,-0.009491858354067573,0.0,Autovettura,41.8861,12.4012
-0.9003599104774763,1.186363554487739,0.0,Autovettura,41.8161,12.4385
2.619101299383479,-0.009491858354067573,0.0,Autovettura,41.8861,12.4012
0.9006583706588948,-0.25232542043345485,0.0,Autovettura,41.8725,12.4496
0.9006583706588948,-0.25232542043345485,0.0,Autovettura,41.8725,12.4496
0.029856403428448114,1.031055111171105,0.0,Autovettura,41.9269,12.4811
0.4315715842105475,0.06873652057703136,0.0,Autovettura,41.9269,12.4811
-0.7204763412341691,0.428151193288975,0.0,Motociclo,41.8629,12.4743
-0.7204763412341691,0.428151193288975,0.0,Motociclo,41.8629,12.4743
0.9006583706588948,-0.25232542043345485,0.0,Autovettura,41.8725,12.4496
-0.15613655278289548,0.48004554138872624,0.0,Autovettura,41.9073,12.5649
