PC1,PC2,Deceduto
19.13108103182234,-3.1540983657679758,1.0
18.978507240448998,-3.238152755403582,1.0
19.331181808199496,-2.508897777788539,1.0
18.996280708463562,-3.2637402720796103,1.0
19.429211372242655,-2.1498051804035483,1.0
19.263261050127348,-2.786538979177297,1.0
19.131081031822582,-3.1540983657675334,1.0
19.03191895974335,-3.6368733825250263,1.0
19.360935325188386,-1.922164062769232,1.0
19.131081031822582,-3.1540983657675334,1.0
19.214246268105747,-2.966085277869859,1.0
19.214246268105747,-2.966085277869859,1.0
19.214246268105747,-2.966085277869859,1.0
19.20984933083313,-2.387818352055538,1.0
18.766426415097794,-4.495674575077866,1.0
18.827801396544885,-3.964514667667979,1.0
19.03191895974335,-3.6368733825250263,1.0
19.04389900871782,-3.0245521508292943,1.0
19.131081031822582,-3.1540983657675334,1.0
19.131081031822582,-3.1540983657675334,1.0
19.331181808199446,-2.508897777788666,1.0
19.097310728012047,-3.423272777951054,1.0
18.861571700355427,-3.6953402554844583,1.0
19.097310728012047,-3.423272777951054,1.0
19.360935325188386,-1.922164062769232,1.0
18.880832965388095,-4.102527671811331,1.0
19.208361533814927,-2.006218452404965,1.0
19.014145491728883,-3.6112858658487266,1.0
19.03191895974335,-3.6368733825250263,1.0
18.831818183366483,-4.282073970503894,1.0
18.96146921186785,-3.9785551807283164,1.0
19.214246268105747,-2.966085277869859,1.0
18.831818183366483,-4.282073970503894,1.0
18.710865856451186,-4.421702167749173,1.0
18.64949087500409,-4.952862075159059,1.0
19.148854499837057,-3.1796858824438314,1.0
18.831818183366483,-4.282073970503894,1.0
18.914983419649648,-4.09406088260622,1.0
18.914983419649648,-4.09406088260622,1.0
19.429211372242662,-2.1498051804035416,1.0
18.914983419649648,-4.09406088260622,1.0
19.360935325188386,-1.922164062769232,1.0
19.061672476732287,-3.050139667505592,1.0
19.097310728012047,-3.423272777951054,1.0
19.03191895974335,-3.6368733825250263,1.0
8.31347333995066,-1.270117081950629,0.0
-0.35646844761960494,-1.1286792153151206,0.0
-0.35646844761960494,-1.1286792153151206,0.0
-0.35646844761960494,-1.1286792153151206,0.0
-0.23953290752590362,-0.671491715233927,0.0
-0.0394321311490416,-0.026291127255058947,0.0
-0.15636767124274292,-0.4834786273362525,0.0
-0.35646844761960494,-1.1286792153151206,0.0
-0.35646844761960494,-1.1286792153151206,0.0
0.10725692593359777,1.017630087845568,0.0
0.10725692593359777,1.017630087845568,0.0
-0.23953290752590362,-0.671491715233927,0.0
-0.23953290752590362,-0.671491715233927,0.0
-0.23953290752590362,-0.671491715233927,0.0
-0.23953290752590362,-0.671491715233927,0.0
-0.35646844761960494,-1.1286792153151206,0.0
-0.35646844761960494,-1.1286792153151206,0.0
-0.35646844761960494,-1.1286792153151206,0.0
0.10725692593359777,1.017630087845568,0.0
-0.09284385044326426,0.37242949986669976,0.0
-0.4218602158882993,-1.3422798198890928,0.0
-0.4218602158882993,-1.3422798198890928,0.0
-0.09284385044326426,0.37242949986669976,0.0
-0.09284385044326426,0.37242949986669976,0.0
0.14289517721335418,0.6444969774001065,0.0
0.14289517721335418,0.6444969774001065,0.0
-0.12259736743220231,-0.21430421515273343,0.0
-0.07358258541059698,-0.03475791646017157,0.0
0.12651819096626502,0.6104426715186965,0.0
0.25983071730705554,1.1016844774813002,0.0
0.25983071730705554,1.1016844774813002,0.0
-0.27330321133644436,-0.9406661274174464,0.0
-0.27330321133644436,-0.9406661274174464,0.0
-0.27330321133644436,-0.9406661274174464,0.0
-0.27330321133644436,-0.9406661274174464,0.0
-0.0394321311490416,-0.026291127255058947,0.0
-0.0394321311490416,-0.026291127255058947,0.0
-0.014075551432720532,1.1387095135786964,0.0
-0.014075551432720532,1.1387095135786964,0.0
0.18602522494414123,1.7839101015575634,0.0
-0.19640285979511654,0.4679214089235299,0.0
0.003697916581745531,1.113121996902398,0.0
0.003697916581745531,1.113121996902398,0.0
-0.1905181255042983,-0.4919454165413651,0.0
-0.1905181255042983,-0.4919454165413651,0.0
0.10874472295179885,0.6360301881949941,0.0
0.3088454993286608,1.2812307761738622,0.0
0.10725692593359777,1.017630087845568,0.0
0.10725692593359777,1.017630087845568,0.0
-0.15636767124274292,-0.4834786273362525,0.0
-0.15636767124274292,-0.4834786273362525,0.0
-0.15636767124274292,-0.4834786273362525,0.0
-0.057205599163507766,-0.0007036105787613964,0.0
0.14289517721335418,0.6444969774001065,0.0
-0.1905181255042983,-0.4919454165413651,0.0
