PC1,PC2,Deceduto,TipoVeicolo
4.28022243700614,3.30889283015863,1.0,Motociclo
7.078721896969697,7.004248292400624,1.0,Motociclo
3.489658596771521,3.1101429442618667,1.0,Autovettura
3.665945521753492,4.083576413268126,1.0,Autovettura
4.1301758130003705,5.025279887817536,1.0,Autovettura
3.6659455217537635,4.0835764132672505,1.0,Autovettura
3.815992145759216,2.3671893556077954,1.0,Motociclo
3.6659455217537738,4.083576413267205,1.0,Motociclo
3.2178956762654707,4.155833499111088,1.0,Autovettura
6.410996549025824,0.9531120863757946,1.0,Autovettura
3.6659455217537738,4.083576413267205,1.0,Motociclo
5.192502573740489,4.178339218864611,1.0,Autovettura
2.59355890579503,3.2546571159494544,1.0,Motociclo
5.182442718521975,2.502479252593917,1.0,Autovettura
3.6558856665352595,2.407716446996511,1.0,Autovettura
4.728272282494005,3.236635744314262,1.0,Motociclo
4.578225658488566,4.953022801973674,1.0,Autovettura
3.207835821046954,2.479973532840393,1.0,Autovettura
4.744452728252185,4.250596304708495,1.0,Motociclo
3.3740628908105745,1.7775470355752152,1.0,Autovettura
4.13017581300026,5.025279887817556,1.0,Autovettura
7.078721896969226,7.004248292400943,1.0,Motociclo
4.11399536724208,4.011319327423323,1.0,Autovettura
7.336404406826849,7.554600369642033,1.0,Autovettura
7.336404406826849,7.554600369642033,1.0,Motociclo
2.59355890579503,3.2546571159494544,1.0,Motociclo
7.326344551608332,5.878740403371339,1.0,Autovettura
7.950681322078774,6.77991678653297,1.0,Autovettura
2.753665385018985,3.2141300245607387,1.0,Motociclo
3.2178956762654707,4.155833499111088,1.0,Motociclo
3.0416087512833356,3.182400030105572,1.0,Motociclo
6.410996549025824,0.9531120863757946,1.0,Autovettura
-0.6126696880315609,0.725336634124978,0.0,Autovettura
-0.6126696880315609,0.725336634124978,0.0,Autovettura
-0.6126696880315609,0.725336634124978,0.0,Autovettura
-0.16461984254325512,0.6530795482810955,0.0,Autovettura
-0.16461984254325512,0.6530795482810955,0.0,Autovettura
-1.9729996702546564,-0.07185266873760762,0.0,Autovettura
-1.9729996702546564,-0.07185266873760762,0.0,Autovettura
-1.9729996702546564,-0.07185266873760762,0.0,Autovettura
-1.9729996702546564,-0.07185266873760762,0.0,Autovettura
-1.9729996702546564,-0.07185266873760762,0.0,Autovettura
-0.004513363319299177,0.6125524568923787,0.0,Autovettura
-0.6288501337897396,-0.2886239262692548,0.0,Autocarro
2.5843704494076465,-0.13962540646315863,0.0,Autovettura
2.5843704494076465,-0.13962540646315863,0.0,Autovettura
2.5843704494076465,-0.13962540646315863,0.0,Motociclo
2.5843704494076465,-0.13962540646315863,0.0,Motociclo
0.4334766269504913,-1.1355645952221984,0.0,Autovettura
0.4334766269504913,-1.1355645952221984,0.0,Motociclo
-1.0768999792780451,-0.21636684042537246,0.0,Autovettura
-1.0768999792780451,-0.21636684042537246,0.0,Autovettura
-1.0768999792780451,-0.21636684042537246,0.0,Autovettura
-0.4626230640261201,-0.9910504235344334,0.0,Autovettura
-0.4626230640261201,-0.9910504235344334,0.0,Autovettura
