,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,DataOraIncidente,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
16440,Autovettura,1,0,1,0,0.0,41.8332,12.4705,2019-07-09 19:45:00,1,2,0
16439,Autovettura,0,0,4,0,0.0,41.8702,12.4429,2019-07-09 15:20:00,1,2,0
16438,Autovettura,0,0,4,0,0.0,41.8702,12.4429,2019-07-09 15:20:00,1,2,0
16437,Autovettura,0,0,4,0,0.0,41.8702,12.4429,2019-07-09 15:20:00,1,2,0
16436,Autovettura,0,0,4,0,0.0,41.8702,12.4429,2019-07-09 15:20:00,1,2,0
16435,Motociclo,0,0,1,0,0.0,41.906,12.4598,2019-07-09 12:40:00,1,1,0
16434,Autocarro,0,0,2,0,0.0,41.8842,12.3361,2019-07-09 14:50:00,1,2,1
16433,Autovettura,0,0,2,0,0.0,41.8842,12.3361,2019-07-09 14:50:00,1,2,1
16432,Autovettura,0,0,2,0,0.0,,,2019-07-09 11:40:00,1,1,0
16431,Autovettura,0,0,2,0,0.0,,,2019-07-09 11:40:00,1,1,0
16430,Autovettura,0,0,2,0,0.0,41.9075,12.4627,2019-07-09 10:40:00,2,2,1
