,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,DataOraIncidente,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni
18570,Motociclo,0,0,2,0,0.0,41.7141,12.3182,2019-07-21 19:05:00,1,3,0
18569,Autovettura,0,0,2,0,0.0,41.7141,12.3182,2019-07-21 19:05:00,1,3,0
18568,Motociclo,1,0,1,0,0.0,41.8528,12.5664,2019-07-19 08:10:00,1,2,0
18567,Autovettura,1,0,1,0,0.0,41.8528,12.5664,2019-07-19 08:10:00,1,2,0
18566,Autovettura,0,0,1,0,0.0,41.9137,12.4934,2019-07-21 02:00:00,1,1,1
18565,Motociclo,2,0,2,0,0.0,41.8608,12.5659,2019-07-20 15:00:00,1,1,0
18564,Motociclo,2,0,2,0,0.0,41.8608,12.5659,2019-07-20 15:00:00,1,1,0
18563,Autovettura,2,0,2,0,0.0,41.8608,12.5659,2019-07-20 15:00:00,1,1,0
18562,Autovettura,2,0,2,0,0.0,41.8608,12.5659,2019-07-20 15:00:00,1,1,0
18561,Autovettura,0,0,2,0,0.0,41.8327,12.4714,2019-07-19 17:05:00,1,2,1
18560,Autovettura,0,0,2,0,0.0,41.8327,12.4714,2019-07-19 17:05:00,1,2,1
18559,Autocarro,0,0,4,0,0.0,41.7978,12.4531,2019-07-20 13:20:00,1,2,1
18558,Autovettura,0,0,4,0,0.0,41.7978,12.4531,2019-07-20 13:20:00,1,2,1
18557,Autovettura,0,0,4,0,0.0,41.7978,12.4531,2019-07-20 13:20:00,1,2,1
18556,Autovettura,0,0,4,0,0.0,41.7978,12.4531,2019-07-20 13:20:00,1,2,1
18579,Motociclo,3,0,0,0,0.0,41.9087,12.5561,2019-07-20 17:27:00,1,2,0
18580,Autocarro,0,0,2,0,0.0,41.831,12.4685,2019-07-19 10:00:00,1,2,1
18581,Autovettura,0,0,2,0,0.0,41.831,12.4685,2019-07-19 10:00:00,1,2,1
18582,Autovettura,0,0,2,0,0.0,41.831,12.4685,2019-07-19 10:00:00,1,2,1
18606,Autovettura,1,0,1,0,0.0,41.856,12.5711,2019-07-21 04:40:00,1,1,0
