,TipoVeicolo,NUM_FERITI,NUM_MORTI,NUM_ILLESI,NUM_RISERVATA,Deceduto,Latitude,Longitude,DataOraIncidente,QualitaFondoStradale,IntensitaTraffico,UtilizzoProtezioni,Severity
42757,Autovettura,1,0,1,0,0.0,41.9083,12.564,2020-10-25 22:25:00,1.0,1,0,1
42758,Autovettura,1,0,1,0,0.0,41.9354,12.5342,2020-10-24 13:00:00,2.0,2,1,1
42748,Autovettura,0,0,2,0,0.0,41.9475,12.5373,2020-10-24 12:00:00,2.0,2,1,1
42735,Autovettura,0,0,2,0,0.0,41.9873,12.5115,2020-10-23 21:50:00,1.0,1,0,1
42734,Autovettura,0,0,2,0,0.0,41.9873,12.5115,2020-10-23 21:50:00,1.0,1,0,1
42733,Autovettura,0,0,1,0,0.0,41.9107,12.4817,2020-10-24 10:20:00,2.0,2,1,1
42710,Autocarro,0,0,2,0,0.0,41.9065,12.4146,2020-10-23 17:15:00,1.0,2,1,1
42711,Autovettura,0,0,3,0,0.0,41.8701,12.5817,2020-10-24 13:25:00,2.0,2,0,1
42712,Autovettura,0,0,3,0,0.0,41.8701,12.5817,2020-10-24 13:25:00,2.0,2,0,1
42713,Autovettura,0,0,3,0,0.0,41.8701,12.5817,2020-10-24 13:25:00,2.0,2,0,1
42714,Autovettura,0,0,1,0,0.0,41.7817,12.4814,2020-10-24 09:30:00,2.0,2,0,1
42715,Autovettura,1,0,1,0,0.0,41.9305,12.4187,2020-10-23 19:00:00,1.0,2,1,1
42716,Autovettura,1,0,1,0,0.0,41.9305,12.4187,2020-10-23 19:00:00,1.0,2,1,1
42717,Autovettura,0,0,3,0,0.0,41.867,12.4932,2020-10-25 17:15:00,1.0,1,0,1
42718,Autovettura,0,0,3,0,0.0,41.867,12.4932,2020-10-25 17:15:00,1.0,1,1,1
42719,Autovettura,0,0,3,0,0.0,41.867,12.4932,2020-10-25 17:15:00,1.0,1,0,1
42720,Autovettura,2,0,1,0,0.0,41.9325,12.6535,2020-10-24 23:55:00,1.0,1,1,2
42721,Autovettura,2,0,1,0,0.0,41.9325,12.6535,2020-10-24 23:55:00,1.0,1,1,2
42722,Autovettura,2,0,1,0,0.0,41.9325,12.6535,2020-10-24 23:55:00,1.0,1,1,2
42723,Autovettura,0,0,2,0,0.0,41.9419,12.4718,2020-10-24 19:15:00,2.0,2,1,1
42724,Autovettura,0,0,2,0,0.0,41.9419,12.4718,2020-10-24 19:15:00,2.0,2,0,1
42725,Autovettura,1,0,2,0,0.0,41.9505,12.5702,2020-10-23 09:30:00,1.0,2,0,1
42726,Autovettura,1,0,2,0,0.0,41.9505,12.5702,2020-10-23 09:30:00,1.0,2,0,1
42727,Autovettura,1,0,2,0,0.0,41.9505,12.5702,2020-10-23 09:30:00,1.0,2,0,1
42728,Motociclo,1,0,0,0,0.0,41.9151,12.4959,2020-10-24 13:05:00,2.0,1,0,1
42729,Autovettura,1,0,1,0,0.0,41.9258,12.4618,2020-10-24 11:50:00,3.0,2,1,1
42730,Motociclo,1,0,1,0,0.0,41.9258,12.4618,2020-10-24 11:50:00,3.0,2,1,1
42731,Motociclo,1,0,1,0,0.0,41.9467,12.5183,2020-10-23 16:50:00,1.0,2,0,1
42732,Autovettura,1,0,1,0,0.0,41.9467,12.5183,2020-10-23 16:50:00,1.0,2,0,1
42708,Autovettura,0,0,2,0,0.0,41.9065,12.4146,2020-10-23 17:15:00,1.0,2,1,1
42760,Autovettura,0,0,1,0,0.0,41.9183,12.4791,2020-10-24 23:50:00,1.0,1,0,1
42655,Autovettura,0,0,2,0,0.0,41.8403,12.3491,2020-10-25 10:00:00,1.0,2,0,1
42653,Autovettura,1,0,3,0,0.0,41.8257,12.3016,2020-10-24 17:15:00,1.0,1,1,1
42578,Autovettura,0,0,5,0,0.0,41.88,12.4962,2020-10-24 17:00:00,1.0,2,0,1
42579,Autovettura,0,0,4,0,0.0,,,2020-10-25 10:30:00,1.0,1,1,1
42580,Autovettura,0,0,4,0,0.0,,,2020-10-25 10:30:00,1.0,1,1,1
42581,Autovettura,0,0,4,0,0.0,,,2020-10-25 10:30:00,1.0,1,1,1
42582,Autovettura,0,0,4,0,0.0,,,2020-10-25 10:30:00,1.0,1,1,1
42583,Autovettura,0,0,2,0,0.0,41.8814,12.5386,2020-10-24 13:50:00,1.0,2,1,1
42584,Autovettura,0,0,2,0,0.0,41.8814,12.5386,2020-10-24 13:50:00,1.0,2,1,1
42585,Autovettura,0,0,2,0,0.0,41.8815,12.5545,2020-10-24 17:50:00,1.0,1,0,1
42586,Autovettura,0,0,2,0,0.0,41.8815,12.5545,2020-10-24 17:50:00,1.0,1,1,1
42587,Autovettura,0,0,2,0,0.0,41.8815,12.5545,2020-10-24 17:50:00,1.0,1,1,1
42577,Autovettura,0,0,5,0,0.0,41.88,12.4962,2020-10-24 17:00:00,1.0,2,0,1
42588,Autovettura,0,0,2,0,0.0,41.8815,12.5545,2020-10-24 17:50:00,1.0,1,1,1
42590,Autovettura,0,0,2,0,0.0,41.883,12.5336,2020-10-24 23:30:00,3.0,1,0,1
42591,Autovettura,1,0,1,0,0.0,41.7339,12.2715,2020-10-24 13:50:00,1.0,2,0,1
42592,Autovettura,1,0,1,0,0.0,41.7339,12.2715,2020-10-24 13:50:00,1.0,2,0,1
42593,Autovettura,1,0,1,0,0.0,41.7339,12.2715,2020-10-24 13:50:00,1.0,2,1,1
42594,Autovettura,1,0,1,0,0.0,41.7339,12.2715,2020-10-24 13:50:00,1.0,2,1,1
42595,Autovettura,1,0,1,0,0.0,41.7339,12.2715,2020-10-24 13:50:00,1.0,2,1,1
42596,Autovettura,0,0,3,0,0.0,41.7288,12.2798,2020-10-24 17:20:00,1.0,2,0,1
42597,Autovettura,0,0,3,0,0.0,41.7288,12.2798,2020-10-24 17:20:00,1.0,2,0,1
42598,Autovettura,0,0,3,0,0.0,41.7288,12.2798,2020-10-24 17:20:00,1.0,2,0,1
42599,Autovettura,0,0,1,0,0.0,42.0079,12.3795,2020-10-22 16:40:00,1.0,1,0,1
42589,Autovettura,0,0,2,0,0.0,41.883,12.5336,2020-10-24 23:30:00,3.0,1,0,1
42576,Autovettura,0,0,5,0,0.0,41.88,12.4962,2020-10-24 17:00:00,1.0,2,0,1
42575,Autovettura,0,0,5,0,0.0,41.88,12.4962,2020-10-24 17:00:00,1.0,2,0,1
42574,Autovettura,0,0,3,0,0.0,41.8918,12.5161,2020-10-24 20:40:00,1.0,2,0,1
42551,Autovettura,0,0,1,0,0.0,41.8936,12.7017,2020-10-24 09:15:00,3.0,2,0,1
42552,Autovettura,0,0,2,0,0.0,41.8931,12.6169,2020-10-24 10:11:00,2.0,2,0,1
42553,Autocarro,0,0,2,0,0.0,41.8931,12.6169,2020-10-24 10:11:00,2.0,2,0,1
42554,Autovettura,0,0,4,0,0.0,41.9208,12.661,2020-10-24 12:28:00,2.0,2,0,1
42555,Autovettura,0,0,4,0,0.0,41.9208,12.661,2020-10-24 12:28:00,2.0,2,0,1
42556,Autovettura,0,0,4,0,0.0,41.9208,12.661,2020-10-24 12:28:00,2.0,2,0,1
42557,Autovettura,0,0,4,0,0.0,41.9208,12.661,2020-10-24 12:28:00,2.0,2,0,1
42558,Motociclo,0,0,0,1,0.0,41.8908,12.6628,2020-10-24 20:00:00,3.0,1,0,1
42559,Autovettura,0,0,1,0,0.0,41.8839,12.4963,2020-10-25 05:30:00,1.0,1,0,1
42560,Autovettura,0,0,1,0,0.0,41.8839,12.4963,2020-10-25 05:30:00,1.0,1,1,1
42561,Autovettura,0,0,2,0,0.0,41.8768,12.5082,2020-10-23 16:30:00,1.0,3,0,1
42562,Autovettura,0,0,2,0,0.0,41.8768,12.5082,2020-10-23 16:30:00,1.0,3,0,1
42563,Autovettura,1,0,3,0,0.0,41.8653,12.5864,2020-10-24 23:35:00,3.0,1,0,1
42564,Autovettura,1,0,3,0,0.0,41.8653,12.5864,2020-10-24 23:35:00,3.0,1,0,1
42565,Autovettura,1,0,3,0,0.0,41.8653,12.5864,2020-10-24 23:35:00,3.0,1,0,1
42566,Motociclo,1,0,3,0,0.0,41.8653,12.5864,2020-10-24 23:35:00,3.0,1,0,1
42567,Motociclo,1,0,1,0,0.0,41.8683,12.5397,2020-10-23 20:10:00,1.0,2,0,1
42568,Autovettura,1,0,1,0,0.0,41.8683,12.5397,2020-10-23 20:10:00,1.0,2,0,1
42569,Autovettura,1,0,2,0,0.0,41.8944,12.4691,2020-10-24 11:05:00,1.0,2,1,1
42570,Autovettura,1,0,2,0,0.0,41.8944,12.4691,2020-10-24 11:05:00,1.0,2,1,1
42571,Autovettura,1,0,2,0,0.0,41.8944,12.4691,2020-10-24 11:05:00,1.0,2,1,1
42572,Autovettura,0,0,3,0,0.0,41.8918,12.5161,2020-10-24 20:40:00,1.0,2,0,1
42573,Autovettura,0,0,3,0,0.0,41.8918,12.5161,2020-10-24 20:40:00,1.0,2,0,1
42600,Autovettura,0,0,1,0,0.0,41.7194,12.3335,2020-10-24 23:15:00,1.0,1,1,1
42654,Autovettura,1,0,3,0,0.0,41.8257,12.3016,2020-10-24 17:15:00,1.0,1,1,1
42601,Autovettura,0,0,1,0,0.0,41.9419,12.4718,2020-10-24 08:45:00,2.0,1,0,1
42603,Autovettura,0,0,2,0,0.0,41.7328,12.2853,2020-10-25 13:30:00,1.0,2,0,1
42631,Autovettura,0,0,1,0,0.0,41.9419,12.4718,2020-10-24 12:50:00,2.0,2,0,1
42632,Autovettura,0,0,2,0,0.0,41.9498,12.4665,2020-10-24 16:00:00,3.0,2,0,1
42633,Autovettura,0,0,2,0,0.0,41.9498,12.4665,2020-10-24 16:00:00,3.0,2,0,1
42634,Motociclo,1,0,0,0,0.0,41.9868,12.5725,2020-10-24 21:20:00,1.0,1,1,1
42635,Autovettura,1,0,1,0,0.0,41.9425,12.4835,2020-10-24 23:55:00,3.0,1,1,1
42636,Motociclo,1,0,1,0,0.0,41.9425,12.4835,2020-10-24 23:55:00,3.0,1,1,1
42637,Autocarro,0,0,1,0,0.0,41.8784,12.5641,2020-10-24 10:10:00,2.0,2,0,1
42638,Autovettura,0,0,1,0,0.0,41.8784,12.5641,2020-10-24 10:10:00,2.0,2,1,1
42639,Autovettura,2,0,0,0,0.0,41.8469,12.414,2020-10-23 23:50:00,1.0,1,0,2
42640,Motociclo,2,0,0,0,0.0,41.8469,12.414,2020-10-23 23:50:00,1.0,1,0,2
42630,Autovettura,0,0,2,0,0.0,41.9751,12.4408,2020-10-24 08:50:00,2.0,2,0,1
42641,Autocarro,0,0,3,0,0.0,41.8643,12.4712,2020-10-24 08:50:00,2.0,1,0,1
42643,Autovettura,0,0,3,0,0.0,41.8643,12.4712,2020-10-24 08:50:00,2.0,1,0,1
42644,Autovettura,0,0,1,0,0.0,41.8611,12.6233,2020-10-25 14:35:00,1.0,2,0,1
42645,Autovettura,0,0,1,0,0.0,41.8611,12.6233,2020-10-25 14:35:00,1.0,2,1,1
42646,Autovettura,0,0,2,0,0.0,41.8933,12.6155,2020-10-25 22:25:00,1.0,1,1,1
42647,Autovettura,0,0,2,0,0.0,41.8933,12.6155,2020-10-25 22:25:00,1.0,1,1,1
42648,Autovettura,1,0,1,0,0.0,41.8629,12.4743,2020-10-24 11:00:00,2.0,1,0,1
42649,Motociclo,1,0,1,0,0.0,41.8629,12.4743,2020-10-24 11:00:00,2.0,1,0,1
42650,Autovettura,1,0,3,0,0.0,41.8257,12.3016,2020-10-24 17:15:00,1.0,1,1,1
42651,Autovettura,1,0,3,0,0.0,41.8257,12.3016,2020-10-24 17:15:00,1.0,1,1,1
42652,Autovettura,1,0,3,0,0.0,41.8257,12.3016,2020-10-24 17:15:00,1.0,1,1,1
42642,Autocarro,0,0,3,0,0.0,41.8643,12.4712,2020-10-24 08:50:00,2.0,1,0,1
42629,Autocarro,0,0,2,0,0.0,41.9751,12.4408,2020-10-24 08:50:00,2.0,2,0,1
42628,Autovettura,0,0,5,0,0.0,41.8872,12.5733,2020-10-24 07:30:00,2.0,2,0,1
42627,Autovettura,0,0,5,0,0.0,41.8872,12.5733,2020-10-24 07:30:00,2.0,2,0,1
42604,Autovettura,0,0,5,0,0.0,41.9376,12.4631,2020-10-24 17:30:00,1.0,1,0,1
42605,Autovettura,0,0,5,0,0.0,41.9376,12.4631,2020-10-24 17:30:00,1.0,1,0,1
42606,Autovettura,0,0,5,0,0.0,41.9376,12.4631,2020-10-24 17:30:00,1.0,1,0,1
42607,Autovettura,0,0,5,0,0.0,41.9376,12.4631,2020-10-24 17:30:00,1.0,1,1,1
42608,Autovettura,0,0,5,0,0.0,41.9376,12.4631,2020-10-24 17:30:00,1.0,1,1,1
42609,Autovettura,0,0,1,0,0.0,41.8582,12.5597,2020-10-24 12:00:00,1.0,3,0,1
42610,Motociclo,0,0,1,0,0.0,41.8582,12.5597,2020-10-24 12:00:00,1.0,3,1,1
42611,Motociclo,0,0,1,0,0.0,41.8582,12.5597,2020-10-24 12:00:00,1.0,3,1,1
42612,Motociclo,0,0,1,0,0.0,41.8582,12.5597,2020-10-24 12:00:00,1.0,3,1,1
42613,Autovettura,0,0,4,0,0.0,41.8938,12.5875,2020-10-23 12:20:00,1.0,2,0,1
42614,Autovettura,0,0,4,0,0.0,41.8938,12.5875,2020-10-23 12:20:00,1.0,2,0,1
42615,Autovettura,0,0,4,0,0.0,41.8938,12.5875,2020-10-23 12:20:00,1.0,2,0,1
42616,Motociclo,0,0,4,0,0.0,41.8938,12.5875,2020-10-23 12:20:00,1.0,2,0,1
42617,Autovettura,2,0,1,0,0.0,41.8395,12.5885,2020-10-25 11:50:00,1.0,2,0,2
42618,Autovettura,2,0,1,0,0.0,41.8395,12.5885,2020-10-25 11:50:00,1.0,2,0,2
42619,Autovettura,2,0,1,0,0.0,41.8395,12.5885,2020-10-25 11:50:00,1.0,2,0,2
42620,Autocarro,0,0,4,0,0.0,41.9042,12.5897,2020-10-23 16:00:00,1.0,2,0,1
42621,Autocarro,0,0,4,0,0.0,41.9042,12.5897,2020-10-23 16:00:00,1.0,2,0,1
42622,Autovettura,0,0,4,0,0.0,41.9042,12.5897,2020-10-23 16:00:00,1.0,2,0,1
42623,Autovettura,0,0,4,0,0.0,41.9042,12.5897,2020-10-23 16:00:00,1.0,2,0,1
42624,Autovettura,0,0,5,0,0.0,41.8872,12.5733,2020-10-24 07:30:00,2.0,2,0,1
42625,Autovettura,0,0,5,0,0.0,41.8872,12.5733,2020-10-24 07:30:00,2.0,2,0,1
42626,Autovettura,0,0,5,0,0.0,41.8872,12.5733,2020-10-24 07:30:00,2.0,2,0,1
42602,Autovettura,0,0,2,0,0.0,41.7328,12.2853,2020-10-25 13:30:00,1.0,2,0,1
43184,Autovettura,3,0,1,0,0.0,41.8626,12.6212,2020-10-28 06:50:00,1.0,3,0,3
43185,Autovettura,3,0,1,0,0.0,41.8626,12.6212,2020-10-28 06:50:00,1.0,3,0,3
43186,Autovettura,0,0,1,0,0.0,41.8589,12.5708,2020-10-28 11:40:00,1.0,2,0,1
43743,Autovettura,0,0,5,0,0.0,41.8618,12.4631,2020-10-31 20:40:00,1.0,1,1,1
43744,Autovettura,0,0,5,0,0.0,41.8618,12.4631,2020-10-31 20:40:00,1.0,1,0,1
43745,Autovettura,0,0,3,0,0.0,41.9419,12.4718,2020-10-30 11:30:00,1.0,2,0,1
43746,Autovettura,0,0,3,0,0.0,41.9419,12.4718,2020-10-30 11:30:00,1.0,2,1,1
43747,Autovettura,0,0,3,0,0.0,41.9419,12.4718,2020-10-30 11:30:00,1.0,2,0,1
43748,Autovettura,1,0,1,0,0.0,41.8427,12.3878,2020-10-31 18:00:00,1.0,2,0,1
43749,Motociclo,1,0,1,0,0.0,41.8427,12.3878,2020-10-31 18:00:00,1.0,2,1,1
43750,Autovettura,0,0,3,0,0.0,41.9419,12.4718,2020-10-30 06:50:00,1.0,2,0,1
43751,Autovettura,0,0,3,0,0.0,41.9419,12.4718,2020-10-30 06:50:00,1.0,2,0,1
43752,Autovettura,0,0,3,0,0.0,41.9419,12.4718,2020-10-30 06:50:00,1.0,2,0,1
43742,Autovettura,0,0,5,0,0.0,41.8618,12.4631,2020-10-31 20:40:00,1.0,1,0,1
43753,Autovettura,0,0,3,0,0.0,41.8469,12.414,2020-10-31 20:35:00,1.0,1,0,1
43755,Autovettura,0,0,3,0,0.0,41.8469,12.414,2020-10-31 20:35:00,1.0,1,0,1
43756,Autovettura,0,0,2,0,0.0,41.9419,12.4718,2020-10-30 08:30:00,1.0,3,1,1
43757,Autovettura,0,0,2,0,0.0,41.9419,12.4718,2020-10-30 08:30:00,1.0,3,1,1
43758,Autovettura,0,0,2,0,0.0,41.924,12.425,2020-10-30 08:15:00,1.0,1,0,1
43759,Autovettura,0,0,2,0,0.0,41.924,12.425,2020-10-30 08:15:00,1.0,1,0,1
43760,Autovettura,0,0,4,0,0.0,41.9609,12.4792,2020-10-30 12:20:00,1.0,2,1,1
43761,Autovettura,0,0,4,0,0.0,41.9609,12.4792,2020-10-30 12:20:00,1.0,2,0,1
43762,Autovettura,0,0,4,0,0.0,41.9609,12.4792,2020-10-30 12:20:00,1.0,2,0,1
43763,Autovettura,0,0,4,0,0.0,41.9609,12.4792,2020-10-30 12:20:00,1.0,2,0,1
43764,Autovettura,0,0,2,0,0.0,41.9862,12.4041,2020-10-30 12:30:00,1.0,2,0,1
43754,Autovettura,0,0,3,0,0.0,41.8469,12.414,2020-10-31 20:35:00,1.0,1,0,1
43765,Autocarro,0,0,2,0,0.0,41.9862,12.4041,2020-10-30 12:30:00,1.0,2,0,1
43741,Autovettura,0,0,5,0,0.0,41.8618,12.4631,2020-10-31 20:40:00,1.0,1,0,1
43739,Motociclo,0,0,3,0,0.0,41.8524,12.4754,2020-10-31 10:15:00,1.0,2,0,1
43717,Autovettura,1,0,2,0,0.0,41.8758,12.4679,2020-10-30 18:10:00,1.0,2,0,1
43718,Autovettura,1,0,2,0,0.0,41.8758,12.4679,2020-10-30 18:10:00,1.0,2,0,1
43719,Motociclo,1,0,2,0,0.0,41.8758,12.4679,2020-10-30 18:10:00,1.0,2,0,1
43720,Autovettura,0,0,2,0,0.0,41.8726,12.4498,2020-10-31 12:20:00,1.0,1,0,1
43721,Autovettura,0,0,2,0,0.0,41.8726,12.4498,2020-10-31 12:20:00,1.0,1,0,1
43722,Autovettura,0,0,2,0,0.0,41.8596,12.6848,2020-10-31 13:40:00,1.0,1,1,1
43723,Autovettura,0,0,2,0,0.0,41.8596,12.6848,2020-10-31 13:40:00,1.0,1,1,1
43724,Autovettura,0,0,4,0,0.0,41.9015,12.5692,2020-10-31 15:20:00,1.0,2,0,1
43725,Autovettura,0,0,4,0,0.0,41.9015,12.5692,2020-10-31 15:20:00,1.0,2,0,1
43726,Autovettura,0,0,4,0,0.0,41.9015,12.5692,2020-10-31 15:20:00,1.0,2,0,1
43740,Autovettura,0,0,5,0,0.0,41.8618,12.4631,2020-10-31 20:40:00,1.0,1,0,1
43727,Motociclo,0,0,4,0,0.0,41.9015,12.5692,2020-10-31 15:20:00,1.0,2,0,1
43729,Autovettura,1,0,2,0,0.0,41.8256,12.4871,2020-10-30 19:00:00,1.0,2,0,1
43730,Motociclo,1,0,2,0,0.0,41.8256,12.4871,2020-10-30 19:00:00,1.0,2,0,1
43731,Autovettura,0,0,2,0,0.0,41.84,12.513,2020-10-30 09:00:00,1.0,1,0,1
43732,Autovettura,0,0,2,0,0.0,41.84,12.513,2020-10-30 09:00:00,1.0,1,1,1
43733,Autovettura,1,0,1,0,0.0,41.8577,12.389,2020-10-31 23:40:00,1.0,1,0,1
43734,Autovettura,1,0,1,0,0.0,41.8577,12.389,2020-10-31 23:40:00,1.0,1,0,1
43735,Autovettura,1,0,1,0,0.0,41.8724,12.4751,2020-10-31 18:30:00,1.0,2,0,1
43736,Motociclo,1,0,1,0,0.0,41.8724,12.4751,2020-10-31 18:30:00,1.0,2,1,1
43737,Autovettura,0,0,3,0,0.0,41.8524,12.4754,2020-10-31 10:15:00,1.0,2,0,1
43738,Motociclo,0,0,3,0,0.0,41.8524,12.4754,2020-10-31 10:15:00,1.0,2,0,1
43728,Autovettura,1,0,2,0,0.0,41.8256,12.4871,2020-10-30 19:00:00,1.0,2,0,1
43766,Autovettura,0,0,2,0,0.0,41.929,12.4456,2020-10-30 13:00:00,1.0,3,1,1
43767,Autovettura,0,0,2,0,0.0,41.929,12.4456,2020-10-30 13:00:00,1.0,3,0,1
43768,Autovettura,2,0,0,0,0.0,42.0281,12.4677,2020-10-31 02:00:00,1.0,1,0,2
43796,Autovettura,0,0,5,0,0.0,41.9112,12.5164,2020-10-31 08:00:00,1.0,1,0,1
43797,Autovettura,0,0,5,0,0.0,41.9112,12.5164,2020-10-31 08:00:00,1.0,1,0,1
43798,Autovettura,0,0,5,0,0.0,41.9112,12.5164,2020-10-31 08:00:00,1.0,1,0,1
43799,Autovettura,0,0,2,0,0.0,41.9234,12.4123,2020-10-31 16:20:00,1.0,2,1,1
43800,Motociclo,0,0,2,0,0.0,41.9234,12.4123,2020-10-31 16:20:00,1.0,2,1,1
43801,Autovettura,1,0,2,0,0.0,41.8967,12.5128,2020-10-31 09:50:00,1.0,1,0,1
43802,Autovettura,1,0,2,0,0.0,41.8967,12.5128,2020-10-31 09:50:00,1.0,1,0,1
43803,Autovettura,1,0,2,0,0.0,41.8967,12.5128,2020-10-31 09:50:00,1.0,1,0,1
43804,Autovettura,0,0,2,0,0.0,41.929,12.4137,2020-10-31 20:45:00,1.0,1,1,1
43805,Autovettura,0,0,2,0,0.0,41.929,12.4137,2020-10-31 20:45:00,1.0,1,1,1
43795,Autovettura,0,0,5,0,0.0,41.9112,12.5164,2020-10-31 08:00:00,1.0,1,0,1
43806,Autovettura,1,0,2,0,0.0,41.9514,12.5274,2020-10-30 19:15:00,1.0,1,0,1
43808,Motociclo,1,0,2,0,0.0,41.9514,12.5274,2020-10-30 19:15:00,1.0,1,0,1
43809,Autovettura,1,0,2,0,0.0,41.9514,12.5274,2020-10-30 19:15:00,1.0,1,1,1
43810,Autovettura,0,0,2,0,0.0,41.7424,12.4996,2020-10-29 16:50:00,1.0,1,1,1
43811,Autocarro,0,0,2,0,0.0,41.7424,12.4996,2020-10-29 16:50:00,1.0,1,1,1
43812,Autovettura,0,0,2,0,0.0,41.8113,12.4312,2020-10-29 19:30:00,1.0,1,0,1
43813,Autovettura,0,0,2,0,0.0,41.8113,12.4312,2020-10-29 19:30:00,1.0,1,0,1
43814,Motociclo,1,0,0,0,0.0,41.8313,12.4777,2020-10-31 16:45:00,1.0,1,1,1
43815,Autovettura,0,0,4,0,0.0,41.6962,12.5906,2020-10-30 16:40:00,1.0,3,1,1
43816,Autovettura,0,0,4,0,0.0,41.6962,12.5906,2020-10-30 16:40:00,1.0,3,1,1
43817,Autovettura,0,0,4,0,0.0,41.6962,12.5906,2020-10-30 16:40:00,1.0,3,1,1
43807,Autovettura,1,0,2,0,0.0,41.9514,12.5274,2020-10-30 19:15:00,1.0,1,1,1
43794,Autovettura,0,0,5,0,0.0,41.9112,12.5164,2020-10-31 08:00:00,1.0,1,0,1
43793,Autovettura,1,0,3,0,0.0,41.9134,12.4182,2020-10-31 20:20:00,1.0,1,1,1
43792,Autovettura,1,0,3,0,0.0,41.9134,12.4182,2020-10-31 20:20:00,1.0,1,1,1
43769,Autovettura,2,0,0,0,0.0,42.0281,12.4677,2020-10-31 02:00:00,1.0,1,0,2
43770,Autovettura,1,0,1,0,0.0,41.9375,12.466,2020-10-31 18:55:00,1.0,2,1,1
43771,Autovettura,1,0,1,0,0.0,41.9375,12.466,2020-10-31 18:55:00,1.0,2,0,1
43772,Autovettura,1,0,1,0,0.0,41.9728,12.4402,2020-10-31 10:30:00,1.0,2,1,1
43773,Autovettura,1,0,1,0,0.0,41.9728,12.4402,2020-10-31 10:30:00,1.0,2,0,1
43774,Autocarro,0,0,2,0,0.0,41.9924,12.4862,2020-10-31 11:40:00,1.0,2,0,1
43775,Autovettura,0,0,2,0,0.0,41.9924,12.4862,2020-10-31 11:40:00,1.0,2,0,1
43776,Autovettura,0,0,2,0,0.0,41.9419,12.4718,2020-10-31 19:40:00,1.0,1,0,1
43777,Autovettura,0,0,2,0,0.0,41.9419,12.4718,2020-10-31 19:40:00,1.0,1,0,1
43778,Autovettura,2,0,0,0,0.0,41.9038,12.4721,2020-10-30 23:35:00,1.0,1,1,2
43779,Autovettura,2,0,0,0,0.0,41.9038,12.4721,2020-10-30 23:35:00,1.0,1,1,2
43780,Autovettura,0,0,1,0,0.0,41.9327,12.4444,2020-10-30 23:50:00,1.0,1,1,1
43781,Autovettura,0,0,1,0,0.0,41.9327,12.4444,2020-10-30 23:50:00,1.0,1,1,1
43782,Autovettura,0,0,2,0,0.0,41.9145,12.4718,2020-10-31 17:30:00,1.0,2,1,1
43783,Autovettura,0,0,2,0,0.0,41.9145,12.4718,2020-10-31 17:30:00,1.0,2,1,1
43784,Motociclo,1,0,1,0,0.0,41.9394,12.4261,2020-10-29 19:00:00,1.0,1,0,1
43785,Autovettura,1,0,1,0,0.0,41.9394,12.4261,2020-10-29 19:00:00,1.0,1,0,1
43786,Autovettura,1,0,1,0,0.0,41.8767,12.4217,2020-10-30 17:55:00,1.0,2,0,1
43787,Autovettura,1,0,1,0,0.0,41.8767,12.4217,2020-10-30 17:55:00,1.0,2,0,1
43788,Autovettura,0,0,2,0,0.0,41.9657,12.3646,2020-10-29 13:15:00,1.0,1,1,1
43789,Autovettura,0,0,2,0,0.0,41.9657,12.3646,2020-10-29 13:15:00,1.0,1,1,1
43790,Autovettura,1,0,3,0,0.0,41.9134,12.4182,2020-10-31 20:20:00,1.0,1,1,1
43791,Autovettura,1,0,3,0,0.0,41.9134,12.4182,2020-10-31 20:20:00,1.0,1,1,1
43716,Motociclo,1,0,4,0,0.0,41.8811,12.5677,2020-10-31 20:20:00,1.0,2,0,1
43715,Autovettura,1,0,4,0,0.0,41.8811,12.5677,2020-10-31 20:20:00,1.0,2,0,1
43714,Autovettura,1,0,4,0,0.0,41.8811,12.5677,2020-10-31 20:20:00,1.0,2,0,1
43713,Autovettura,1,0,4,0,0.0,41.8811,12.5677,2020-10-31 20:20:00,1.0,2,0,1
43638,Motociclo,1,0,2,0,0.0,41.944,12.5439,2020-10-30 16:49:00,1.0,2,0,1
43639,Autovettura,0,0,1,0,0.0,41.8792,12.5396,2020-10-31 16:45:00,1.0,1,0,1
43640,Autovettura,0,0,1,0,0.0,41.8792,12.5396,2020-10-31 16:45:00,1.0,1,1,1
43641,Motociclo,0,0,3,0,0.0,41.8763,12.479,2020-10-31 16:30:00,1.0,1,1,1
43642,Motociclo,0,0,3,0,0.0,41.8763,12.479,2020-10-31 16:30:00,1.0,1,1,1
43643,Autovettura,0,0,3,0,0.0,41.8763,12.479,2020-10-31 16:30:00,1.0,1,1,1
43644,Autovettura,0,0,2,0,0.0,41.934,12.5246,2020-10-30 14:40:00,1.0,2,1,1
43645,Autovettura,0,0,2,0,0.0,41.934,12.5246,2020-10-30 14:40:00,1.0,2,0,1
43646,Autovettura,0,0,2,0,0.0,41.9385,12.5099,2020-10-31 11:50:00,1.0,2,1,1
43647,Autovettura,0,0,2,0,0.0,41.9385,12.5099,2020-10-31 11:50:00,1.0,2,0,1
43637,Autovettura,1,0,2,0,0.0,41.944,12.5439,2020-10-30 16:49:00,1.0,2,0,1
43648,Autovettura,0,0,3,0,0.0,41.9462,12.5272,2020-10-31 16:30:00,1.0,2,1,1
43650,Autovettura,0,0,3,0,0.0,41.9462,12.5272,2020-10-31 16:30:00,1.0,2,0,1
43651,Autovettura,1,0,2,0,0.0,41.8971,12.5615,2020-10-31 19:15:00,1.0,2,0,1
