Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitude;Latitude;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag
6030570;20;28/06/2022 15:00;Strada Urbana;VIA FORNACE VIGNOLO;da specificare;;;;intersezione con via Guido Grandi;Veicolo in marcia contro ostacolo fisso;Curva senza visuale libera;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;1;124.992;419.893;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030581;20;28/06/2022 16:20;Strada Urbana;VIA RAFFAELE CAPPELLI;da specificare;;;;civ. 12 prox Largo Melegari;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Nuvoloso;Normale;Buona;;0;0;0;2;124.769;419.494;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030581;20;28/06/2022 16:20;Strada Urbana;VIA RAFFAELE CAPPELLI;da specificare;;;;civ. 12 prox Largo Melegari;Veicolo in marcia contro veicolo fermo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Nuvoloso;Normale;Buona;;0;0;0;2;124.769;419.494;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030589;20;28/06/2022 18:00;Strada Urbana;VIA BRACCIANENSE;all'intersezione con;VIA QUERO;VIA QUERO;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;3;0;0;0;123.054;420.349;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;;
6030589;20;28/06/2022 18:00;Strada Urbana;VIA BRACCIANENSE;all'intersezione con;VIA QUERO;VIA QUERO;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;3;0;0;0;123.054;420.349;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Rimandato;0;NON DECEDUTO;;
6030589;20;28/06/2022 18:00;Strada Urbana;VIA BRACCIANENSE;all'intersezione con;VIA QUERO;VIA QUERO;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;3;0;0;0;123.054;420.349;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;
6030601;20;28/06/2022 18:50;Strada Urbana;VIA DEL FORO ITALICO;da specificare;;;;50 mt dopo uscita di Corso di Francia direz Stadio;Tamponamento Multiplo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;124.813;419.402;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;
6030601;20;28/06/2022 18:50;Strada Urbana;VIA DEL FORO ITALICO;da specificare;;;;50 mt dopo uscita di Corso di Francia direz Stadio;Tamponamento Multiplo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;124.813;419.402;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
6030601;20;28/06/2022 18:50;Strada Urbana;VIA DEL FORO ITALICO;da specificare;;;;50 mt dopo uscita di Corso di Francia direz Stadio;Tamponamento Multiplo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;124.813;419.402;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
6030601;20;28/06/2022 18:50;Strada Urbana;VIA DEL FORO ITALICO;da specificare;;;;50 mt dopo uscita di Corso di Francia direz Stadio;Tamponamento Multiplo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;124.813;419.402;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030649;20;29/06/2022 11:30;Statale entro l'abitato;VIA CASSIA;in corrispondenza;;del civico n.;1056;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;;1;0;0;2;124.265;419.751;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;Inesploso
6030649;20;29/06/2022 11:30;Statale entro l'abitato;VIA CASSIA;in corrispondenza;;del civico n.;1056;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;;1;0;0;2;124.265;419.751;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;Inesploso
6030649;20;29/06/2022 11:30;Statale entro l'abitato;VIA CASSIA;in corrispondenza;;del civico n.;1056;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;;1;0;0;2;124.265;419.751;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rimandato;0;NON DECEDUTO;;Esploso
6030920;8;28/06/2022 09:00;Strada Urbana;VIA MAGLIE;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Scarso;Buona;;0;0;0;2;126.181;418.838;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030920;8;28/06/2022 09:00;Strada Urbana;VIA MAGLIE;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Scarso;Buona;;0;0;0;2;126.181;418.838;-1;2;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030920;8;28/06/2022 09:00;Strada Urbana;VIA MAGLIE;in prossimità;;del civico n.;15;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Scarso;Buona;;0;0;0;2;126.181;418.838;-1;3;Autovettura privata;Sosta;;;;;;;
6030925;8;28/06/2022 11:30;Strada Urbana;VIA CASILINA;all'intersezione con;VIA DI TORRENOVA;VIA DI TORRENOVA;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;;2;0;0;1;126.212;418.626;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesploso
6030925;8;28/06/2022 11:30;Strada Urbana;VIA CASILINA;all'intersezione con;VIA DI TORRENOVA;VIA DI TORRENOVA;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;;2;0;0;1;126.212;418.626;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;Inesploso
6030925;8;28/06/2022 11:30;Strada Urbana;VIA CASILINA;all'intersezione con;VIA DI TORRENOVA;VIA DI TORRENOVA;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Normale;Buona;;2;0;0;1;126.212;418.626;-1;2;Autocarro superiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6030931;8;28/06/2022 15:00;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;altezza via P. F. Quaglia direzione via Casilina;Tamponamento;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;126.281;418.764;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030931;8;28/06/2022 15:00;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;altezza via P. F. Quaglia direzione via Casilina;Tamponamento;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;126.281;418.764;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030932;9;28/06/2022 17:40;Strada Urbana;VIA ACAIA;in corrispondenza;;del civico n.;77;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Intenso;Buona;;0;0;0;4;125.075;418.753;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
6030932;9;28/06/2022 17:40;Strada Urbana;VIA ACAIA;in corrispondenza;;del civico n.;77;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Intenso;Buona;;0;0;0;4;125.075;418.753;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
6030932;9;28/06/2022 17:40;Strada Urbana;VIA ACAIA;in corrispondenza;;del civico n.;77;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Intenso;Buona;;0;0;0;4;125.075;418.753;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6030932;9;28/06/2022 17:40;Strada Urbana;VIA ACAIA;in corrispondenza;;del civico n.;77;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Nuvoloso;Intenso;Buona;;0;0;0;4;125.075;418.753;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
6030948;15;29/06/2022 15:00;Strada Urbana;LUNGOTEVERE DEGLI INVENTORI;all'intersezione semaforizzata con;PONTE GUGLIELMO MARCONI;PONTE GUGLIELMO MARCONI;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;5;124.671;418.611;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6030948;15;29/06/2022 15:00;Strada Urbana;LUNGOTEVERE DEGLI INVENTORI;all'intersezione semaforizzata con;PONTE GUGLIELMO MARCONI;PONTE GUGLIELMO MARCONI;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;5;124.671;418.611;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6030948;15;29/06/2022 15:00;Strada Urbana;LUNGOTEVERE DEGLI INVENTORI;all'intersezione semaforizzata con;PONTE GUGLIELMO MARCONI;PONTE GUGLIELMO MARCONI;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;5;124.671;418.611;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
6030948;15;29/06/2022 15:00;Strada Urbana;LUNGOTEVERE DEGLI INVENTORI;all'intersezione semaforizzata con;PONTE GUGLIELMO MARCONI;PONTE GUGLIELMO MARCONI;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;5;124.671;418.611;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
6030948;15;29/06/2022 15:00;Strada Urbana;LUNGOTEVERE DEGLI INVENTORI;all'intersezione semaforizzata con;PONTE GUGLIELMO MARCONI;PONTE GUGLIELMO MARCONI;;;Scontro laterale fra veicoli in marcia;Intersezione semaforizzata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;5;124.671;418.611;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
6030951;8;28/06/2022 18:00;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;fr. civ 429;Tamponamento;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;1;0;0;3;126.281;418.764;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030951;8;28/06/2022 18:00;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;fr. civ 429;Tamponamento;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;1;0;0;3;126.281;418.764;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Rifiuta cure immediate;0;NON DECEDUTO;;
6030951;8;28/06/2022 18:00;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;fr. civ 429;Tamponamento;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;1;0;0;3;126.281;418.764;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
6030951;8;28/06/2022 18:00;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;fr. civ 429;Tamponamento;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Intenso;Buona;;1;0;0;3;126.281;418.764;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030954;18;28/06/2022 18:50;Strada Urbana;LARGO GREGORIO XIII;in prossimità;;del civico n.;10;;Scontro frontale/laterale SX fra veicoli in marcia;Rotatoria;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;124.187;419.041;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6030954;18;28/06/2022 18:50;Strada Urbana;LARGO GREGORIO XIII;in prossimità;;del civico n.;10;;Scontro frontale/laterale SX fra veicoli in marcia;Rotatoria;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;124.187;419.041;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
6030954;18;28/06/2022 18:50;Strada Urbana;LARGO GREGORIO XIII;in prossimità;;del civico n.;10;;Scontro frontale/laterale SX fra veicoli in marcia;Rotatoria;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;124.187;419.041;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
6030955;8;28/06/2022 13:40;Strada Urbana;VIA PIETRABBONDANTE;in corrispondenza;;del civico n.;23;;Veicolo in marcia contro ostacolo fisso;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Nuvoloso;Scarso;Buona;;0;0;0;1;126.845;419.011;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6030956;15;29/06/2022 18:55;Strada Urbana;VIALE SALVATORE REBECCHINI;da specificare;;;;450 METRI DOPO CIVICO 185 DIR GRA;Veicolo in marcia che urta buche nella carreggiata;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;;0;0;0;4;124.051;418.172;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6030956;15;29/06/2022 18:55;Strada Urbana;VIALE SALVATORE REBECCHINI;da specificare;;;;450 METRI DOPO CIVICO 185 DIR GRA;Veicolo in marcia che urta buche nella carreggiata;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;;0;0;0;4;124.051;418.172;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
6030956;15;29/06/2022 18:55;Strada Urbana;VIALE SALVATORE REBECCHINI;da specificare;;;;450 METRI DOPO CIVICO 185 DIR GRA;Veicolo in marcia che urta buche nella carreggiata;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;;0;0;0;4;124.051;418.172;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
6030956;15;29/06/2022 18:55;Strada Urbana;VIALE SALVATORE REBECCHINI;da specificare;;;;450 METRI DOPO CIVICO 185 DIR GRA;Veicolo in marcia che urta buche nella carreggiata;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Scarso;Buona;;0;0;0;4;124.051;418.172;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
6030962;8;29/06/2022 11:15;Strada Urbana;VIA DI ROCCA CENCIA;all'intersezione con;VIA SELLIA;VIA SELLIA;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;126.919;418.758;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
6030962;8;29/06/2022 11:15;Strada Urbana;VIA DI ROCCA CENCIA;all'intersezione con;VIA SELLIA;VIA SELLIA;;;Scontro frontale/laterale DX fra veicoli in marcia;Intersezione stradale segnalata;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;126.919;418.758;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
6030964;6;29/06/2022 21:20;Strada Urbana;VIA DI ACQUA BULLICANTE;all'intersezione con;VIA AVERSA;VIA AVERSA;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;2;0;0;1;125.419;418.911;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030964;6;29/06/2022 21:20;Strada Urbana;VIA DI ACQUA BULLICANTE;all'intersezione con;VIA AVERSA;VIA AVERSA;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;2;0;0;1;125.419;418.911;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;
6030964;6;29/06/2022 21:20;Strada Urbana;VIA DI ACQUA BULLICANTE;all'intersezione con;VIA AVERSA;VIA AVERSA;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;2;0;0;1;125.419;418.911;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rifiuta cure immediate;0;NON DECEDUTO;;
6030966;9;29/06/2022 00:40;;PIAZZA DEI RE DI ROMA;in prossimità;;del civico n.;44;;Tamponamento;;;;;;;;;;1;0;0;3;125.133;418.822;0;1;Autovettura privata;In marcia / fermata / arresto;Conducente;;Illeso;0;;;
6030966;9;29/06/2022 00:40;;PIAZZA DEI RE DI ROMA;in prossimità;;del civico n.;44;;Tamponamento;;;;;;;;;;1;0;0;3;125.133;418.822;0;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
6030966;9;29/06/2022 00:40;;PIAZZA DEI RE DI ROMA;in prossimità;;del civico n.;44;;Tamponamento;;;;;;;;;;1;0;0;3;125.133;418.822;0;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rimandato;0;NON DECEDUTO;;
6030966;9;29/06/2022 00:40;;PIAZZA DEI RE DI ROMA;in prossimità;;del civico n.;44;;Tamponamento;;;;;;;;;;1;0;0;3;125.133;418.822;0;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030968;15;29/06/2022 18:15;Strada Urbana;VIA GIOVANNI VOLPATO;all'intersezione con;VIA PORTUENSE;VIA PORTUENSE;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;1;0;0;1;124.674;418.714;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rifiuta cure immediate;0;NON DECEDUTO;Non accertato;
6030968;15;29/06/2022 18:15;Strada Urbana;VIA GIOVANNI VOLPATO;all'intersezione con;VIA PORTUENSE;VIA PORTUENSE;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;1;0;0;1;124.674;418.714;-1;2;Autovettura di polizia;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
6030969;8;29/06/2022 12:10;Strada Urbana;VIA CASILINA;in prossimità;;del civico n.;1573;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;0;0;0;0;126.304;418.634;-1;1;Autovettura privata;Sosta;;;;;;;
6030969;8;29/06/2022 12:10;Strada Urbana;VIA CASILINA;in prossimità;;del civico n.;1573;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;0;0;0;0;126.304;418.634;-1;2;Autocarro inferiore 35 q.;In marcia / fermata / arresto;;;;;;;
6030970;18;29/06/2022 00:45;Strada Urbana;CIRCONVALLAZIONE AURELIA;da specificare;;;;FRONTE CIVICO 52;Veicolo in marcia contro veicolo fermo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;1;124.282;418.971;-1;1;Autovettura privata;Allontanatosi;;;;;;;
6030970;18;29/06/2022 00:45;Strada Urbana;CIRCONVALLAZIONE AURELIA;da specificare;;;;FRONTE CIVICO 52;Veicolo in marcia contro veicolo fermo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;1;124.282;418.971;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
6030975;8;29/06/2022 15:15;Strada Urbana;VIA DI PRATOLUNGO CASILINO;in prossimità;;del civico n.;39;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Scarso;Buona;;0;0;0;2;126.616;418.895;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030975;8;29/06/2022 15:15;Strada Urbana;VIA DI PRATOLUNGO CASILINO;in prossimità;;del civico n.;39;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Scarso;Buona;;0;0;0;2;126.616;418.895;-1;2;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
6030979;8;29/06/2022 17:32;Regionale;VIA PRENESTINA;in prossimità;;del palo luce n.;483;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Intenso;Buona;;3;0;0;0;126.155;418.933;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rifiuta cure immediate;0;NON DECEDUTO;;
6030979;8;29/06/2022 17:32;Regionale;VIA PRENESTINA;in prossimità;;del palo luce n.;483;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Intenso;Buona;;3;0;0;0;126.155;418.933;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rifiuta cure immediate;0;NON DECEDUTO;;
6030979;8;29/06/2022 17:32;Regionale;VIA PRENESTINA;in prossimità;;del palo luce n.;483;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Intenso;Buona;;3;0;0;0;126.155;418.933;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Rifiuta cure immediate;0;NON DECEDUTO;;
6030985;8;29/06/2022 17:45;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;inv. marcia prima di via Quaglia dir. Casilina;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale;Sereno;Normale;Buona;;0;0;0;4;126.281;418.764;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6030985;8;29/06/2022 17:45;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;inv. marcia prima di via Quaglia dir. Casilina;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale;Sereno;Normale;Buona;;0;0;0;4;126.281;418.764;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
6030985;8;29/06/2022 17:45;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;inv. marcia prima di via Quaglia dir. Casilina;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale;Sereno;Normale;Buona;;0;0;0;4;126.281;418.764;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
6030985;8;29/06/2022 17:45;Strada Urbana;VIA DI TOR BELLA MONACA;da specificare;;;;inv. marcia prima di via Quaglia dir. Casilina;Tamponamento;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale;Sereno;Normale;Buona;;0;0;0;4;126.281;418.764;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
6030987;5;28/06/2022 10:00;Strada Urbana;VIA ANTONIO BALDISSERA;in corrispondenza;;del civico n.;29;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;;0;0;0;3;125.366;418.975;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
