DataOraIncidente,NumeroIncidenti
2020-01-01,7
2020-01-02,14
2020-01-03,6
2020-01-04,12
2020-01-05,5
2020-01-06,2
2020-01-07,18
2020-01-08,23
2020-01-09,12
2020-01-10,14
2020-01-11,9
2020-01-12,12
2020-01-13,9
2020-01-14,30
2020-01-15,6
2020-01-16,26
2020-01-17,22
2020-01-18,12
2020-01-19,2
2020-01-20,14
2020-01-21,17
2020-01-22,10
2020-01-23,8
2020-01-24,20
2020-01-25,2
2020-01-26,12
2020-01-27,26
2020-01-28,16
2020-01-29,21
2020-01-30,20
2020-01-31,10
2020-02-01,11
2020-02-02,7
2020-02-03,11
2020-02-04,25
2020-02-05,17
2020-02-06,24
2020-02-07,23
2020-02-08,6
2020-02-09,4
2020-02-10,27
2020-02-11,11
2020-02-12,16
2020-02-13,16
2020-02-14,32
2020-02-15,10
2020-02-17,9
2020-02-18,19
2020-02-19,20
2020-02-20,17
2020-02-21,20
2020-02-22,13
2020-02-23,2
2020-02-24,7
2020-02-25,14
2020-02-26,28
2020-02-27,7
2020-02-28,13
2020-02-29,12
2020-03-01,3
2020-03-02,16
2020-03-03,16
2020-03-04,7
2020-03-05,8
2020-03-06,16
2020-03-07,2
2020-03-08,4
2020-03-09,1
2020-03-10,5
2020-03-11,4
2020-03-14,4
2020-03-15,4
2020-03-17,2
2020-03-18,2
2020-03-20,2
2020-03-22,2
2020-03-23,2
2020-03-24,2
2020-03-25,2
2020-03-26,4
2020-03-30,2
2020-04-03,2
2020-04-04,2
2020-04-06,2
2020-04-07,4
2020-04-10,4
2020-04-15,2
2020-04-16,7
2020-04-18,2
2020-04-20,4
2020-04-22,4
2020-04-23,3
2020-04-26,8
2020-04-28,5
2020-04-29,2
2020-05-02,4
2020-05-03,2
2020-05-04,7
2020-05-05,2
2020-05-06,4
2020-05-07,9
2020-05-08,4
2020-05-10,2
2020-05-11,4
2020-05-12,20
2020-05-14,6
2020-05-15,2
2020-05-16,7
2020-05-17,2
2020-05-18,19
2020-05-19,14
2020-05-20,9
2020-05-21,6
2020-05-22,15
2020-05-23,8
2020-05-24,9
2020-05-25,14
2020-05-26,8
2020-05-27,13
2020-05-28,7
2020-05-29,15
2020-05-30,5
2020-05-31,2
2020-06-01,6
2020-06-02,2
2020-06-03,12
2020-06-04,5
2020-06-05,7
2020-06-06,6
2020-06-07,6
2020-06-08,13
2020-06-09,6
2020-06-10,8
2020-06-11,8
2020-06-12,12
2020-06-13,6
2020-06-14,2
2020-06-15,4
