DataOraIncidente,NumeroIncidenti
2019-01-01,8
2019-01-02,10
2019-01-03,4
2019-01-04,8
2019-01-05,5
2019-01-06,6
2019-01-07,6
2019-01-08,11
2019-01-09,13
2019-01-10,8
2019-01-11,5
2019-01-12,9
2019-01-13,11
2019-01-14,9
2019-01-15,11
2019-01-16,10
2019-01-17,7
2019-01-18,9
2019-01-19,6
2019-01-20,20
2019-01-21,41
2019-01-22,40
2019-01-23,30
2019-01-24,37
2019-01-25,25
2019-01-26,15
2019-01-27,25
2019-01-28,20
2019-01-29,20
2019-01-30,21
2019-01-31,37
2019-02-01,21
2019-02-02,62
2019-02-03,52
2019-02-04,27
2019-02-05,30
2019-02-06,32
2019-02-07,14
2019-02-08,21
2019-02-09,16
2019-02-10,19
2019-02-11,13
2019-02-12,9
2019-02-13,11
2019-02-14,7
2019-02-15,9
2019-02-16,12
2019-02-17,12
2019-02-18,5
2019-02-19,9
2019-02-20,9
2019-02-21,4
2019-02-22,10
2019-02-23,26
2019-02-24,8
2019-02-25,10
2019-02-26,9
2019-02-27,5
2019-02-28,5
2019-03-01,8
2019-03-02,6
2019-03-03,6
2019-03-04,10
2019-03-05,9
2019-03-06,5
2019-03-07,5
2019-03-08,9
2019-03-09,10
2019-03-10,9
2019-03-11,13
2019-03-12,8
2019-03-13,6
2019-03-14,10
2019-03-15,14
2019-03-16,6
2019-03-17,7
2019-03-18,3
2019-03-19,4
2019-03-20,7
2019-03-21,6
2019-03-22,4
2019-03-23,3
2019-03-24,11
2019-03-25,10
2019-03-26,10
2019-03-27,4
2019-03-28,6
2019-03-29,4
2019-03-30,10
2019-03-31,8
2019-04-01,7
2019-04-02,9
2019-04-03,7
2019-04-04,12
2019-04-05,17
2019-04-06,8
2019-04-07,10
2019-04-08,14
2019-04-09,10
2019-04-10,10
2019-04-11,6
2019-04-12,14
2019-04-13,11
2019-04-14,12
2019-04-15,15
2019-04-16,10
2019-04-17,11
2019-04-18,12
2019-04-19,4
2019-04-20,17
2019-04-21,14
2019-04-22,12
2019-04-23,8
2019-04-24,7
2019-04-25,6
2019-04-26,6
2019-04-27,6
2019-04-28,7
2019-04-29,12
2019-04-30,10
2019-05-01,11
2019-05-02,13
2019-05-03,5
2019-05-04,23
2019-05-05,22
2019-05-06,10
2019-05-07,14
2019-05-08,11
2019-05-09,12
2019-05-10,10
2019-05-11,3
2019-05-12,7
2019-05-13,9
2019-05-14,5
2019-05-15,17
2019-05-16,10
2019-05-17,10
2019-05-18,12
2019-05-19,11
2019-05-20,15
2019-05-21,12
2019-05-22,8
2019-05-23,11
2019-05-24,20
2019-05-25,4
2019-05-26,29
2019-05-27,22
2019-05-28,14
2019-05-29,8
2019-05-30,10
2019-05-31,15
2019-06-01,6
2019-06-02,14
2019-06-03,8
2019-06-04,6
2019-06-05,12
2019-06-06,7
2019-06-07,10
2019-06-08,8
2019-06-09,13
2019-06-10,10
2019-06-11,12
2019-06-12,9
2019-06-13,13
2019-06-14,9
2019-06-15,2
2019-06-16,10
2019-06-17,11
2019-06-18,9
2019-06-19,7
2019-06-20,7
2019-06-21,6
2019-06-22,17
2019-06-23,8
2019-06-24,8
2019-06-25,9
2019-06-26,7
2019-06-27,10
2019-06-28,3
2019-06-29,7
2019-06-30,5
2019-07-01,7
2019-07-02,7
2019-07-03,9
2019-07-04,4
2019-07-05,12
2019-07-06,6
2019-07-07,7
2019-07-08,11
2019-07-09,7
2019-07-10,6
2019-07-11,2
2019-07-12,6
2019-07-13,10
2019-07-14,7
2019-07-15,4
2019-07-16,5
2019-07-17,7
2019-07-18,8
2019-07-19,5
2019-07-20,7
2019-07-21,9
2019-07-22,6
2019-07-23,9
2019-07-24,5
2019-07-25,4
2019-07-26,6
2019-07-27,3
2019-07-28,12
2019-07-29,4
2019-07-30,6
2019-07-31,6
2019-08-01,7
2019-08-02,8
2019-08-03,8
2019-08-04,4
2019-08-05,8
2019-08-06,5
2019-08-07,6
2019-08-08,5
2019-08-09,6
2019-08-10,6
2019-08-11,4
2019-08-12,6
2019-08-13,5
2019-08-14,1
2019-08-15,2
2019-08-16,8
2019-08-17,6
2019-08-18,9
2019-08-19,7
2019-08-20,4
2019-08-21,5
2019-08-22,3
2019-08-23,2
2019-08-24,8
2019-08-25,8
2019-08-26,3
2019-08-27,5
2019-08-28,4
2019-08-29,2
2019-08-30,8
2019-08-31,11
2019-09-01,11
2019-09-02,7
2019-09-03,5
2019-09-04,5
2019-09-05,7
2019-09-06,7
2019-09-07,7
2019-09-08,11
2019-09-09,11
2019-09-10,7
2019-09-11,4
2019-09-12,10
2019-09-13,4
2019-09-14,7
2019-09-15,9
2019-09-16,7
2019-09-17,8
2019-09-18,4
2019-09-19,5
2019-09-20,5
2019-09-21,5
2019-09-22,23
2019-09-23,11
2019-09-24,9
2019-09-25,6
2019-09-26,7
2019-09-27,4
2019-09-28,6
2019-09-29,9
2019-09-30,8
2019-10-01,6
2019-10-02,4
2019-10-03,8
2019-10-04,9
2019-10-05,8
2019-10-06,2
2019-10-07,5
2019-10-08,7
2019-10-09,6
2019-10-10,9
2019-10-11,8
2019-10-12,1
2019-10-13,12
2019-10-14,6
2019-10-15,10
2019-10-16,11
2019-10-17,5
2019-10-18,11
2019-10-19,4
2019-10-20,9
2019-10-21,7
2019-10-22,5
2019-10-23,9
2019-10-24,7
2019-10-25,13
2019-10-26,8
2019-10-27,10
2019-10-28,10
2019-10-29,6
2019-10-30,7
2019-10-31,6
2019-11-01,15
2019-11-02,20
2019-11-03,28
2019-11-04,9
2019-11-05,13
2019-11-06,10
2019-11-07,4
2019-11-08,29
2019-11-09,23
2019-11-10,15
2019-11-11,56
2019-11-12,27
2019-11-13,18
2019-11-14,10
2019-11-15,18
2019-11-16,20
2019-11-17,24
2019-11-18,15
2019-11-19,11
2019-11-20,24
2019-11-21,20
2019-11-22,16
2019-11-23,13
2019-11-24,33
2019-11-25,20
2019-11-26,10
2019-11-27,28
2019-11-28,13
2019-11-29,13
2019-11-30,13
2019-12-01,6
2019-12-02,7
2019-12-03,11
2019-12-04,6
2019-12-05,9
2019-12-06,8
2019-12-07,10
2019-12-08,15
2019-12-09,9
2019-12-10,8
2019-12-11,14
2019-12-12,5
2019-12-13,22
2019-12-14,21
2019-12-15,25
2019-12-16,9
2019-12-17,12
2019-12-18,3
2019-12-19,21
2019-12-20,7
2019-12-21,29
2019-12-22,37
2019-12-23,18
2019-12-24,13
2019-12-25,10
2019-12-26,17
2019-12-27,8
2019-12-28,7
2019-12-29,9
2019-12-30,8
2019-12-31,9
