DataOraIncidente,NumeroIncidenti
2019-01-01,61
2019-01-02,42
2019-01-03,57
2019-01-04,40
2019-01-05,52
2019-01-06,29
2019-01-07,49
2019-01-08,96
2019-01-09,72
2019-01-10,43
2019-01-11,61
2019-01-12,56
2019-01-13,15
2019-01-14,53
2019-01-15,42
2019-01-16,68
2019-01-17,70
2019-01-18,40
2019-01-19,61
2019-01-20,46
2019-01-21,37
2019-01-22,75
2019-01-23,26
2019-01-24,27
2019-01-25,39
2019-01-26,48
2019-01-27,28
2019-01-28,66
2019-01-29,70
2019-01-30,59
2019-01-31,43
2019-02-01,43
2019-02-02,36
2019-02-03,21
2019-02-04,66
2019-02-05,52
2019-02-06,59
2019-02-07,70
2019-02-08,67
2019-02-09,35
2019-02-10,23
2019-02-11,58
2019-02-12,53
2019-02-13,50
2019-02-14,54
2019-02-15,76
2019-02-16,57
2019-02-17,24
2019-02-18,52
2019-02-19,47
2019-02-20,63
2019-02-21,65
2019-02-22,75
2019-02-23,29
2019-02-24,38
2019-02-25,63
2019-02-26,70
2019-02-27,80
2019-02-28,62
2019-03-01,57
2019-03-02,48
2019-03-03,45
2019-03-04,79
2019-03-05,80
2019-03-06,77
2019-03-07,67
2019-03-08,79
2019-03-09,39
2019-03-10,56
2019-03-11,71
2019-03-12,84
2019-03-13,92
2019-03-14,85
2019-03-15,75
2019-03-16,38
2019-03-17,48
2019-03-18,55
2019-03-19,67
2019-03-20,50
2019-03-21,84
2019-03-22,57
2019-03-23,51
2019-03-24,59
2019-03-25,65
2019-03-26,46
2019-03-27,67
2019-03-28,80
2019-03-29,110
2019-03-30,54
2019-03-31,60
2019-04-01,82
2019-04-02,69
2019-04-03,68
2019-04-04,97
2019-04-05,102
2019-04-06,91
2019-04-07,65
2019-04-08,64
2019-04-09,94
2019-04-10,75
2019-04-11,89
2019-04-12,86
2019-04-13,60
2019-04-14,15
2019-04-15,80
2019-04-16,70
2019-04-17,70
2019-04-18,62
2019-04-19,80
2019-04-20,73
2019-04-21,36
2019-04-22,21
2019-04-23,61
2019-04-24,63
2019-04-25,40
